id,nama,nama_lengkap,nama_lembaga,id_provinsi,nama_provinsi,jumlah_kursi,jumlah_penduduk
1800-08-0102,Lampung Timur 2,Lampung Timur 2,DPRDII,18,Lampung,6,
1800-08-0103,Lampung Timur 3,Lampung Timur 3,DPRDII,18,Lampung,8,
1800-08-0104,Lampung Timur 4,Lampung Timur 4,DPRDII,18,Lampung,7,
1800-08-0105,Lampung Timur 5,Lampung Timur 5,DPRDII,18,Lampung,7,
1800-08-0106,Lampung Timur 6,Lampung Timur 6,DPRDII,18,Lampung,7,
1800-08-0107,Lampung Timur 7,Lampung Timur 7,DPRDII,18,Lampung,7,
1900-01-0101,Kota Pangkalpinang 1,Kota Pangkalpinang 1,DPRDII,19,Babel,8,
1900-01-0102,Kota Pangkalpinang 2,Kota Pangkalpinang 2,DPRDII,19,Babel,6,
1900-01-0103,Kota Pangkalpinang 3,Kota Pangkalpinang 3,DPRDII,19,Babel,9,
1900-01-0104,Kota Pangkalpinang 4,Kota Pangkalpinang 4,DPRDII,19,Babel,7,
1900-02-0101,Bangka Tengah 1,Bangka Tengah 1,DPRDII,19,Babel,9,
1900-02-0102,Bangka Tengah 2,Bangka Tengah 2,DPRDII,19,Babel,8,
1900-02-0103,Bangka Tengah 3,Bangka Tengah 3,DPRDII,19,Babel,8,
1900-03-0101,Bangka Selatan 1,Bangka Selatan 1,DPRDII,19,Babel,10,
1900-03-0102,Bangka Selatan 2,Bangka Selatan 2,DPRDII,19,Babel,3,
1900-03-0103,Bangka Selatan 3,Bangka Selatan 3,DPRDII,19,Babel,7,
1900-03-0104,Bangka Selatan 4,Bangka Selatan 4,DPRDII,19,Babel,5,
1900-04-0101,Belitung 1,Belitung 1,DPRDII,19,Babel,8,
1900-04-0102,Belitung 2,Belitung 2,DPRDII,19,Babel,6,
1900-04-0103,Belitung 3,Belitung 3,DPRDII,19,Babel,6,
1900-04-0104,Belitung 4,Belitung 4,DPRDII,19,Babel,5,
1900-04-0201,Belitung Timur 1,Belitung Timur 1,DPRDII,19,Babel,10,
1900-04-0202,Belitung Timur 2,Belitung Timur 2,DPRDII,19,Babel,9,
1900-04-0203,Belitung Timur 3,Belitung Timur 3,DPRDII,19,Babel,6,
1900-05-0101,Bangka Barat 1,Bangka Barat 1,DPRDII,19,Babel,10,
1900-05-0102,Bangka Barat 2,Bangka Barat 2,DPRDII,19,Babel,7,
1900-05-0103,Bangka Barat 3,Bangka Barat 3,DPRDII,19,Babel,8,
1900-06-0101,Bangka 1,Bangka 1,DPRDII,19,Babel,11,
1900-06-0102,Bangka 2,Bangka 2,DPRDII,19,Babel,6,
1900-06-0103,Bangka 3,Bangka 3,DPRDII,19,Babel,5,
1900-06-0104,Bangka 4,Bangka 4,DPRDII,19,Babel,5,
1900-06-0105,Bangka 5,Bangka 5,DPRDII,19,Babel,8,
2100-01-0101,Kota Tanjung Pinang 1,Kota Tanjung Pinang 1,DPRDII,21,Kepri,11,
2100-01-0102,Kota Tanjung Pinang 2,Kota Tanjung Pinang 2,DPRDII,21,Kepri,11,
2100-01-0103,Kota Tanjung Pinang 3,Kota Tanjung Pinang 3,DPRDII,21,Kepri,8,
2100-02-0101,Bintan 1,Bintan 1,DPRDII,21,Kepri,7,
2100-02-0102,Bintan 2,Bintan 2,DPRDII,21,Kepri,8,
2100-02-0103,Bintan 3,Bintan 3,DPRDII,21,Kepri,10,
2100-02-0201,Lingga 1,Lingga 1,DPRDII,21,Kepri,10,
2100-02-0202,Lingga 2,Lingga 2,DPRDII,21,Kepri,10,
2100-03-0101,Karimun 1,Karimun 1,DPRDII,21,Kepri,8,
2100-03-0102,Karimun 2,Karimun 2,DPRDII,21,Kepri,3,
2100-03-0103,Karimun 3,Karimun 3,DPRDII,21,Kepri,9,
2100-03-0104,Karimun 4,Karimun 4,DPRDII,21,Kepri,10,
2100-04-0101,Kota Batam 1,Kota Batam 1,DPRDII,21,Kepri,9,
2100-04-0102,Kota Batam 2,Kota Batam 2,DPRDII,21,Kepri,12,
2100-05-0104,Kota Batam 4,Kota Batam 4,DPRDII,21,Kepri,8,
2100-05-0105,Kota Batam 5,Kota Batam 5,DPRDII,21,Kepri,12,
2100-06-0103,Kota Batam 3,Kota Batam 3,DPRDII,21,Kepri,9,
2100-07-0101,Kepulauan Anambas 1,Kepulauan Anambas 1,DPRDII,21,Kepri,9,
2100-07-0102,Kepulauan Anambas 2,Kepulauan Anambas 2,DPRDII,21,Kepri,4,
2100-07-0103,Kepulauan Anambas 3,Kepulauan Anambas 3,DPRDII,21,Kepri,7,
2100-07-0201,Natuna 1,Natuna 1,DPRDII,21,Kepri,9,
2100-07-0202,Natuna 2,Natuna 2,DPRDII,21,Kepri,4,
2100-07-0203,Natuna 3,Natuna 3,DPRDII,21,Kepri,7,
3200-01-0101,Kota Bandung 1,Kota Bandung 1,DPRDII,32,Jabar,8,
3200-01-0102,Kota Bandung 2,Kota Bandung 2,DPRDII,32,Jabar,9,
3200-01-0103,Kota Bandung 3,Kota Bandung 3,DPRDII,32,Jabar,6,
3200-01-0104,Kota Bandung 4,Kota Bandung 4,DPRDII,32,Jabar,9,
3200-01-0105,Kota Bandung 5,Kota Bandung 5,DPRDII,32,Jabar,8,
3200-01-0106,Kota Bandung 6,Kota Bandung 6,DPRDII,32,Jabar,10,
3200-01-0201,Kota Cimahi 1,Kota Cimahi 1,DPRDII,32,Jabar,9,
3200-01-0202,Kota Cimahi 2,Kota Cimahi 2,DPRDII,32,Jabar,11,
3200-01-0203,Kota Cimahi 3,Kota Cimahi 3,DPRDII,32,Jabar,6,
3200-01-0204,Kota Cimahi 4,Kota Cimahi 4,DPRDII,32,Jabar,7,
3200-01-0205,Kota Cimahi 5,Kota Cimahi 5,DPRDII,32,Jabar,12,
3200-02-0101,Bandung 1,Bandung 1,DPRDII,32,Jabar,7,
3200-02-0102,Bandung 2,Bandung 2,DPRDII,32,Jabar,8,
3200-02-0103,Bandung 3,Bandung 3,DPRDII,32,Jabar,6,
3200-02-0104,Bandung 4,Bandung 4,DPRDII,32,Jabar,6,
3200-02-0105,Bandung 5,Bandung 5,DPRDII,32,Jabar,6,
3200-02-0106,Bandung 6,Bandung 6,DPRDII,32,Jabar,8,
3200-02-0107,Bandung 7,Bandung 7,DPRDII,32,Jabar,9,
3200-02-0201,Bandung Barat 1,Bandung Barat 1,DPRDII,32,Jabar,12,
3200-02-0202,Bandung Barat 2,Bandung Barat 2,DPRDII,32,Jabar,10,
3200-02-0203,Bandung Barat 3,Bandung Barat 3,DPRDII,32,Jabar,9,
3200-02-0204,Bandung Barat 4,Bandung Barat 4,DPRDII,32,Jabar,9,
3200-02-0205,Bandung Barat 5,Bandung Barat 5,DPRDII,32,Jabar,10,
3200-03-0101,Cianjur 1,Cianjur 1,DPRDII,32,Jabar,10,
3200-03-0102,Cianjur 2,Cianjur 2,DPRDII,32,Jabar,11,
3200-03-0103,Cianjur 3,Cianjur 3,DPRDII,32,Jabar,11,
3200-03-0104,Cianjur 4,Cianjur 4,DPRDII,32,Jabar,8,
3200-03-0105,Cianjur 5,Cianjur 5,DPRDII,32,Jabar,10,
3200-03-0201,Kota Bogor 1,Kota Bogor 1,DPRDII,32,Jabar,11,
3200-03-0202,Kota Bogor 2,Kota Bogor 2,DPRDII,32,Jabar,8,
3200-03-0203,Kota Bogor 3,Kota Bogor 3,DPRDII,32,Jabar,10,
3200-03-0204,Kota Bogor 4,Kota Bogor 4,DPRDII,32,Jabar,8,
3200-03-0205,Kota Bogor 5,Kota Bogor 5,DPRDII,32,Jabar,8,
3200-04-0101,Sukabumi 1,Sukabumi 1,DPRDII,32,Jabar,10,
3200-04-0102,Sukabumi 2,Sukabumi 2,DPRDII,32,Jabar,7,
3200-04-0103,Sukabumi 3,Sukabumi 3,DPRDII,32,Jabar,6,
3200-04-0104,Sukabumi 4,Sukabumi 4,DPRDII,32,Jabar,9,
3200-04-0105,Sukabumi 5,Sukabumi 5,DPRDII,32,Jabar,9,
3200-04-0106,Sukabumi 6,Sukabumi 6,DPRDII,32,Jabar,9,
3200-04-0201,Kota Sukabumi 1,Kota Sukabumi 1,DPRDII,32,Jabar,12,
3200-04-0202,Kota Sukabumi 2,Kota Sukabumi 2,DPRDII,32,Jabar,11,
3200-04-0203,Kota Sukabumi 3,Kota Sukabumi 3,DPRDII,32,Jabar,12,
3200-05-0101,Bogor 1,Bogor 1,DPRDII,32,Jabar,9,
3200-05-0102,Bogor 2,Bogor 2,DPRDII,32,Jabar,9,
3200-05-0103,Bogor 3,Bogor 3,DPRDII,32,Jabar,8,
3200-05-0104,Bogor 4,Bogor 4,DPRDII,32,Jabar,8,
3200-05-0105,Bogor 5,Bogor 5,DPRDII,32,Jabar,8,
3200-05-0106,Bogor 6,Bogor 6,DPRDII,32,Jabar,8,
3200-06-0101,Kota Bekasi 1,Kota Bekasi 1,DPRDII,32,Jabar,6,
3200-06-0102,Kota Bekasi 2,Kota Bekasi 2,DPRDII,32,Jabar,10,
3200-06-0103,Kota Bekasi 3,Kota Bekasi 3,DPRDII,32,Jabar,8,
3200-06-0104,Kota Bekasi 4,Kota Bekasi 4,DPRDII,32,Jabar,10,
3200-06-0105,Kota Bekasi 5,Kota Bekasi 5,DPRDII,32,Jabar,9,
3200-06-0106,Kota Bekasi 6,Kota Bekasi 6,DPRDII,32,Jabar,7,
3200-06-0201,Kota Depok 1,Kota Depok 1,DPRDII,32,Jabar,7,
3200-06-0202,Kota Depok 2,Kota Depok 2,DPRDII,32,Jabar,10,
3200-06-0203,Kota Depok 3,Kota Depok 3,DPRDII,32,Jabar,10,
3200-06-0204,Kota Depok 4,Kota Depok 4,DPRDII,32,Jabar,9,
3200-06-0205,Kota Depok 5,Kota Depok 5,DPRDII,32,Jabar,7,
3200-06-0206,Kota Depok 6,Kota Depok 6,DPRDII,32,Jabar,7,
3200-07-0101,Bekasi 1,Bekasi 1,DPRDII,32,Jabar,9,
3200-07-0102,Bekasi 2,Bekasi 2,DPRDII,32,Jabar,7,
3200-07-0103,Bekasi 3,Bekasi 3,DPRDII,32,Jabar,8,
3200-07-0104,Bekasi 4,Bekasi 4,DPRDII,32,Jabar,11,
3200-07-0105,Bekasi 5,Bekasi 5,DPRDII,32,Jabar,7,
3200-07-0106,Bekasi 6,Bekasi 6,DPRDII,32,Jabar,8,
3200-08-0101,Purwakarta 1,Purwakarta 1,DPRDII,32,Jabar,9,
3200-08-0102,Purwakarta 2,Purwakarta 2,DPRDII,32,Jabar,8,
3200-08-0103,Purwakarta 3,Purwakarta 3,DPRDII,32,Jabar,7,
3200-08-0104,Purwakarta 4,Purwakarta 4,DPRDII,32,Jabar,6,
3200-08-0105,Purwakarta 5,Purwakarta 5,DPRDII,32,Jabar,8,
3200-08-0106,Purwakarta 6,Purwakarta 6,DPRDII,32,Jabar,7,
3200-08-0201,Karawang 1,Karawang 1,DPRDII,32,Jabar,12,
3200-08-0202,Karawang 2,Karawang 2,DPRDII,32,Jabar,6,
3200-08-0203,Karawang 3,Karawang 3,DPRDII,32,Jabar,8,
3200-08-0204,Karawang 4,Karawang 4,DPRDII,32,Jabar,8,
3200-08-0205,Karawang 5,Karawang 5,DPRDII,32,Jabar,9,
3200-08-0206,Karawang 6,Karawang 6,DPRDII,32,Jabar,7,
3200-09-0101,Majalengka 1,Majalengka 1,DPRDII,32,Jabar,10,
3200-09-0102,Majalengka 2,Majalengka 2,DPRDII,32,Jabar,10,
3200-09-0103,Majalengka 3,Majalengka 3,DPRDII,32,Jabar,10,
3200-09-0104,Majalengka 4,Majalengka 4,DPRDII,32,Jabar,10,
3200-09-0105,Majalengka 5,Majalengka 5,DPRDII,32,Jabar,10,
3200-09-0201,Sumedang 1,Sumedang 1,DPRDII,32,Jabar,8,
3200-09-0202,Sumedang 2,Sumedang 2,DPRDII,32,Jabar,9,
3200-09-0203,Sumedang 3,Sumedang 3,DPRDII,32,Jabar,8,
3200-09-0204,Sumedang 4,Sumedang 4,DPRDII,32,Jabar,6,
3200-09-0205,Sumedang 5,Sumedang 5,DPRDII,32,Jabar,10,
3200-09-0206,Sumedang 6,Sumedang 6,DPRDII,32,Jabar,9,
3200-09-0301,Subang 1,Subang 1,DPRDII,32,Jabar,7,
3200-09-0302,Subang 2,Subang 2,DPRDII,32,Jabar,8,
3200-09-0303,Subang 3,Subang 3,DPRDII,32,Jabar,7,
3200-09-0304,Subang 4,Subang 4,DPRDII,32,Jabar,8,
3200-09-0305,Subang 5,Subang 5,DPRDII,32,Jabar,7,
3200-09-0306,Subang 6,Subang 6,DPRDII,32,Jabar,7,
3200-09-0307,Subang 7,Subang 7,DPRDII,32,Jabar,6,
3200-10-0101,Cirebon 1,Cirebon 1,DPRDII,32,Jabar,8,
3200-10-0102,Cirebon 2,Cirebon 2,DPRDII,32,Jabar,7,
3200-10-0103,Cirebon 3,Cirebon 3,DPRDII,32,Jabar,7,
3200-10-0104,Cirebon 4,Cirebon 4,DPRDII,32,Jabar,7,
3200-10-0105,Cirebon 5,Cirebon 5,DPRDII,32,Jabar,7,
3200-10-0106,Cirebon 6,Cirebon 6,DPRDII,32,Jabar,7,
3200-10-0107,Cirebon 7,Cirebon 7,DPRDII,32,Jabar,7,
3200-10-0201,Indramayu 1,Indramayu 1,DPRDII,32,Jabar,10,
3200-10-0202,Indramayu 2,Indramayu 2,DPRDII,32,Jabar,8,
3200-10-0203,Indramayu 3,Indramayu 3,DPRDII,32,Jabar,10,
3200-10-0204,Indramayu 4,Indramayu 4,DPRDII,32,Jabar,5,
3200-10-0205,Indramayu 5,Indramayu 5,DPRDII,32,Jabar,7,
3200-10-0206,Indramayu 6,Indramayu 6,DPRDII,32,Jabar,10,
3200-10-0301,Kota Cirebon 1,Kota Cirebon 1,DPRDII,32,Jabar,12,
3200-10-0302,Kota Cirebon 2,Kota Cirebon 2,DPRDII,32,Jabar,12,
3200-10-0303,Kota Cirebon 3,Kota Cirebon 3,DPRDII,32,Jabar,11,
3200-11-0101,Ciamis 1,Ciamis 1,DPRDII,32,Jabar,11,
3200-11-0102,Ciamis 2,Ciamis 2,DPRDII,32,Jabar,10,
3200-11-0103,Ciamis 3,Ciamis 3,DPRDII,32,Jabar,8,
3200-11-0104,Ciamis 4,Ciamis 4,DPRDII,32,Jabar,8,
3200-11-0105,Ciamis 5,Ciamis 5,DPRDII,32,Jabar,7,
3200-11-0106,Ciamis 6,Ciamis 6,DPRDII,32,Jabar,6,
3200-11-0201,Kuningan 1,Kuningan 1,DPRDII,32,Jabar,11,
3200-11-0202,Kuningan 2,Kuningan 2,DPRDII,32,Jabar,12,
3200-11-0203,Kuningan 3,Kuningan 3,DPRDII,32,Jabar,12,
3200-11-0204,Kuningan 4,Kuningan 4,DPRDII,32,Jabar,9,
3200-11-0205,Kuningan 5,Kuningan 5,DPRDII,32,Jabar,6,
3200-11-0301,Kota Banjar 1,Kota Banjar 1,DPRDII,32,Jabar,10,
3200-11-0302,Kota Banjar 2,Kota Banjar 2,DPRDII,32,Jabar,8,
3200-11-0303,Kota Banjar 3,Kota Banjar 3,DPRDII,32,Jabar,7,
3200-12-0101,Garut 1,Garut 1,DPRDII,32,Jabar,11,
3200-12-0102,Garut 2,Garut 2,DPRDII,32,Jabar,10,
3200-12-0103,Garut 3,Garut 3,DPRDII,32,Jabar,9,
3200-12-0104,Garut 4,Garut 4,DPRDII,32,Jabar,12,
3200-12-0105,Garut 5,Garut 5,DPRDII,32,Jabar,8,
3200-12-0201,Tasikmalaya 1,Tasikmalaya 1,DPRDII,32,Jabar,8,
3200-12-0202,Tasikmalaya 2,Tasikmalaya 2,DPRDII,32,Jabar,8,
3200-12-0203,Tasikmalaya 3,Tasikmalaya 3,DPRDII,32,Jabar,7,
3200-12-0204,Tasikmalaya 4,Tasikmalaya 4,DPRDII,32,Jabar,7,
3200-12-0205,Tasikmalaya 5,Tasikmalaya 5,DPRDII,32,Jabar,7,
3200-12-0206,Tasikmalaya 6,Tasikmalaya 6,DPRDII,32,Jabar,7,
3200-12-0207,Tasikmalaya 7,Tasikmalaya 7,DPRDII,32,Jabar,6,
3200-12-0301,Kota Tasikmalaya 1,Kota Tasikmalaya 1,DPRDII,32,Jabar,12,
3200-12-0302,Kota Tasikmalaya 2,Kota Tasikmalaya 2,DPRDII,32,Jabar,10,
3200-12-0303,Kota Tasikmalaya 3,Kota Tasikmalaya 3,DPRDII,32,Jabar,11,
3200-12-0304,Kota Tasikmalaya 4,Kota Tasikmalaya 4,DPRDII,32,Jabar,12,
3300-01-0101,Semarang 1,Semarang 1,DPRDII,33,Jateng,9,
3300-01-0102,Semarang 2,Semarang 2,DPRDII,33,Jateng,8,
3300-01-0103,Semarang 3,Semarang 3,DPRDII,33,Jateng,8,
3300-01-0104,Semarang 4,Semarang 4,DPRDII,33,Jateng,9,
3300-01-0105,Semarang 5,Semarang 5,DPRDII,33,Jateng,11,
3300-01-0201,Kendal 1,Kendal 1,DPRDII,33,Jateng,9,
3300-01-0202,Kendal 2,Kendal 2,DPRDII,33,Jateng,7,
3300-01-0203,Kendal 3,Kendal 3,DPRDII,33,Jateng,7,
3300-01-0204,Kendal 4,Kendal 4,DPRDII,33,Jateng,8,
3300-01-0205,Kendal 5,Kendal 5,DPRDII,33,Jateng,7,
3300-01-0206,Kendal 6,Kendal 6,DPRDII,33,Jateng,7,
3300-01-0301,Kota Salatiga 1,Kota Salatiga 1,DPRDII,33,Jateng,6,
3300-01-0302,Kota Salatiga 2,Kota Salatiga 2,DPRDII,33,Jateng,6,
3300-01-0303,Kota Salatiga 3,Kota Salatiga 3,DPRDII,33,Jateng,7,
3300-01-0304,Kota Salatiga 4,Kota Salatiga 4,DPRDII,33,Jateng,6,
3300-01-0401,Kota Semarang 1,Kota Semarang 1,DPRDII,33,Jateng,7,
3300-01-0402,Kota Semarang 2,Kota Semarang 2,DPRDII,33,Jateng,9,
3300-01-0403,Kota Semarang 3,Kota Semarang 3,DPRDII,33,Jateng,11,
3300-01-0404,Kota Semarang 4,Kota Semarang 4,DPRDII,33,Jateng,7,
3300-01-0405,Kota Semarang 5,Kota Semarang 5,DPRDII,33,Jateng,9,
3300-01-0406,Kota Semarang 6,Kota Semarang 6,DPRDII,33,Jateng,7,
3300-02-0101,Kudus 1,Kudus 1,DPRDII,33,Jateng,11,
3300-02-0102,Kudus 2,Kudus 2,DPRDII,33,Jateng,12,
3300-02-0103,Kudus 3,Kudus 3,DPRDII,33,Jateng,11,
3300-02-0104,Kudus 4,Kudus 4,DPRDII,33,Jateng,11,
3300-02-0201,Jepara 1,Jepara 1,DPRDII,33,Jateng,12,
3300-02-0202,Jepara 2,Jepara 2,DPRDII,33,Jateng,10,
3300-02-0203,Jepara 3,Jepara 3,DPRDII,33,Jateng,8,
3300-02-0204,Jepara 4,Jepara 4,DPRDII,33,Jateng,10,
3300-02-0205,Jepara 5,Jepara 5,DPRDII,33,Jateng,10,
3300-02-0301,Demak 1,Demak 1,DPRDII,33,Jateng,12,
3300-02-0302,Demak 2,Demak 2,DPRDII,33,Jateng,11,
3300-02-0303,Demak 3,Demak 3,DPRDII,33,Jateng,11,
3300-02-0304,Demak 4,Demak 4,DPRDII,33,Jateng,8,
3300-02-0305,Demak 5,Demak 5,DPRDII,33,Jateng,8,
3300-03-0101,Grobogan 1,Grobogan 1,DPRDII,33,Jateng,11,
3300-03-0102,Grobogan 2,Grobogan 2,DPRDII,33,Jateng,12,
3300-03-0103,Grobogan 3,Grobogan 3,DPRDII,33,Jateng,8,
3300-03-0104,Grobogan 4,Grobogan 4,DPRDII,33,Jateng,10,
3300-03-0105,Grobogan 5,Grobogan 5,DPRDII,33,Jateng,9,
3300-03-0201,Blora 1,Blora 1,DPRDII,33,Jateng,11,
3300-03-0202,Blora 2,Blora 2,DPRDII,33,Jateng,9,
3300-03-0203,Blora 3,Blora 3,DPRDII,33,Jateng,9,
3300-03-0204,Blora 4,Blora 4,DPRDII,33,Jateng,8,
3300-03-0205,Blora 5,Blora 5,DPRDII,33,Jateng,8,
3300-03-0301,Rembang 1,Rembang 1,DPRDII,33,Jateng,6,
3300-03-0302,Rembang 2,Rembang 2,DPRDII,33,Jateng,6,
3300-03-0303,Rembang 3,Rembang 3,DPRDII,33,Jateng,7,
3300-03-0304,Rembang 4,Rembang 4,DPRDII,33,Jateng,8,
3300-03-0305,Rembang 5,Rembang 5,DPRDII,33,Jateng,7,
3300-03-0306,Rembang 6,Rembang 6,DPRDII,33,Jateng,6,
3300-03-0307,Rembang 7,Rembang 7,DPRDII,33,Jateng,5,
3300-03-0401,Pati 1,Pati 1,DPRDII,33,Jateng,10,
3300-03-0402,Pati 2,Pati 2,DPRDII,33,Jateng,11,
3300-03-0403,Pati 3,Pati 3,DPRDII,33,Jateng,10,
3300-03-0404,Pati 4,Pati 4,DPRDII,33,Jateng,8,
3300-03-0405,Pati 5,Pati 5,DPRDII,33,Jateng,11,
3300-04-0101,Wonogiri 1,Wonogiri 1,DPRDII,33,Jateng,11,
3300-04-0102,Wonogiri 2,Wonogiri 2,DPRDII,33,Jateng,9,
3300-04-0103,Wonogiri 3,Wonogiri 3,DPRDII,33,Jateng,9,
3300-04-0104,Wonogiri 4,Wonogiri 4,DPRDII,33,Jateng,8,
3300-04-0105,Wonogiri 5,Wonogiri 5,DPRDII,33,Jateng,8,
3300-04-0201,Karanganyar 1,Karanganyar 1,DPRDII,33,Jateng,10,
3300-04-0202,Karanganyar 2,Karanganyar 2,DPRDII,33,Jateng,9,
3300-04-0203,Karanganyar 3,Karanganyar 3,DPRDII,33,Jateng,8,
3300-04-0204,Karanganyar 4,Karanganyar 4,DPRDII,33,Jateng,8,
3300-04-0205,Karanganyar 5,Karanganyar 5,DPRDII,33,Jateng,10,
3300-04-0301,Sragen 1,Sragen 1,DPRDII,33,Jateng,10,
3300-04-0302,Sragen 2,Sragen 2,DPRDII,33,Jateng,7,
3300-04-0303,Sragen 3,Sragen 3,DPRDII,33,Jateng,7,
3300-04-0304,Sragen 4,Sragen 4,DPRDII,33,Jateng,7,
3300-04-0305,Sragen 5,Sragen 5,DPRDII,33,Jateng,6,
3300-04-0306,Sragen 6,Sragen 6,DPRDII,33,Jateng,8,
3300-05-0101,Boyolali 1,Boyolali 1,DPRDII,33,Jateng,11,
3300-05-0102,Boyolali 2,Boyolali 2,DPRDII,33,Jateng,8,
3300-05-0103,Boyolali 3,Boyolali 3,DPRDII,33,Jateng,10,
3300-05-0104,Boyolali 4,Boyolali 4,DPRDII,33,Jateng,10,
3300-05-0105,Boyolali 5,Boyolali 5,DPRDII,33,Jateng,6,
3300-05-0201,Klaten 1,Klaten 1,DPRDII,33,Jateng,12,
3300-05-0202,Klaten 2,Klaten 2,DPRDII,33,Jateng,10,
3300-05-0203,Klaten 3,Klaten 3,DPRDII,33,Jateng,8,
3300-05-0204,Klaten 4,Klaten 4,DPRDII,33,Jateng,9,
3300-05-0205,Klaten 5,Klaten 5,DPRDII,33,Jateng,11,
3300-05-0301,Sukoharjo 1,Sukoharjo 1,DPRDII,33,Jateng,11,
3300-05-0302,Sukoharjo 2,Sukoharjo 2,DPRDII,33,Jateng,8,
3300-05-0303,Sukoharjo 3,Sukoharjo 3,DPRDII,33,Jateng,12,
3300-05-0304,Sukoharjo 4,Sukoharjo 4,DPRDII,33,Jateng,6,
3300-05-0305,Sukoharjo 5,Sukoharjo 5,DPRDII,33,Jateng,8,
3300-05-0401,Kota Surakarta 1,Kota Surakarta 1,DPRDII,33,Jateng,8,
3300-05-0402,Kota Surakarta 2,Kota Surakarta 2,DPRDII,33,Jateng,8,
3300-05-0403,Kota Surakarta 3,Kota Surakarta 3,DPRDII,33,Jateng,7,
3300-05-0404,Kota Surakarta 4,Kota Surakarta 4,DPRDII,33,Jateng,11,
3300-05-0405,Kota Surakarta 5,Kota Surakarta 5,DPRDII,33,Jateng,11,
3300-06-0101,Purworejo 1,Purworejo 1,DPRDII,33,Jateng,7,
3300-06-0102,Purworejo 2,Purworejo 2,DPRDII,33,Jateng,6,
3300-06-0103,Purworejo 3,Purworejo 3,DPRDII,33,Jateng,6,
3300-06-0104,Purworejo 4,Purworejo 4,DPRDII,33,Jateng,9,
3300-06-0105,Purworejo 5,Purworejo 5,DPRDII,33,Jateng,9,
3300-06-0106,Purworejo 6,Purworejo 6,DPRDII,33,Jateng,8,
3300-06-0201,Wonosobo 1,Wonosobo 1,DPRDII,33,Jateng,8,
3300-06-0202,Wonosobo 2,Wonosobo 2,DPRDII,33,Jateng,7,
3300-06-0203,Wonosobo 3,Wonosobo 3,DPRDII,33,Jateng,7,
3300-06-0204,Wonosobo 4,Wonosobo 4,DPRDII,33,Jateng,8,
3300-06-0205,Wonosobo 5,Wonosobo 5,DPRDII,33,Jateng,8,
3300-06-0206,Wonosobo 6,Wonosobo 6,DPRDII,33,Jateng,7,
3300-06-0301,Magelang 1,Magelang 1,DPRDII,33,Jateng,10,
3300-06-0302,Magelang 2,Magelang 2,DPRDII,33,Jateng,7,
3300-06-0303,Magelang 3,Magelang 3,DPRDII,33,Jateng,7,
3300-06-0304,Magelang 4,Magelang 4,DPRDII,33,Jateng,8,
3300-06-0305,Magelang 5,Magelang 5,DPRDII,33,Jateng,8,
3300-06-0306,Magelang 6,Magelang 6,DPRDII,33,Jateng,10,
3300-06-0401,Temanggung 1,Temanggung 1,DPRDII,33,Jateng,9,
3300-06-0402,Temanggung 2,Temanggung 2,DPRDII,33,Jateng,9,
3300-06-0403,Temanggung 3,Temanggung 3,DPRDII,33,Jateng,6,
3300-06-0404,Temanggung 4,Temanggung 4,DPRDII,33,Jateng,7,
3300-06-0405,Temanggung 5,Temanggung 5,DPRDII,33,Jateng,6,
3300-06-0406,Temanggung 6,Temanggung 6,DPRDII,33,Jateng,8,
3300-06-0501,Kota Magelang 1,Kota Magelang 1,DPRDII,33,Jateng,8,
3300-06-0502,Kota Magelang 2,Kota Magelang 2,DPRDII,33,Jateng,10,
3300-06-0503,Kota Magelang 3,Kota Magelang 3,DPRDII,33,Jateng,7,
3300-07-0101,Purbalingga 1,Purbalingga 1,DPRDII,33,Jateng,10,
3300-07-0102,Purbalingga 2,Purbalingga 2,DPRDII,33,Jateng,7,
3300-07-0103,Purbalingga 3,Purbalingga 3,DPRDII,33,Jateng,9,
3300-07-0104,Purbalingga 4,Purbalingga 4,DPRDII,33,Jateng,10,
3300-07-0105,Purbalingga 5,Purbalingga 5,DPRDII,33,Jateng,9,
3300-07-0201,Banjarnegara 1,Banjarnegara 1,DPRDII,33,Jateng,9,
3300-07-0202,Banjarnegara 2,Banjarnegara 2,DPRDII,33,Jateng,12,
3300-07-0203,Banjarnegara 3,Banjarnegara 3,DPRDII,33,Jateng,8,
3300-07-0204,Banjarnegara 4,Banjarnegara 4,DPRDII,33,Jateng,7,
3300-07-0205,Banjarnegara 5,Banjarnegara 5,DPRDII,33,Jateng,9,
3300-07-0301,Kebumen 1,Kebumen 1,DPRDII,33,Jateng,7,
3300-07-0302,Kebumen 2,Kebumen 2,DPRDII,33,Jateng,8,
3300-07-0303,Kebumen 3,Kebumen 3,DPRDII,33,Jateng,6,
3300-07-0304,Kebumen 4,Kebumen 4,DPRDII,33,Jateng,7,
3300-07-0305,Kebumen 5,Kebumen 5,DPRDII,33,Jateng,8,
3300-07-0306,Kebumen 6,Kebumen 6,DPRDII,33,Jateng,8,
3300-07-0307,Kebumen 7,Kebumen 7,DPRDII,33,Jateng,6,
3300-08-0101,Cilacap 1,Cilacap 1,DPRDII,33,Jateng,9,
3300-08-0102,Cilacap 2,Cilacap 2,DPRDII,33,Jateng,7,
3300-08-0103,Cilacap 3,Cilacap 3,DPRDII,33,Jateng,7,
3300-08-0104,Cilacap 4,Cilacap 4,DPRDII,33,Jateng,9,
