id,nama,nama_lengkap,nama_lembaga,id_provinsi,nama_provinsi,jumlah_kursi,jumlah_penduduk
7400-05-0000,Sultra 5,Sulawesi Tenggara 5,DPRDI,74,Sultra,9,
7400-06-0000,Sultra 6,Sulawesi Tenggara 6,DPRDI,74,Sultra,6,
7500-01-0000,Gorontalo 1,Gorontalo 1,DPRDI,75,Gorontalo,8,
7500-02-0000,Gorontalo 2,Gorontalo 2,DPRDI,75,Gorontalo,6,
7500-03-0000,Gorontalo 3,Gorontalo 3,DPRDI,75,Gorontalo,9,
7500-04-0000,Gorontalo 4,Gorontalo 4,DPRDI,75,Gorontalo,6,
7500-05-0000,Gorontalo 5,Gorontalo 5,DPRDI,75,Gorontalo,5,
7500-06-0000,Gorontalo 6,Gorontalo 6,DPRDI,75,Gorontalo,11,
7600-01-0000,Sulbar 1,Sulawesi Barat 1,DPRDI,76,Sulbar,6,
7600-02-0000,Sulbar 2,Sulawesi Barat 2,DPRDI,76,Sulbar,8,
7600-03-0000,Sulbar 3,Sulawesi Barat 3,DPRDI,76,Sulbar,7,
7600-04-0000,Sulbar 4,Sulawesi Barat 4,DPRDI,76,Sulbar,5,
7600-05-0000,Sulbar 5,Sulawesi Barat 5,DPRDI,76,Sulbar,9,
7600-06-0000,Sulbar 6,Sulawesi Barat 6,DPRDI,76,Sulbar,4,
7600-07-0000,Sulbar 7,Sulawesi Barat 7,DPRDI,76,Sulbar,6,
8100-01-0000,Maluku 1,Maluku 1,DPRDI,81,Maluku,9,
8100-02-0000,Maluku 2,Maluku 2,DPRDI,81,Maluku,5,
8100-03-0000,Maluku 3,Maluku 3,DPRDI,81,Maluku,10,
8100-04-0000,Maluku 4,Maluku 4,DPRDI,81,Maluku,3,
8100-05-0000,Maluku 5,Maluku 5,DPRDI,81,Maluku,5,
8100-06-0000,Maluku 6,Maluku 6,DPRDI,81,Maluku,8,
8100-07-0000,Maluku 7,Maluku 7,DPRDI,81,Maluku,5,
8200-01-0000,Malut 1,Maluku Utara 1,DPRDI,82,Malut,12,
8200-02-0000,Malut 2,Maluku Utara 2,DPRDI,82,Malut,9,
8200-03-0000,Malut 3,Maluku Utara 3,DPRDI,82,Malut,8,
8200-04-0000,Malut 4,Maluku Utara 4,DPRDI,82,Malut,9,
8200-05-0000,Malut 5,Maluku Utara 5,DPRDI,82,Malut,7,
9100-01-0000,Papua 1,Papua 1,DPRDI,91,Papua,10,
9100-02-0000,Papua 2,Papua 2,DPRDI,91,Papua,5,
9100-03-0000,Papua 3,Papua 3,DPRDI,91,Papua,10,
9100-04-0000,Papua 4,Papua 4,DPRDI,91,Papua,9,
9100-05-0000,Papua 5,Papua 5,DPRDI,91,Papua,7,
9100-06-0000,Papua 6,Papua 6,DPRDI,91,Papua,8,
9100-07-0000,Papua 7,Papua 7,DPRDI,91,Papua,6,
9200-01-0000,Pabar 1,Papua Barat 1,DPRDI,92,Pabar,11,
9200-02-0000,Pabar 2,Papua Barat 2,DPRDI,92,Pabar,12,
9200-03-0000,Pabar 3,Papua Barat 3,DPRDI,92,Pabar,8,
9200-04-0000,Pabar 4,Papua Barat 4,DPRDI,92,Pabar,4,
9200-05-0000,Pabar 5,Papua Barat 5,DPRDI,92,Pabar,10,
1100-01-0101,Aceh Besar 1,Aceh Besar 1,DPRDII,11,Aceh,7,
1100-01-0102,Aceh Besar 2,Aceh Besar 2,DPRDII,11,Aceh,5,
1100-01-0103,Aceh Besar 3,Aceh Besar 3,DPRDII,11,Aceh,6,
1100-01-0104,Aceh Besar 4,Aceh Besar 4,DPRDII,11,Aceh,7,
1100-01-0105,Aceh Besar 5,Aceh Besar 5,DPRDII,11,Aceh,10,
1100-01-0201,Kota Banda Aceh 1,Kota Banda Aceh 1,DPRDII,11,Aceh,4,
1100-01-0202,Kota Banda Aceh 2,Kota Banda Aceh 2,DPRDII,11,Aceh,6,
1100-01-0203,Kota Banda Aceh 3,Kota Banda Aceh 3,DPRDII,11,Aceh,7,
1100-01-0204,Kota Banda Aceh 4,Kota Banda Aceh 4,DPRDII,11,Aceh,7,
1100-01-0205,Kota Banda Aceh 5,Kota Banda Aceh 5,DPRDII,11,Aceh,6,
1100-01-0301,Kota Sabang 1,Kota Sabang 1,DPRDII,11,Aceh,10,
1100-01-0302,Kota Sabang 2,Kota Sabang 2,DPRDII,11,Aceh,10,
1100-02-0101,Pidie 1,Pidie 1,DPRDII,11,Aceh,8,
1100-02-0102,Pidie 2,Pidie 2,DPRDII,11,Aceh,8,
1100-02-0103,Pidie 3,Pidie 3,DPRDII,11,Aceh,8,
1100-02-0104,Pidie 4,Pidie 4,DPRDII,11,Aceh,8,
1100-02-0105,Pidie 5,Pidie 5,DPRDII,11,Aceh,8,
1100-02-0201,Pidie Jaya 1,Pidie Jaya 1,DPRDII,11,Aceh,8,
1100-02-0202,Pidie Jaya 2,Pidie Jaya 2,DPRDII,11,Aceh,6,
1100-02-0203,Pidie Jaya 3,Pidie Jaya 3,DPRDII,11,Aceh,6,
1100-02-0204,Pidie Jaya 4,Pidie Jaya 4,DPRDII,11,Aceh,5,
1100-03-0101,Bireuen 1,Bireuen 1,DPRDII,11,Aceh,6,
1100-03-0102,Bireuen 2,Bireuen 2,DPRDII,11,Aceh,10,
1100-03-0103,Bireuen 3,Bireuen 3,DPRDII,11,Aceh,6,
1100-03-0104,Bireuen 4,Bireuen 4,DPRDII,11,Aceh,6,
1100-03-0105,Bireuen 5,Bireuen 5,DPRDII,11,Aceh,6,
1100-03-0106,Bireuen 6,Bireuen 6,DPRDII,11,Aceh,6,
1100-04-0101,Aceh Tengah 1,Aceh Tengah 1,DPRDII,11,Aceh,7,
1100-04-0102,Aceh Tengah 2,Aceh Tengah 2,DPRDII,11,Aceh,7,
1100-04-0103,Aceh Tengah 3,Aceh Tengah 3,DPRDII,11,Aceh,8,
1100-04-0104,Aceh Tengah 4,Aceh Tengah 4,DPRDII,11,Aceh,8,
1100-04-0201,Bener Meriah 1,Bener Meriah 1,DPRDII,11,Aceh,8,
1100-04-0202,Bener Meriah 2,Bener Meriah 2,DPRDII,11,Aceh,10,
1100-04-0203,Bener Meriah 3,Bener Meriah 3,DPRDII,11,Aceh,7,
1100-05-0101,Aceh Utara 1,Aceh Utara 1,DPRDII,11,Aceh,9,
1100-05-0102,Aceh Utara 2,Aceh Utara 2,DPRDII,11,Aceh,8,
1100-05-0103,Aceh Utara 3,Aceh Utara 3,DPRDII,11,Aceh,6,
1100-05-0104,Aceh Utara 4,Aceh Utara 4,DPRDII,11,Aceh,6,
1100-05-0105,Aceh Utara 5,Aceh Utara 5,DPRDII,11,Aceh,7,
1100-05-0106,Aceh Utara 6,Aceh Utara 6,DPRDII,11,Aceh,9,
1100-05-0201,Kota Lhokseumawe 1,Kota Lhokseumawe 1,DPRDII,11,Aceh,11,
1100-05-0202,Kota Lhokseumawe 2,Kota Lhokseumawe 2,DPRDII,11,Aceh,6,
1100-05-0203,Kota Lhokseumawe 3,Kota Lhokseumawe 3,DPRDII,11,Aceh,3,
1100-05-0204,Kota Lhokseumawe 4,Kota Lhokseumawe 4,DPRDII,11,Aceh,5,
1100-06-0101,Aceh Timur 1,Aceh Timur 1,DPRDII,11,Aceh,7,
1100-06-0102,Aceh Timur 2,Aceh Timur 2,DPRDII,11,Aceh,8,
1100-06-0103,Aceh Timur 3,Aceh Timur 3,DPRDII,11,Aceh,8,
1100-06-0104,Aceh Timur 4,Aceh Timur 4,DPRDII,11,Aceh,11,
1100-06-0105,Aceh Timur 5,Aceh Timur 5,DPRDII,11,Aceh,6,
1100-07-0101,Aceh Tamiang 1,Aceh Tamiang 1,DPRDII,11,Aceh,11,
1100-07-0102,Aceh Tamiang 2,Aceh Tamiang 2,DPRDII,11,Aceh,10,
1100-07-0103,Aceh Tamiang 3,Aceh Tamiang 3,DPRDII,11,Aceh,9,
1100-07-0201,Kota Langsa 1,Kota Langsa 1,DPRDII,11,Aceh,6,
1100-07-0202,Kota Langsa 2,Kota Langsa 2,DPRDII,11,Aceh,7,
1100-07-0203,Kota Langsa 3,Kota Langsa 3,DPRDII,11,Aceh,12,
1100-08-0101,Aceh Tenggara 1,Aceh Tenggara 1,DPRDII,11,Aceh,7,
1100-08-0102,Aceh Tenggara 2,Aceh Tenggara 2,DPRDII,11,Aceh,5,
1100-08-0103,Aceh Tenggara 3,Aceh Tenggara 3,DPRDII,11,Aceh,5,
1100-08-0104,Aceh Tenggara 4,Aceh Tenggara 4,DPRDII,11,Aceh,7,
1100-08-0105,Aceh Tenggara 5,Aceh Tenggara 5,DPRDII,11,Aceh,6,
1100-08-0201,Gayo Lues 1,Gayo Lues 1,DPRDII,11,Aceh,9,
1100-08-0202,Gayo Lues 2,Gayo Lues 2,DPRDII,11,Aceh,7,
1100-08-0203,Gayo Lues 3,Gayo Lues 3,DPRDII,11,Aceh,4,
1100-09-0101,Aceh Selatan 1,Aceh Selatan 1,DPRDII,11,Aceh,6,
1100-09-0102,Aceh Selatan 2,Aceh Selatan 2,DPRDII,11,Aceh,5,
1100-09-0103,Aceh Selatan 3,Aceh Selatan 3,DPRDII,11,Aceh,5,
1100-09-0104,Aceh Selatan 4,Aceh Selatan 4,DPRDII,11,Aceh,9,
1100-09-0105,Aceh Selatan 5,Aceh Selatan 5,DPRDII,11,Aceh,5,
1100-09-0201,Aceh Singkil 1,Aceh Singkil 1,DPRDII,11,Aceh,8,
1100-09-0202,Aceh Singkil 2,Aceh Singkil 2,DPRDII,11,Aceh,8,
1100-09-0203,Aceh Singkil 3,Aceh Singkil 3,DPRDII,11,Aceh,5,
1100-09-0204,Aceh Singkil 4,Aceh Singkil 4,DPRDII,11,Aceh,4,
1100-09-0301,Aceh Barat Daya 1,Aceh Barat Daya 1,DPRDII,11,Aceh,7,
1100-09-0302,Aceh Barat Daya 2,Aceh Barat Daya 2,DPRDII,11,Aceh,10,
1100-09-0303,Aceh Barat Daya 3,Aceh Barat Daya 3,DPRDII,11,Aceh,8,
1100-09-0401,Kota Subulussalam 1,Kota Subulussalam 1,DPRDII,11,Aceh,8,
1100-09-0402,Kota Subulussalam 2,Kota Subulussalam 2,DPRDII,11,Aceh,4,
1100-09-0403,Kota Subulussalam 3,Kota Subulussalam 3,DPRDII,11,Aceh,4,
1100-09-0404,Kota Subulussalam 4,Kota Subulussalam 4,DPRDII,11,Aceh,4,
1100-10-0101,Aceh Barat 1,Aceh Barat 1,DPRDII,11,Aceh,8,
1100-10-0102,Aceh Barat 2,Aceh Barat 2,DPRDII,11,Aceh,4,
1100-10-0103,Aceh Barat 3,Aceh Barat 3,DPRDII,11,Aceh,4,
1100-10-0104,Aceh Barat 4,Aceh Barat 4,DPRDII,11,Aceh,5,
1100-10-0105,Aceh Barat 5,Aceh Barat 5,DPRDII,11,Aceh,4,
1100-10-0201,Simeulue 1,Simeulue 1,DPRDII,11,Aceh,11,
1100-10-0202,Simeulue 2,Simeulue 2,DPRDII,11,Aceh,9,
1100-10-0301,Aceh Jaya 1,Aceh Jaya 1,DPRDII,11,Aceh,5,
1100-10-0302,Aceh Jaya 2,Aceh Jaya 2,DPRDII,11,Aceh,5,
1100-10-0303,Aceh Jaya 3,Aceh Jaya 3,DPRDII,11,Aceh,5,
1100-10-0304,Aceh Jaya 4,Aceh Jaya 4,DPRDII,11,Aceh,5,
1100-10-0401,Nagan Raya 1,Nagan Raya 1,DPRDII,11,Aceh,8,
1100-10-0402,Nagan Raya 2,Nagan Raya 2,DPRDII,11,Aceh,9,
1100-10-0403,Nagan Raya 3,Nagan Raya 3,DPRDII,11,Aceh,8,
1200-01-0101,Kota Medan 1,Kota Medan 1,DPRDII,12,Sumut,11,
1200-01-0104,Kota Medan 4,Kota Medan 4,DPRDII,12,Sumut,8,
1200-01-0105,Kota Medan 5,Kota Medan 5,DPRDII,12,Sumut,11,
1200-02-0102,Kota Medan 2,Kota Medan 2,DPRDII,12,Sumut,12,
1200-02-0103,Kota Medan 3,Kota Medan 3,DPRDII,12,Sumut,8,
1200-03-0101,Deli Serdang 1,Deli Serdang 1,DPRDII,12,Sumut,12,
1200-03-0102,Deli Serdang 2,Deli Serdang 2,DPRDII,12,Sumut,10,
1200-03-0103,Deli Serdang 3,Deli Serdang 3,DPRDII,12,Sumut,10,
1200-03-0104,Deli Serdang 4,Deli Serdang 4,DPRDII,12,Sumut,7,
1200-03-0105,Deli Serdang 5,Deli Serdang 5,DPRDII,12,Sumut,4,
1200-03-0106,Deli Serdang 6,Deli Serdang 6,DPRDII,12,Sumut,7,
1200-04-0101,Serdang Bedagai 1,Serdang Bedagai 1,DPRDII,12,Sumut,10,
1200-04-0102,Serdang Bedagai 2,Serdang Bedagai 2,DPRDII,12,Sumut,6,
1200-04-0103,Serdang Bedagai 3,Serdang Bedagai 3,DPRDII,12,Sumut,11,
1200-04-0104,Serdang Bedagai 4,Serdang Bedagai 4,DPRDII,12,Sumut,9,
1200-04-0105,Serdang Bedagai 5,Serdang Bedagai 5,DPRDII,12,Sumut,9,
1200-04-0201,Kota Tebing Tinggi 1,Kota Tebing Tinggi 1,DPRDII,12,Sumut,5,
1200-04-0202,Kota Tebing Tinggi 2,Kota Tebing Tinggi 2,DPRDII,12,Sumut,9,
1200-04-0203,Kota Tebing Tinggi 3,Kota Tebing Tinggi 3,DPRDII,12,Sumut,11,
1200-05-0101,Asahan 1,Asahan 1,DPRDII,12,Sumut,8,
1200-05-0102,Asahan 2,Asahan 2,DPRDII,12,Sumut,6,
1200-05-0103,Asahan 3,Asahan 3,DPRDII,12,Sumut,4,
1200-05-0104,Asahan 4,Asahan 4,DPRDII,12,Sumut,7,
1200-05-0105,Asahan 5,Asahan 5,DPRDII,12,Sumut,6,
1200-05-0106,Asahan 6,Asahan 6,DPRDII,12,Sumut,5,
1200-05-0107,Asahan 7,Asahan 7,DPRDII,12,Sumut,9,
1200-05-0201,Kota Tanjung Balai 1,Kota Tanjung Balai 1,DPRDII,12,Sumut,7,
1200-05-0202,Kota Tanjung Balai 2,Kota Tanjung Balai 2,DPRDII,12,Sumut,9,
1200-05-0203,Kota Tanjung Balai 3,Kota Tanjung Balai 3,DPRDII,12,Sumut,9,
1200-05-0301,Batu Bara 1,Batu Bara 1,DPRDII,12,Sumut,9,
1200-05-0302,Batu Bara 2,Batu Bara 2,DPRDII,12,Sumut,5,
1200-05-0303,Batu Bara 3,Batu Bara 3,DPRDII,12,Sumut,8,
1200-05-0304,Batu Bara 4,Batu Bara 4,DPRDII,12,Sumut,10,
1200-05-0305,Batu Bara 5,Batu Bara 5,DPRDII,12,Sumut,3,
1200-06-0101,Labuhanbatu 1,Labuhanbatu 1,DPRDII,12,Sumut,9,
1200-06-0102,Labuhanbatu 2,Labuhanbatu 2,DPRDII,12,Sumut,10,
1200-06-0103,Labuhanbatu 3,Labuhanbatu 3,DPRDII,12,Sumut,10,
1200-06-0104,Labuhanbatu 4,Labuhanbatu 4,DPRDII,12,Sumut,9,
1200-06-0105,Labuhanbatu 5,Labuhanbatu 5,DPRDII,12,Sumut,7,
1200-06-0201,Labuhanbatu Selatan 1,Labuhanbatu Selatan 1,DPRDII,12,Sumut,7,
1200-06-0202,Labuhanbatu Selatan 2,Labuhanbatu Selatan 2,DPRDII,12,Sumut,6,
1200-06-0203,Labuhanbatu Selatan 3,Labuhanbatu Selatan 3,DPRDII,12,Sumut,7,
1200-06-0204,Labuhanbatu Selatan 4,Labuhanbatu Selatan 4,DPRDII,12,Sumut,6,
1200-06-0205,Labuhanbatu Selatan 5,Labuhanbatu Selatan 5,DPRDII,12,Sumut,9,
1200-06-0301,Labuhanbatu Utara 1,Labuhanbatu Utara 1,DPRDII,12,Sumut,7,
1200-06-0302,Labuhanbatu Utara 2,Labuhanbatu Utara 2,DPRDII,12,Sumut,6,
1200-06-0303,Labuhanbatu Utara 3,Labuhanbatu Utara 3,DPRDII,12,Sumut,6,
1200-06-0304,Labuhanbatu Utara 4,Labuhanbatu Utara 4,DPRDII,12,Sumut,7,
1200-06-0305,Labuhanbatu Utara 5,Labuhanbatu Utara 5,DPRDII,12,Sumut,9,
1200-07-0101,Tapanuli Selatan 1,Tapanuli Selatan 1,DPRDII,12,Sumut,6,
1200-07-0102,Tapanuli Selatan 2,Tapanuli Selatan 2,DPRDII,12,Sumut,5,
1200-07-0103,Tapanuli Selatan 3,Tapanuli Selatan 3,DPRDII,12,Sumut,3,
1200-07-0104,Tapanuli Selatan 4,Tapanuli Selatan 4,DPRDII,12,Sumut,8,
1200-07-0105,Tapanuli Selatan 5,Tapanuli Selatan 5,DPRDII,12,Sumut,8,
1200-07-0201,Mandailing Natal 1,Mandailing Natal 1,DPRDII,12,Sumut,10,
1200-07-0202,Mandailing Natal 2,Mandailing Natal 2,DPRDII,12,Sumut,6,
1200-07-0203,Mandailing Natal 3,Mandailing Natal 3,DPRDII,12,Sumut,8,
1200-07-0204,Mandailing Natal 4,Mandailing Natal 4,DPRDII,12,Sumut,7,
1200-07-0205,Mandailing Natal 5,Mandailing Natal 5,DPRDII,12,Sumut,9,
1200-07-0301,Padang Lawas 1,Padang Lawas 1,DPRDII,12,Sumut,7,
1200-07-0302,Padang Lawas 2,Padang Lawas 2,DPRDII,12,Sumut,6,
1200-07-0303,Padang Lawas 3,Padang Lawas 3,DPRDII,12,Sumut,6,
1200-07-0304,Padang Lawas 4,Padang Lawas 4,DPRDII,12,Sumut,6,
1200-07-0305,Padang Lawas 5,Padang Lawas 5,DPRDII,12,Sumut,5,
1200-07-0401,Kota Padang Sidimpuan 1,Kota Padang Sidimpuan 1,DPRDII,12,Sumut,11,
1200-07-0402,Kota Padang Sidimpuan 2,Kota Padang Sidimpuan 2,DPRDII,12,Sumut,9,
1200-07-0403,Kota Padang Sidimpuan 3,Kota Padang Sidimpuan 3,DPRDII,12,Sumut,10,
1200-07-0501,Padang Lawas Utara 1,Padang Lawas Utara 1,DPRDII,12,Sumut,11,
1200-07-0502,Padang Lawas Utara 2,Padang Lawas Utara 2,DPRDII,12,Sumut,9,
1200-07-0503,Padang Lawas Utara 3,Padang Lawas Utara 3,DPRDII,12,Sumut,7,
1200-07-0504,Padang Lawas Utara 4,Padang Lawas Utara 4,DPRDII,12,Sumut,3,
1200-08-0101,Nias 1,Nias 1,DPRDII,12,Sumut,9,
1200-08-0102,Nias 2,Nias 2,DPRDII,12,Sumut,11,
1200-08-0103,Nias 3,Nias 3,DPRDII,12,Sumut,5,
1200-08-0201,Nias Selatan 1,Nias Selatan 1,DPRDII,12,Sumut,8,
1200-08-0202,Nias Selatan 2,Nias Selatan 2,DPRDII,12,Sumut,3,
1200-08-0203,Nias Selatan 3,Nias Selatan 3,DPRDII,12,Sumut,7,
1200-08-0204,Nias Selatan 4,Nias Selatan 4,DPRDII,12,Sumut,7,
1200-08-0205,Nias Selatan 5,Nias Selatan 5,DPRDII,12,Sumut,7,
1200-08-0206,Nias Selatan 6,Nias Selatan 6,DPRDII,12,Sumut,3,
1200-08-0301,Nias Utara 1,Nias Utara 1,DPRDII,12,Sumut,7,
1200-08-0302,Nias Utara 2,Nias Utara 2,DPRDII,12,Sumut,6,
1200-08-0303,Nias Utara 3,Nias Utara 3,DPRDII,12,Sumut,6,
1200-08-0304,Nias Utara 4,Nias Utara 4,DPRDII,12,Sumut,6,
1200-08-0401,Nias Barat 1,Nias Barat 1,DPRDII,12,Sumut,8,
1200-08-0402,Nias Barat 2,Nias Barat 2,DPRDII,12,Sumut,12,
1200-08-0501,Kota Gunungsitoli 1,Kota Gunungsitoli 1,DPRDII,12,Sumut,11,
1200-08-0502,Kota Gunungsitoli 2,Kota Gunungsitoli 2,DPRDII,12,Sumut,9,
1200-08-0503,Kota Gunungsitoli 3,Kota Gunungsitoli 3,DPRDII,12,Sumut,5,
1200-09-0101,Tapanuli Tengah 1,Tapanuli Tengah 1,DPRDII,12,Sumut,9,
1200-09-0102,Tapanuli Tengah 2,Tapanuli Tengah 2,DPRDII,12,Sumut,8,
1200-09-0103,Tapanuli Tengah 3,Tapanuli Tengah 3,DPRDII,12,Sumut,9,
1200-09-0104,Tapanuli Tengah 4,Tapanuli Tengah 4,DPRDII,12,Sumut,9,
1200-09-0201,Toba Samosir 1,Toba Samosir 1,DPRDII,12,Sumut,7,
1200-09-0202,Toba Samosir 2,Toba Samosir 2,DPRDII,12,Sumut,5,
1200-09-0203,Toba Samosir 3,Toba Samosir 3,DPRDII,12,Sumut,6,
1200-09-0204,Toba Samosir 4,Toba Samosir 4,DPRDII,12,Sumut,7,
1200-09-0205,Toba Samosir 5,Toba Samosir 5,DPRDII,12,Sumut,5,
1200-09-0301,Samosir 1,Samosir 1,DPRDII,12,Sumut,12,
1200-09-0302,Samosir 2,Samosir 2,DPRDII,12,Sumut,8,
1200-09-0303,Samosir 3,Samosir 3,DPRDII,12,Sumut,5,
1200-09-0401,Kota Sibolga 1,Kota Sibolga 1,DPRDII,12,Sumut,8,
1200-09-0402,Kota Sibolga 2,Kota Sibolga 2,DPRDII,12,Sumut,12,
1200-09-0501,Tapanuli Utara 1,Tapanuli Utara 1,DPRDII,12,Sumut,8,
1200-09-0502,Tapanuli Utara 2,Tapanuli Utara 2,DPRDII,12,Sumut,7,
1200-09-0503,Tapanuli Utara 3,Tapanuli Utara 3,DPRDII,12,Sumut,7,
1200-09-0504,Tapanuli Utara 4,Tapanuli Utara 4,DPRDII,12,Sumut,8,
1200-09-0505,Tapanuli Utara 5,Tapanuli Utara 5,DPRDII,12,Sumut,5,
1200-09-0601,Humbang Hasundutan 1,Humbang Hasundutan 1,DPRDII,12,Sumut,12,
1200-09-0602,Humbang Hasundutan 2,Humbang Hasundutan 2,DPRDII,12,Sumut,6,
1200-09-0603,Humbang Hasundutan 3,Humbang Hasundutan 3,DPRDII,12,Sumut,7,
1200-10-0101,Simalungun 1,Simalungun 1,DPRDII,12,Sumut,10,
1200-10-0102,Simalungun 2,Simalungun 2,DPRDII,12,Sumut,7,
1200-10-0103,Simalungun 3,Simalungun 3,DPRDII,12,Sumut,10,
1200-10-0104,Simalungun 4,Simalungun 4,DPRDII,12,Sumut,5,
1200-10-0105,Simalungun 5,Simalungun 5,DPRDII,12,Sumut,10,
1200-10-0106,Simalungun 6,Simalungun 6,DPRDII,12,Sumut,8,
1200-10-0201,Kota Pematangsiantar 1,Kota Pematangsiantar 1,DPRDII,12,Sumut,11,
1200-10-0202,Kota Pematangsiantar 2,Kota Pematangsiantar 2,DPRDII,12,Sumut,11,
1200-10-0203,Kota Pematangsiantar 3,Kota Pematangsiantar 3,DPRDII,12,Sumut,8,
1200-11-0101,Dairi 1,Dairi 1,DPRDII,12,Sumut,12,
1200-11-0102,Dairi 2,Dairi 2,DPRDII,12,Sumut,9,
1200-11-0103,Dairi 3,Dairi 3,DPRDII,12,Sumut,7,
1200-11-0104,Dairi 4,Dairi 4,DPRDII,12,Sumut,7,
1200-11-0201,Pakpak Bharat 1,Pakpak Bharat 1,DPRDII,12,Sumut,12,
1200-11-0202,Pakpak Bharat 2,Pakpak Bharat 2,DPRDII,12,Sumut,8,
1200-11-0301,Karo 1,Karo 1,DPRDII,12,Sumut,6,
1200-11-0302,Karo 2,Karo 2,DPRDII,12,Sumut,8,
1200-11-0303,Karo 3,Karo 3,DPRDII,12,Sumut,8,
1200-11-0304,Karo 4,Karo 4,DPRDII,12,Sumut,7,
1200-11-0305,Karo 5,Karo 5,DPRDII,12,Sumut,6,
1200-12-0101,Langkat 1,Langkat 1,DPRDII,12,Sumut,11,
1200-12-0102,Langkat 2,Langkat 2,DPRDII,12,Sumut,12,
1200-12-0103,Langkat 3,Langkat 3,DPRDII,12,Sumut,12,
1200-12-0104,Langkat 4,Langkat 4,DPRDII,12,Sumut,7,
1200-12-0105,Langkat 5,Langkat 5,DPRDII,12,Sumut,8,
1200-12-0201,Kota Binjai 1,Kota Binjai 1,DPRDII,12,Sumut,9,
1200-12-0202,Kota Binjai 2,Kota Binjai 2,DPRDII,12,Sumut,9,
1200-12-0203,Kota Binjai 3,Kota Binjai 3,DPRDII,12,Sumut,6,
1200-12-0204,Kota Binjai 4,Kota Binjai 4,DPRDII,12,Sumut,6,
1300-01-0101,Kota Padang 1,Kota Padang 1,DPRDII,13,Sumbar,9,
1300-01-0102,Kota Padang 2,Kota Padang 2,DPRDII,13,Sumbar,9,
1300-01-0103,Kota Padang 3,Kota Padang 3,DPRDII,13,Sumbar,10,
1300-01-0104,Kota Padang 4,Kota Padang 4,DPRDII,13,Sumbar,8,
1300-01-0105,Kota Padang 5,Kota Padang 5,DPRDII,13,Sumbar,9,
1300-02-0101,Padang Pariaman 1,Padang Pariaman 1,DPRDII,13,Sumbar,9,
1300-02-0102,Padang Pariaman 2,Padang Pariaman 2,DPRDII,13,Sumbar,10,
1300-02-0103,Padang Pariaman 3,Padang Pariaman 3,DPRDII,13,Sumbar,11,
1300-02-0104,Padang Pariaman 4,Padang Pariaman 4,DPRDII,13,Sumbar,10,
1300-02-0201,Kota Pariaman 1,Kota Pariaman 1,DPRDII,13,Sumbar,5,
1300-02-0202,Kota Pariaman 2,Kota Pariaman 2,DPRDII,13,Sumbar,8,
1300-02-0203,Kota Pariaman 3,Kota Pariaman 3,DPRDII,13,Sumbar,7,
1300-03-0101,Agam 1,Agam 1,DPRDII,13,Sumbar,10,
1300-03-0102,Agam 2,Agam 2,DPRDII,13,Sumbar,6,
1300-03-0103,Agam 3,Agam 3,DPRDII,13,Sumbar,6,
1300-03-0104,Agam 4,Agam 4,DPRDII,13,Sumbar,9,
1300-03-0105,Agam 5,Agam 5,DPRDII,13,Sumbar,9,
1300-03-0106,Agam 6,Agam 6,DPRDII,13,Sumbar,5,
1300-03-0201,Kota Bukittinggi 1,Kota Bukittinggi 1,DPRDII,13,Sumbar,10,
1300-03-0202,Kota Bukittinggi 2,Kota Bukittinggi 2,DPRDII,13,Sumbar,9,
1300-03-0203,Kota Bukittinggi 3,Kota Bukittinggi 3,DPRDII,13,Sumbar,6,
1300-04-0101,Pasaman 1,Pasaman 1,DPRDII,13,Sumbar,8,
1300-04-0102,Pasaman 2,Pasaman 2,DPRDII,13,Sumbar,6,
1300-04-0103,Pasaman 3,Pasaman 3,DPRDII,13,Sumbar,8,
1300-04-0104,Pasaman 4,Pasaman 4,DPRDII,13,Sumbar,7,
1300-04-0105,Pasaman 5,Pasaman 5,DPRDII,13,Sumbar,6,
1300-04-0201,Pasaman Barat 1,Pasaman Barat 1,DPRDII,13,Sumbar,10,
1300-04-0202,Pasaman Barat 2,Pasaman Barat 2,DPRDII,13,Sumbar,12,
1300-04-0203,Pasaman Barat 3,Pasaman Barat 3,DPRDII,13,Sumbar,10,
1300-04-0204,Pasaman Barat 4,Pasaman Barat 4,DPRDII,13,Sumbar,8,
1300-05-0101,Lima Puluh Kota 1,Lima Puluh Kota 1,DPRDII,13,Sumbar,6,
1300-05-0102,Lima Puluh Kota 2,Lima Puluh Kota 2,DPRDII,13,Sumbar,5,
1300-05-0103,Lima Puluh Kota 3,Lima Puluh Kota 3,DPRDII,13,Sumbar,6,
1300-05-0104,Lima Puluh Kota 4,Lima Puluh Kota 4,DPRDII,13,Sumbar,10,
1300-05-0105,Lima Puluh Kota 5,Lima Puluh Kota 5,DPRDII,13,Sumbar,8,
1300-05-0201,Kota Payakumbuh 1,Kota Payakumbuh 1,DPRDII,13,Sumbar,10,
1300-05-0202,Kota Payakumbuh 2,Kota Payakumbuh 2,DPRDII,13,Sumbar,8,
1300-05-0203,Kota Payakumbuh 3,Kota Payakumbuh 3,DPRDII,13,Sumbar,7,
1300-06-0101,Sijunjung 1,Sijunjung 1,DPRDII,13,Sumbar,8,
1300-06-0102,Sijunjung 2,Sijunjung 2,DPRDII,13,Sumbar,10,
