id,id_provinsi,name,kind
21,26877,KAB. KARIMUN,KABUPATEN
21,26877,KAB. KARIMUN,KABUPATEN
21,27142,KAB. KEPULAUAN ANAMBAS,KABUPATEN
21,27142,KAB. KEPULAUAN ANAMBAS,KABUPATEN
21,27050,KAB. LINGGA,KABUPATEN
21,27050,KAB. LINGGA,KABUPATEN
21,27050,KAB. LINGGA,KABUPATEN
21,27050,KAB. LINGGA,KABUPATEN
21,26961,KAB. NATUNA,KABUPATEN
21,26961,KAB. NATUNA,KABUPATEN
21,26961,KAB. NATUNA,KABUPATEN
21,26961,KAB. NATUNA,KABUPATEN
21,26961,KAB. NATUNA,KABUPATEN
21,26067,KAB. PESISIR BARAT,KABUPATEN
21,27204,KOTA BATAM,KOTA
21,27204,KOTA BATAM,KOTA
21,26814,KEPULAUAN RIAU,PROVINSI
21,26814,KEPULAUAN RIAU,PROVINSI
22,26067,KAB. PESISIR BARAT,KABUPATEN
32,28924,KAB. BANDUNG,KABUPATEN
32,28924,KAB. BANDUNG,KABUPATEN
32,28924,KAB. BANDUNG,KABUPATEN
32,28532,KAB. CIANJUR,KABUPATEN
32,28532,KAB. CIANJUR,KABUPATEN
32,28532,KAB. CIANJUR,KABUPATEN
32,31958,KAB. INDRAMAYU,KABUPATEN
32,31958,KAB. INDRAMAYU,KABUPATEN
32,32800,KAB. KARAWANG,KABUPATEN
32,32800,KAB. KARAWANG,KABUPATEN
32,32800,KAB. KARAWANG,KABUPATEN
32,32800,KAB. KARAWANG,KABUPATEN
32,32800,KAB. KARAWANG,KABUPATEN
32,32800,KAB. KARAWANG,KABUPATEN
32,33533,KAB. PANGANDARAN,KABUPATEN
32,33533,KAB. PANGANDARAN,KABUPATEN
32,33533,KAB. PANGANDARAN,KABUPATEN
32,28098,KAB. SUKABUMI,KABUPATEN
32,28098,KAB. SUKABUMI,KABUPATEN
32,28098,KAB. SUKABUMI,KABUPATEN
32,34032,KOTA DEPOK,KOTA
32,34032,KOTA DEPOK,KOTA
33,39074,KAB. BLORA,KABUPATEN
33,39074,KAB. BLORA,KABUPATEN
33,39074,KAB. BLORA,KABUPATEN
33,37135,KAB. BOYOLALI,KABUPATEN
33,37135,KAB. BOYOLALI,KABUPATEN
33,40477,KAB. DEMAK,KABUPATEN
33,40477,KAB. DEMAK,KABUPATEN
33,40477,KAB. DEMAK,KABUPATEN
33,38774,KAB. GROBOGAN,KABUPATEN
33,38774,KAB. GROBOGAN,KABUPATEN
33,35462,KAB. KEBUMEN,KABUPATEN
33,35462,KAB. KEBUMEN,KABUPATEN
33,35462,KAB. KEBUMEN,KABUPATEN
33,41306,KAB. KENDAL,KABUPATEN
33,41306,KAB. KENDAL,KABUPATEN
33,37422,KAB. KLATEN,KABUPATEN
33,37422,KAB. KLATEN,KABUPATEN
33,37422,KAB. KLATEN,KABUPATEN
33,41877,KAB. PEKALONGAN,KABUPATEN
33,41877,KAB. PEKALONGAN,KABUPATEN
33,42182,KAB. PEMALANG,KABUPATEN
33,42182,KAB. PEMALANG,KABUPATEN
33,42182,KAB. PEMALANG,KABUPATEN
33,34905,KAB. PURBALINGGA,KABUPATEN
33,34905,KAB. PURBALINGGA,KABUPATEN
33,35949,KAB. PURWOREJO,KABUPATEN
33,35949,KAB. PURWOREJO,KABUPATEN
33,35949,KAB. PURWOREJO,KABUPATEN
33,39386,KAB. REMBANG,KABUPATEN
33,39386,KAB. REMBANG,KABUPATEN
33,39386,KAB. REMBANG,KABUPATEN
33,40741,KAB. SEMARANG,KABUPATEN
33,40741,KAB. SEMARANG,KABUPATEN
33,38545,KAB. SRAGEN,KABUPATEN
33,38545,KAB. SRAGEN,KABUPATEN
33,38545,KAB. SRAGEN,KABUPATEN
33,38545,KAB. SRAGEN,KABUPATEN
33,37850,KAB. SUKOHARJO,KABUPATEN
33,37850,KAB. SUKOHARJO,KABUPATEN
33,38030,KAB. WONOGIRI,KABUPATEN
33,38030,KAB. WONOGIRI,KABUPATEN
33,36460,KAB. WONOSOBO,KABUPATEN
33,36460,KAB. WONOSOBO,KABUPATEN
33,36460,KAB. WONOSOBO,KABUPATEN
33,36460,KAB. WONOSOBO,KABUPATEN
33,43040,KOTA MAGELANG,KOTA
33,43040,KOTA MAGELANG,KOTA
33,43040,KOTA MAGELANG,KOTA
33,43340,KOTA PEKALONGAN,KOTA
33,43340,KOTA PEKALONGAN,KOTA
