id_calon,riwayat_organisasi,
3505-00-0000-0201,"DPW PKB Jawa Timur, Wakil Sekretaris Dewatt Syuro Periode 2012 - 2017, Jl. Ketintang - Suraba",
3505-00-0000-0601,Duta Taruna Siaga Bencana (TAGANA) 2009 - Present,
3505-00-0000-0601,Wakil Ketua Pengurus Pusat Satuan Pelajar penuda (Sampa) Pemuda Pancasila 2010 - Present,
3505-00-0000-0601,Ketua Bidang pengurus Pusat Hubungan Internasional Karang Taruna 2010 - Present,
3505-00-0000-0601,wakil Ketua CSR kementerian Sosial 2012 - Present,
3505-00-0000-0701,Ketua Bidang Hubungan Luar Negeri partai DemokRat 2010 - 201 I,
3505-00-0000-0701,"Wakil Sekjen DPP Partai Demokrat, 201 I - 2015",
3505-00-0000-0701,Presiden Inter-Parliamentary Union 2011 -2012 & 2012-2014,
3505-00-0000-0701,"Ketua Panja Millenium Development Goals (MDGs), 2010 - sekarang",
3505-00-0000-0701,Ketua WAIPA (Women of Asean Inter-Parliamentary Assembly),
3505-00-0000-0701,Ketua PUIC (Parliamentary Union of Islamic Countries),
3505-00-0000-0701,"Public Relations Manager and Head of the Women's Empowerment Section, National Campaign Team of SBY-JK",
3505-00-0000-0701,Pendiri dan direktur Institut Pendidikan Perempuan Indonesia,
3505-00-0000-0701,"Ketua Departemen Kesehatan dan Kesejahteraan Sosial, Ikatan Cendikiawan Muslim Indonesia",
3505-00-0000-0701,"Wakil Ketua, Senat KRA XXXVI, LEMHANAS",
3505-00-0000-0701,"Ketua Departemen Luar Negeri, Korps Alumni Himpunan Mahasiswa Indonesia (KAHMI)",
3505-00-0000-0701,"Ketua Perwakilan Nasional, Jakarta Intenational Volunteer Programs Association",
3505-00-0000-0701,Ketua Humas dan Media Massa Dewan Intenasional untuk Cendekiawan Muslim Perempuan,
3505-00-0000-0701,"Ketua Perwakilan Nasional, Global People's Assembly, New york,USA",
3505-00-0000-0701,"National Lead Agency at the Global Youth Service Day,Washington D.C.,USA",
3505-00-0000-0701,"Head, Intenational Relations Section, Intenational Women,s Club,Tokyo,Japan",
3505-00-0000-0701,Pendiri dan Ketua Pemberdayaan Perempuan LP3M,
3505-00-0000-0701,Penasehat Forum Philanthropy,
3505-00-0000-0701,Perwakilan Nasional untuk Intenational Association for Volunteer Effort (IAVE) dan Presiden Jakarta International Association for Volunteer Effort (JIAVE),
3505-00-0000-0401,SEKJEN PRESIDIUM GMNI 1996- 1999,
3505-00-0000-0401,SEKJEN PP FERSATUAN ALUMNI GMNI 2006 - 2014,
3505-00-0000-0401,KETUA DPP PEMUDA DEMOKRAT IND 2006 - 2008,
3505-00-0000-0401,KETUA PP BAMUSI 2007 - 2010,
3505-00-0000-0401,WAKIL SEKJEN DPP PDI PERJUANGAN 2010 - 2015,
3505-00-0000-0404,,
3505-00-0000-0802,"PP Muhammadiyah Majelis Ekonomi, Anggota, 2000 - 2005",
3505-00-0000-0802,"ICMI Cab. DIY Bendahara, 1998 - 2002",
3505-00-0000-0802,"PWM DIY Majelis Ekonomi, Anggota, 1996 - 1998",
3505-00-0000-0802,"LPM UII/MUHIBAH, Ketua, 1977 - 1978",
3505-00-0000-0802,"Lembaga Pers HMI Cab. Yogyakarta, Ketua, 1976 - 1977",
3506-00-0000-0101,YPS ( 1999 s/d (SEKARANG ),
3506-00-0000-0501,"2003-2008, DPP AMPI, WASEKJEND, JAKARTA",
3506-00-0000-0501,"2010-2015, DPP AMPG, SEKJEN, JAKARTA",
3506-00-0000-0201,Wakil Ro'is Syuriyah PCNU Kota Kediri,
3506-00-0000-0601,"Gerakan Mahasiswa Nasional Indonesia (GMN I), Cab Bogor Jabatan Bendahar4 peride 1978 - 1982",
3506-00-0000-0601,"Kamar Dagaog dan lndustri Daerah (KADINITA) Kab Blitar Jabatan: Ketua Umum, Poriode 1995 - 2000 dan 2000 - 2005",
3506-00-0000-0601,Partai Demokrasi Indonesia Perjuangan (PDIP) Jabatan: Anggota Biasa (2004 - 2010),
3506-00-0000-0601,Partai Gerakan Indonesia Raya (GERINDRA) Jabatan Ketua DPC ( Periode 201).,
3506-00-0000-0701,2001: Wakil Ketua I PARSI (Persaruan Artis Film Seluruh Indonesia),
3506-00-0000-0701,2003: Public Relation Yayasan Putri Indonesia,
3506-00-0000-0701,2009-sekarang: Humas Forum Perempuan Partai Demokrat,
3506-00-0000-0701,Oktober 2009-2014: Anggota Komisi I DPR RI,
3506-00-0000-0701,2010-2015: Sekertaris DPP (Dewan Pimpinan Pusat) Departemen Kebudayaan dan Pariwisata,
3506-00-0000-0401,KETUA NIMPUNAN MAHASISWA PERTAHBANGAN ITB (1985,
3506-00-0000-0401,KETUA DEWAN MAHASISWA ITB (1986-1987,
3506-00-0000-0401,KETUA PERHIMPUNAN AHLI PERTAMBANGAN INDONESIA (1990-2001),
3506-00-0000-0401,WAKIL SEKRETARIS JENDERAL PDI PERJUANGAN (2000-2,
3506-00-0000-0401,SEKRETARIS JENDERAL PDI PERJUANGAN (2005-20,
3506-00-0000-0402,GMMI-Komisariat FIA Unibraw,
3506-00-0000-0402,Alumni GMNI-m Jawa Timur,
3506-00-0000-0402,PDI Perjuangan Provinsi Jawa Timur,
3506-00-0000-0405,Anggota IATPI 1978-2009,
3506-00-0000-0405,Ketua Umum IATP2010 - sekarang,
3506-00-0000-0405,Ketua IKALITA 2010 - sekarang,
3506-00-0000-0405,Pengurus HMTP - 1TB 1972 - 1978,
3506-00-0000-0801,"Majelis Pertimbangan Barisan DPP BM PAN,D.K.I Jakarta.Ketua, 2011 - 2016",
3506-00-0000-0801,"Dewan Pimpinan Pusat BM PAN,D.K.I Jakarta,Ketua Umum, 2006 - 2011",
3506-00-0000-0801,"Dewan Pimpinan Pusat BM PAN,D.K.I Jakarta,Bendahara Umum, 2003 - 2006",
3506-00-0000-0801,"Dewan Pimpinan Ranting PAN Pcrak Barat, Surabaya, Jatim,Surabaya, Jawa Timur,Wakil",
3506-00-0000-0801,"Dewan Pimpinan Wilayah BM PAN Jatim,Surabaya, Jawa Timur,Wakil Sekretaris, 2000 -",
3506-00-0000-0801,"Dewan Mahasiswa Universitas Islam Indonesia Yogyakarta, DIY,D.I.Y,Komisi Anggaran",
3506-00-0000-0801,"Marching Band Universitas Islam Indonesia Yogyakarta, DIY,D.I.Y,Ketua Bidang",
3507-00-0000-0101,Tahun, 1992-1995 SEKRETARIS BAPILU Partai GOLKAR KAB.NGAWI
3507-00-0000-0101,Tahun, 1995- 2000 WAKIL SEKRETARIS Partai GOLKAR KAB. NGAWI
3507-00-0000-0101,Tahun, 2000 - 2004 SEKRETARIS Partai GOLKAR KABUPATEN NGAWI
3507-00-0000-0101,Tahun, 2004 - 2010 KETUA DPD Partai GOLKAR KABUPATEN NGAWI
3507-00-0000-0101,Tahun, 2010 - INISIATOR ORMAS NASIONAL DEMOKRAT KABUPATEN NGAWI
3507-00-0000-0101,Tahun, 2010 - SEKARANG KETUA ORMAS NASIONAL DEMOKRAT KAB.NGAWI
3507-00-0000-0101,Tahun, 2011 - INISIATOR PARTAI NasDem KABUPATEN NGAWI
3507-00-0000-0502,"1988-1991, FKPPI JAWA TIMUR, WAKIL SEKRETARIS PD XIII, JAWA TIMUR",
3507-00-0000-0502,"1992-1998, DPD PARTAI GOLKAR, BAGIAN PP, SURABAYA",
3507-00-0000-0502,"1994-1999, FKPPI, WAKIL KETUA PD XIII, JAWA TIMUR",
3507-00-0000-0502,"1998-2001, PARTAI GOLKAR, KETUA DPD GOLKAR, SURABAYA",
3507-00-0000-0502,"2000-2004, PARTAI GOLKAR, SEKRETARIS DPD GOLKAR, JAWA TIMUR",
3507-00-0000-0502,"2004-2009, PARTAI GOLKAR, WAKIL KETUA DPD GOLKAR, JAWA TIMUR",
3507-00-0000-0502,"2006-2011, FKPPI, DEWAN PENASEHAT PD XIII, JAWA TIMUR",
3507-00-0000-0502,"2009-2015, DPD PARTAI GOLKAR, WAKIL KETUA DPD GOLKAR, JAWA TIMUR",
3507-00-0000-0502,"2011-2013, FKPPI, KETUA PD XIII FKPPI, JAWA TIMUR",
3507-00-0000-0502,"1992-1995, KNPI, SEKRETARIS DPD KNPI, SURABAYA",
3507-00-0000-0502,"1995-1997, KNPI, KETUA DPD KNPI, JAWA TIMUR",
3507-00-0000-0201,Ikatan Pelajar Nahdlatul Ulama (IPNU),
3507-00-0000-0201,Gerakan Pemuda Ansor,
3507-00-0000-0201,Wakil Ketua DPC PPP Ponorogo,
3507-00-0000-0201,Sekretaris DPC PKB Ponorogo,
3507-00-0000-0201,Ketua DPC PKB Ponorogo sampai sekarang.,
3507-00-0000-0601,,
3507-00-0000-0301,Ketua Umum Partai Keadilan Jawa Timur. 1998-2002,
3507-00-0000-0301,"Ketua Umum PKS Jawa Timur, 2002-2006",
3507-00-0000-0301,"Anggota Majens Syuro PKSh 2000-2005, 2005-2010. 2010 - sekarang",
3507-00-0000-0301,"AnygotaDewan Syuro IK AD I (Ikatan Da'i Indonesia) Jawa Timur, 2006 - sekarang",
3507-00-0000-0301,Pengurus DDII Jatim di Lamongan,
3507-00-0000-0701,PARTAI DEMOKRAT,
3507-00-0000-0701,KAMAR DAGANG DAN INDUSTRI,
3507-00-0000-0701,DEWAN PERWAKILAN RAKYAT,
3507-00-0000-0701,MAJELIS DZIKIR SBY NURUSSALAM,
3507-00-0000-0701,Generasi Muda Forum Komunikasi Putra Putri TNI & POLRI (GMFKKPI),
3507-00-0000-0702,"Anggota Lions Club, Surabaya (Tahun 1988-1991)",
3507-00-0000-0702,Ketua Dewan Kajian Islam Al Musyafir Bali (1995-2003),
3507-00-0000-0702,Bendahara DPD Demokrat Provinsi Bali (2002-2005),
3507-00-0000-0702,"Dewan Penasehat Lingkungan Puri Mumbul, Jimbaran, Provinsi Bali. (2002 - 2005)",
3507-00-0000-0702,Anggota DPRD Prov. Bali Fraksi Partai Demokrat. (2004 - 2009),
3507-00-0000-0702,Koordinator Kampanye Pilpres (Juli 2004),
3507-00-0000-0702,"Pelatihan ESQ, Hilton Convention Centre, Jakarta (September 2005)",
3507-00-0000-0702,"Ketua Dewan Pembina Tim sukses resmi Gerakan Indonesia Unggul ""SBY - BOEDIONO""",
3507-00-0000-0702,"Ketua Dewan Pengkajian, Pengembangan, dan Pemantauan Penerapan Budaya Unggul (LP4BU). (2008 sd sekarang)",
3507-00-0000-0702,Bendahara Umum DPP Partai Demokrat (2011-skrg),
3507-00-0000-0401,,
3508-00-0000-0110,,
3508-00-0000-0502,"1977-1979, PERSATUAN PELAJAR INDONESIA, KETUA, KEDIRI",
3508-00-0000-0502,"2009-2014, HIPMIKINDO PROVINSI BANTEN, KETUA DPD, BANTEN",
3508-00-0000-0201,", Ketua Umum DPP Partai Kebangkitan Bangsa (2005-2013)",
3508-00-0000-0201,", Sekrelaris Jenderal DPP Partai Kebangkitan Bangsa (2004-2005)",
3508-00-0000-0201,Ketua Dewan Tanfidi DPP Partai Keban&kitan Baitgsa (2002-2004),
3508-00-0000-0201,Sekretaria Jenderal DPP Partai Kebangkitan Bangsa (1998-2002),
3508-00-0000-0201,Tim Asistensi PBNU yang mcnyiapkan berdirinya Partai Kebangkitan Bangsa (1998),
3508-00-0000-0201,"Peserta ""The International Council Meeting"", WCRP Hidelshcim, Germany (1997)",
3508-00-0000-0201,"Peserta ""The Second World Congress of the Youth Federation for World Peace"" Washington DC (1996)",
3508-00-0000-0201,Ketua Umum Pengurus Besar PMll (1994-1997),
3508-00-0000-0201,Ketua Umum PMII Cabang Yogyakarta (1991-1992),
3508-00-0000-0201,Ketua Umum PMll Komisariat UGM (1990-1991),
3508-00-0000-0201,Anggota Badan Perwakilan Mahasiswa (BPM) Fisipol LGM (1990),
3508-00-0000-0201,"Ketua Korps Mahasiswa Jurusan Ilmu Sosiatri Fisipol UGM, Yogyakarta (1988)",
3508-00-0000-0203,Ketua Umum Pimpinan Pusat Fatayat Nahdlatul Ulama (2010-2015),
3508-00-0000-0203,Pemhina Dewan Pcngurus Pusat Pergerakan Perempuan Kebangkitan Bangsa/PPKB) (2007-sekarang),
3508-00-0000-0203,Penasihat Forum Parlemen untuk Kependudukan danPembangunan (2010-sekarang),
3508-00-0000-0203,Ketua Dewan Pengurus Pusat Partai Kebangkitan Bangsa/DPP PKB (2007- sckarang),
3508-00-0000-0203,"Koordinator Departement of Hukum, Polttik, dan Advokasi PP Fatayat NU (2005-2009)",
3508-00-0000-0203,Sekretaris Forum Parlemen untuk Kependudukan dan Pembangunan (2004-2009),
3508-00-0000-0203,Ketua Dewan Pengurus Pusat Pergerakan Perempuan Kebangkitan Bangsa/PPKB (2002-2007),
3508-00-0000-0203,Sekretaris Lembaga Pemenangan Femilu DPF-PKB (2002-2007),
3508-00-0000-0203,Kaukus Perempuan Parlemen (2001-2004),
3508-00-0000-0203,Koordinator Lembaga Advokasi Perempuan PP. Fatayat NU (2000-2004),
3508-00-0000-0203,Sekretaris DPW PPKB Jawa Timur (1998-2000),
3508-00-0000-0203,Biro pemuda DPW PKB Jawa Timur (1998-2000),
3508-00-0000-0203,Sekretaris DPW PPKB Jawa Timur (1998),
3508-00-0000-0203,Pimpinan Wilayah Fatayat NU Jawa Timur (1997-1998),
3508-00-0000-0203,Dewan Pembina Pimpinan Wiiayah IPPNU Jawa Timur(2000-2004),
3508-00-0000-0203,Ketua Pimpinan Wilayah IPPNU Jawa Timur (1996-2000),
3508-00-0000-0203,Wakil Ketua Pimpinan Wilayah IPPNU Jawa Timur (1993-1996),
3508-00-0000-0203,Wakil Ketua Pimpinan Cabang Ikatan Pelajar Nahdatual Ulama (PC IPPNU) Mojokerto (1990-1993),
3508-00-0000-0203,Wakil Ketua Pimpinan Cabang Ikatan Pelajar Nahdatual Ulama (PC IPPNU) Mojokerto (1989-1990),
3508-00-0000-0203,Ketua Organisasi Saniri Pondok Pesantren Putri Al Lathifiyyah Tambak Beras Jombang (1988-1989),
3508-00-0000-0203,Ketua Organisasi Siswa Intra Sekolah (OSIS) MTsN Tambak Beras Jombang (1982-1983),
3508-00-0000-0601,KAPPl/KAMI Palembang - Jakarta 1966- 1969,
3508-00-0000-0601,Aktif sebagai Pengurus DPP-IK.AH1 (Ikatan Hakim Indonesia) Jakarta sejal: th. 1992-2010,
3508-00-0000-0601,Pelindung PD IKAHI Jawa Tengah tahun 2010 - 2011.,
3508-00-0000-0601,Pelindung PD IKAHI - Jawa Barat tahun 2012.,
3508-00-0000-1001,Sekretaris Jendral DPP Partai Hati Nurani Rakyat,
3508-00-0000-1001,Wakil Ketua Umum Asosiasi Advokat Indonesia (AAI),
3508-00-0000-1001,Wakil Ketua Umum Pemuda Panca Marga (PPM) Pusat,
3508-00-0000-1001,Ketua DPP KNPI,
3508-00-0000-1001,Ketua DPD Hanura Prov. Jatim,
3508-00-0000-0701,Ketua RAPI Madiun 1983-1987,
3508-00-0000-0701,Ketua Alumni Unmer Madiun 1994-2001,
3508-00-0000-0701,Seketariat KONI Kab. Madiun 1988-1997,
3508-00-0000-0701,Ket DPC P. Demokrat Kota Madiun2002-2007,
3508-00-0000-0401,PARTAI DEMOKRASI INDONESIA (1994-1999),
3508-00-0000-0401,PARTAI DEMOKRASI INDONESIA PERJUNJAN (1999 s/d Sekarang),
3508-00-0000-0401,Badan Penelitian dan Pengembangan DPP PDI Perjuangan (1999-204),
3508-00-0000-0401,Ketua DPP PDI Perjungan Bidang Usaha Mikro Kecil-Menengah dan Koperasi (2004-2010),
3508-00-0000-0401,"Ketua DPP PDI Perjungan Bidang Pertanian, Kelautan-Perikanan, Masa Bakti 2010-2015 (2010 s/d Sekarang)",
3508-00-0000-0402,Ketua HKTI Jombang tahun 2005 s/d sekarang,
3508-00-0000-0402,"Ketua Karang Taruna Jombang, tahun 2008 s/d sekarang",
3508-00-0000-0402,"Pembina Indonesia Maritime Institute, Jakarta.",
3508-00-0000-0402,"Pengurus Dekopinda, Jombang,",
3508-00-0000-0402,"Fungsionaris DPD PDI Perjuanga Jawa Timur, tahun 2010-2015.",
3508-00-0000-0801,"Fraksi PAN DPR Rl,Jakarta.Humas, 2010 - sekarang",
3508-00-0000-0801,"DPP PAN,Jakarta,Wakil Sekjend, 2010-2015",
3508-00-0000-0801,"DPR RI,Jakarta,Anggota Komisi X, 2010 - 2014",
3508-00-0000-0801,"Fraksi PAN DPR RI,Jakarta,Wakil Ketua Fraksi, 2009 - 2010",
3508-00-0000-0801,"PSSI,Jakarta,Humas, 2004 - 2007",
3508-00-0000-0801,"Persatuan Perusahaan Film Indonesia,.Jakarta,Anggota, 2007 -",
3508-00-0000-0801,"Pcrsatuan Perusahaan Film Indonesia Jakarta,Ketua Bidang Acara, 2007 -",
3508-00-0000-0801,"Persatuan Seniman Komedi Indonesia,.Jakarta,Ketua Bidang, 2005 -",
3509-00-0000-0501,"2011-2014, DPP PARTAI GOLKAR BIDANG ESDA,",
3509-00-0000-0501,"WASEKJEN, JAKARTA",
3509-00-0000-0501,"2009-2010, DPP PARTAI GOLKAR ESDA, WAKIL",
3509-00-0000-0501,"BENDAHARA, JAKARTA",
3509-00-0000-0501,"2009-2012, FRAKSI PARTAI GOLKAR DPR RI, DEPUTI EKKU.",
3509-00-0000-0501,JAKARTA,
3509-00-0000-0201,,
3509-00-0000-0606,Kepala Sekrctariat ASIREVI ( Asosiasi Industri Rekaman,
3509-00-0000-0606,"Video Indonesia ) ( Jakarta, 1995 - 1998 )",
3509-00-0000-0606,Sekretaris Jenderal ASIREVI ( Asosiasi Industri Rekaman,
3509-00-0000-0606,"Video Indonesia ) { Jakarta, 1998 - 2001 )",
3509-00-0000-0606,"Ketua Marian ASIREVI ( Asosiasi Industri Rekaman Video Indonesia ) (Jakarta, 2001 - 2004 )",
3509-00-0000-0606,"Anggota Badan Pertimbangan Pertlman Nasional { BP2N) sebagai Wakil Ketua Komisi B ( Jakarta, 2003 - 2006 )",
3509-00-0000-0606,"Kelua Bidang Program dan Sosialisasi Perhimpunan Masyarkat Uaki Indonesia ( IIPS ) (Jakarta, 2003 - 2006)",
3509-00-0000-0606,"Anggota Badan Pertimbangan Perfilman Nasional (BP2N) sebagai Wakil Ketua Komisi B (Jakarta, 2006 -2009 )",
3509-00-0000-0606,"Sekretaris Jenderal AS1REVI( Asosiasi Industri Rekaman Video Indonesia ) ( Jakarta, 2005 - 2008 )",
3509-00-0000-0606,"Panitia Pelaksana Festival Film Indonesia ( FFI) sebagai Wakil Ketua ( Jakarta, 2004 - 2008 )",
3509-00-0000-0606,"Kelompok Kerja Festival Film Indonesia ( KKFFI) sebagai Wakil Sekretaris (Jakarta, 2009 - 2010 )",
3509-00-0000-0606,"Sekretaris Jenderal ASIRIiVI( Jakarta, 2008- 2011 )",
3509-00-0000-0606,"Ketua Umum AS1REVI ( Asosiasi Industri Rekaman Video Indonesia ) (Jakarta, 2013-2016 )",
3509-00-0000-0701,. a. WAKIL SEKRETARIS ORGANIZING COMMITE KONGRES LUAR BIASA PARTAI DEMOKRAT 2013,
3509-00-0000-0701,SATGAS PENJARINGAN BAKAL CALON DPR,
3509-00-0000-0701,RIPARTAIDEMOKRAT 2014-2019,
3509-00-0000-0701,WAKIL KETUA UMUM PERKUMPULAN CEPA,
3509-00-0000-0701,GOLF TAHUN 2012-2015,
3509-00-0000-0701,KETUA DPP PARTAI DEMOKRAT,
3509-00-0000-0701,DEPARTEMEN PENGAWASAN KEUANGAN,
3509-00-0000-0701,DAN PEMBANGUNAN TAHUN 2010-2015,
3509-00-0000-0701,SEKRETARIS JENDERAL DXATAN ALUMNI,
3509-00-0000-0701,UNIVERSITAS TRISAKTI TAHUN 2010-2015,
3509-00-0000-0701,WAKIL KETUA UMUM PENGURUS KARANG,
3509-00-0000-0701,TARUNA NASIONAL TAHUN 2010-2015,
3509-00-0000-0701,KETUA PANITIA KONGRES II PARTAI,
3509-00-0000-0701,DEMOKRAT 2010,
3509-00-0000-0701,KETUA PANITIA RAKORNAS II PARTAI,
3509-00-0000-0701,DEMOKRAT 2010,
3509-00-0000-0701,KETUA PANITIA RAKORNAS I PARTAI,
3509-00-0000-0701,DEMOKRAT 2010,
3509-00-0000-0701,"SAKSI KPU PEMILU PRESIDEN 2009,",
3509-00-0000-0701,PASANGAN SBY-BOEDIONO,
3509-00-0000-0701,"TIM SUKSES PEMILU PRESIDEN 2009,",
3509-00-0000-0701,"PASANGAN SBY-BOEDIONO, PEMBINAAN",
3509-00-0000-0701,PENGGALANGAN& SAKSI,
3509-00-0000-0701,SAKSI KPU PEMILU LEGISLATIF 2009 PARTAI,
3509-00-0000-0701,DEMOKRAT,
3509-00-0000-0701,SEKRETARIS JENDERAL GERAKAN AMAN,
3509-00-0000-0701,ADIL SEJAHTERA UNTUK INDONESIA,
3509-00-0000-0701,(GARANSI) TAHUN 2009-2014,
3509-00-0000-0701,KETUA BIDANG HUKUM DAN HAM INSAN,
3509-00-0000-0701,MUDA DEMOKRAT INDONESIA TAHUN 2009-,
3509-00-0000-0701,2014,
3509-00-0000-0701,PANITIA PENJARINGAN CALEG DPRRI,
3509-00-0000-0701,PARTAI DEMOKRAT 2008,
3509-00-0000-0701,KETUA DEPARTEMEN HUBUNGAN ASIA,
3509-00-0000-0701,PASIFIK BIDANG HUBUNGAN LUAR NEGERI,
3509-00-0000-0701,DPP PARTAI DEMOKRAT TAHUN 2005-2010,
3509-00-0000-0701,KETUA BIDANG ORGANISASI,
3509-00-0000-0701,KEPEMIMPINAN DAN KADERASI GERAKAN,
3509-00-0000-0701,AMAN ADIL SEJAHTERA UNTUK INDONESIA,
3509-00-0000-0701,(GARANSI) TAHUN 2004-2009,
3509-00-0000-0701,KETUA BIDANG HUKUM DAN ADVOKASI,
3509-00-0000-0701,MASYARAKAT TRISAKTITAHUN 2000-2005,
3509-00-0000-0701,KETUA IKATAN MAHASISWA NOTARIAT,
3509-00-0000-0701,DAN PERTANAHAN FAKULTAS HUKUM,
3509-00-0000-0701,UNIVERSITAS INDONESIA TAHUN 1998-1999,
3509-00-0000-0701,KETUA BIDANG ORGANISASI SENAT,
3509-00-0000-0701,MAHASISWA UNIVERSITAS TRISAKTI,
3509-00-0000-0701,TAHUN 1995-1996,
3509-00-0000-0701,KETUA SENAT MAHASISWA FAKULTAS,
3509-00-0000-0701,HUKUM UNIVERSITAS TRISAKTI TAHUN,
3509-00-0000-0701,1994-1995,
3509-00-0000-0701,KETUA OSIS SMA NEGERI 2 MAGETAN,
3509-00-0000-0701,TAHUN 1989-1990,
3509-00-0000-0701,KETUA OSIS SMP NEGERI PONCOL TAHUN,
3509-00-0000-0701,1986-1987,
3509-00-0000-0401,,
3509-00-0000-0801,"DPW PAN Jawa Timur, Sekretaris, 2010 - 2015",
3509-00-0000-0801,"Majelis Hikmah dan Kebijakan Publik PW Muhammadiyah Jawa Timur, \Vakil Ketua,",
3509-00-0000-0801,"Takmir Masjid Ad Tadzkiroh Pondok Wage Indak 11 Sidoarjo, Pembina, 2011 - 2015",
3509-00-0000-0801,"Pimpinan Ranting Muhammadiyah Wage Taman Sidoarjo,Pembina, 2010 - 2015",
3509-00-0000-0801,"Badan Pelaksana Harian Universitas Muhammadiyah Surabaya, Sekretaris, 2010-2014",
3509-00-0000-0801,"DPW PAN Jawa Timur, Wakil Ketua, 2005 - 2010",
3509-00-0000-0801,"Majelis Hikmah dan Kebijakan Publik PW Muhammadiyah JawaTimur, Wakil Sekretaris,",
3509-00-0000-0801,"Pimpinan Wilayah Pemuda Muhammadiyah Jawa Timur, Wakil Ketua. 1998 - 2006",
3509-00-0000-0801,"DPW PAN Jawa Timur, Wakil Sekretaris, 2000 - 2005",
3509-00-0000-0801,"DPW PAN Jawa Timur, Kepala Departemen Perkaderan, 1988 - 2000",
3510-00-0000-0502,"2009-2014, DEPT. KESRA DPP PG, ANGGOTA, JAKARTA",
3510-00-0000-0502,"2002-2005, DPP KNPI, BENDAHARA UMUM, JAKARTA",
3510-00-0000-0901,Wakil Ketua DPW PPP Jawa Timur Periode 2009 - 2010,
3510-00-0000-0901,Ketua DPP PPP Periode 2011-2016,
3510-00-0000-0202,PEMBINA IKATAN MAHASISWA GRES1K DI JAKARTA (IMAGE),
3510-00-0000-0202,PEMBINA KELUARGA MAHASISWA JAWA TIMUR DI JAKARTA (JMQ),
3510-00-0000-0202,PEMBINA LEMBAGA PENGEMBANGAN PENDIDIKAN DAN PELAT1HAN SANTRI NUSANTARA(P3SN),
3510-00-0000-0202,PENGURUS BESAR PERGERAKaN MAHASISWA ISLAM INDONESIA (PMII),
3510-00-0000-0202,PlMPINAN PUSAT GERAKAN PEMUDA ANSOR,
3510-00-0000-0202,DEWAN KOORDINASI NASIONAI. GARDA BANGSA,
3510-00-0000-0202,DEWAN PEMBINA LEMBAGA PERTAN IAN NAHDLATUL ULAMA (LPNU) PUSAT 2012 - SEKARANG,
3510-00-0000-0202,DEWAN PENGURUS PUSAT PARTAI KEBANGKITAN BANGSA (DPP PKB) 2007 - 2014,
3510-00-0000-0606,,
3510-00-0000-0401,Bendahara PBNU Tahun 2010-2015,
3510-00-0000-0401,Ketua PP. Bamusi Tahun 2011 - 2016,
3510-00-0000-0401,Ketua Dep. Keagamaan DPP PDI - P Tahun 2011-2016,
3510-00-0000-0401,Bendahara PP IPNU Tahun 2008 - 2010,
3510-00-0000-0401,Presiden LSM Satelit Tahun 2004 - 2006,
3510-00-0000-0801,"Majelis Nasional KAHMI,,Presidium, 2010-2017",
3510-00-0000-0801,"PB HMI,,Ketua Bidang, 1995-1997",
3511-00-0000-0108,"1993-1996, PAGUYUBAN WARGA MADURA, KETUA, BOGOR",
3511-00-0000-0108,"1996-2013, WIRASWASTA, ENTREPEUNER, GUNUNG PUTRI",
3511-00-0000-0501,"1994-1998, DPP GEMA KOSGORO, KETUA UMUM, JAKARTA",
3511-00-0000-0501,"2003-2008, DPP AMPI KETUA UMUM, JAKARTA",
3511-00-0000-0501,"2009-2014, DPP PARTAI GOLKAR, ANGGOTA BIDANG ESDM, JAKARTA",
3511-00-0000-0906,SEKRETARIS DPC PPP JAKARTA SELATAN 2006-2011,
3511-00-0000-0906,WAKIL KETUA DPC PPP JAKARTA SELATAN 2011-2016,
3511-00-0000-0208,Ketua PC. IPNU Jombang,
3511-00-0000-0208,Pengurus PC. PMII Ponorogo,
3511-00-0000-0208,Senat Mahasiswa UNDAR Jombang,
3511-00-0000-0208,Ketua PC. RMI Pamekasan,
3511-00-0000-0208,Ketua PC. NU Pamekasan (2000 s.d. 2006),
3511-00-0000-0208,Wakil Rois Suriyah PC. NU Pamekasan,
3511-00-0000-0208,Dewan Pendiri dan Penasehat Forum Komunikasi Ormas Islam (FOKUS) Kabupaten Pamekasan (2000),
3511-00-0000-0208,Dewan Pendiri LSM Madura Cricis Centre,
3511-00-0000-0208,Ketua Dewan Syuro DPC. PKB Pamekasan (2007 s.d. sekarang),
3511-00-0000-0208,Ketua MUI Kabupaten Pamekasan (2005 s.d. 2010),
3511-00-0000-0208,Ketua PSSI Kabupaten Pamekasan/Ketua Persepan (2008 s.d. 2011),
3511-00-0000-0208,Komisaris Utama PT. Persepara Madura United (2011 s.d. sekarang),
3511-00-0000-0602,"Sekretaris DPC Alkad, Tahun 2003-2008",
3511-00-0000-0602,"Sekretaris DPD Apdesi Jatim, Tahun 2003-2008",
3511-00-0000-0602,"Sekretaris DPD Apdesi Jakarta, Tahun 2002-2007",
3511-00-0000-0602,"Ketua DPD APDES Jatim, Tahun 2012-2017",
3511-00-0000-1003,ketualHMI Komisariat Teknil Kimia (1989-1990),
3511-00-0000-1003,KetuaPTK HMI Cabang Surabaya (1991-1992),
3511-00-0000-1003,Ketua PTK HMI Badkojatim(1992-1994),
3511-00-0000-1003,"Ketua PENGAJIAN LINTAS JURUSAN Masjid ManarulllmilTS, (1990-1992",
