id_calon,riwayat_organisasi,
3309-00-0000-0401,Badan Koordinasi Kemahasiswaan Universitas Gadjah Mada Yogyakarta,
3309-00-0000-0405,,
3309-00-0000-0801,"Asosiasi Badan Akuntabilitas Publik Regional Asia (ARAPAC),Bangkok,Wakil Ketua,",
3309-00-0000-0801,"Dewan Pakar ICMI, Bid. Pengembangan IPTEK,Jakarta,Sekretaris, 2010-2015",
3309-00-0000-0801,"DPP PAN,Jakarta,Wasekjend, 2004 - 2009",
3309-00-0000-0801,"RCTI Peduli,Jakarta,Direktur, 1998 - 2005",
3309-00-0000-0801,"Asosiasi Pascasarjana Komunikasi UI,Jakarta,Ketua Umum, 199",
3309-00-0000-0801,"Ikatan Jurnalis Televisi Indonesia (IJTI),Jakarta,Wasekjend. 2000 - 2001",
3309-00-0000-0801,"Forum Peminat Komunikasi (FORMASI),Jakarta,Presidium, 1994 - 1999",
3309-00-0000-0801,"Angkatan 24 IPB,Bogor,Sekretaris Mahasiswa, 1987 - 1999",
3309-00-0000-0801,"Forum Dialog Indonesia (FDI),Jakarta,Presidium, 1991 - 1994",
3309-00-0000-0801,"Koran kampus ""Gema Almamater IPB"",Bogor,Pemimpin Umum, 1989 - 1991",
3310-00-0000-0501,"2011-2016,DPP LEMKARI, KETUA, NASIONAL",
3310-00-0000-0501,"2012-2017, DPP KSPSI, DEWAN PAKAR DAN ADVOKASI, NASIONAL",
3310-00-0000-0501,"2012-2017, MPW PEMUDA PANCASIAL JAWA TENGAH, KETUA,JAWA TENGAH",
3310-00-0000-0501,"2009-2013, DPR RI ANGGOTA, JAKARTA",
3310-00-0000-0902,Ketua Lembaga Bantuan Hukum (LBH) DPP PPP (2011-sekarang),
3310-00-0000-0902,Ketua Bidang Hubungan Luar Negeri DPP IKADIN (Ikatan Advokat Indonesia) (2007 - 2013),
3310-00-0000-0902,"Ketua Bidang Non-Litigasi, Lembaga Penyluhan Dan Bantuan Hukum PBNU (2005 -2010)",
3310-00-0000-0902,Ketua Umum (Chairman) Indonesian Corporate Counsel Association (ICCA) (2006 - 2008),
3310-00-0000-0902,Ketua Badan Pengawas Yajasan Asrama & Pendidikan Islam (YAPI) Al Azhar Rawamangun (2005-2007),
3310-00-0000-0902,"Wakil Ketua Bidang Pengabdian Masyarakat, Ikatan Alumni UI (ILUNI) FH-UI (2004-2009)",
3310-00-0000-0201,1992: Anggota Dewan Eksekutif Walisongo English Club.,
3310-00-0000-0201,1993: Ketua Solidaritas Mahasiswa Salatiga.,
3310-00-0000-0201,"1993: Dewan Eksekutif, Teater Mahasiswa IAIN.",
3310-00-0000-0201,"1994: Pemimpin Redaksi, Majalah Mahasiswa IAIN",
3310-00-0000-0201,1994: Ketua Badan Perwakilan Mahasiswa IAIN Salatiga.,
3310-00-0000-0201,1991-1992: Ketua Komisariat PMII IAIN Salatiga,
3310-00-0000-0201,1994 -1995: Ketua Pengurus Cabang Pergerakan Mahasiswa Islam Indonesia (PC PMII) Salatiga.,
3310-00-0000-0201,"1995 - 1996: Anggota Pleno, Koordinator Cabang Pergerakan Mahasiswa Islam Indonesia (PKC PMII) Jawa Tengah",
3310-00-0000-0201,"1997 - 2000: Ketua Lembaga Studi dan Advokasi Buruh (LSAB), Pengurus Besar Pergerakan Mahasiswa Islam Indonesia (PB PMII)",
3310-00-0000-0201,2000: Calon Ketua Umum Pengurus Besar Pergerakan Mahasiswa Islam Indonesia (PB PMII),
3310-00-0000-0201,"1996: Direktur Eksekutif, Jaringan Studi Transformasi Sosial (JSTS), Salatiga.",
3310-00-0000-0201,"1996: Komite Pengarah, Nadwah Dirasah Islam dan Kemasyarakatan (NADIKA, Lembaga Studi Islam dan Masyarakat), Jawa Tengah.",
3310-00-0000-0201,"1997: Pendiri dan Anggota Eksekutif Regional, Wahana Lingkungan Hidup (WALHI), Jawa Tengah.",
3310-00-0000-0201,"1998; Anggota Pleno, Anggota pleno Forum Silarurrahmi Ulama Jawa Tengah dan DI. Yogyakarta (FSU JT-DIY)",
3310-00-0000-0201,"1999: Acting Direktur, Insitute for Social Institutions Studies (ISIS), Jakarta.",
3310-00-0000-0201,"1999: Pendiri Komite Anti Diskriminasi Indonesia (KADI), Jakarta,",
3310-00-0000-0201,"2002: Pendiri dan Anggota Komite Eksekutif, Monopoli Watch, Jakarta.",
3310-00-0000-0204,"1986-1989,KETUA PMII, PEKALONGAN",
3310-00-0000-0204,"1989-1994, WK. SEKRETARIS PC NU, PEKALONGAN",
3310-00-0000-0204,"1994-1999, BENDAHARA PC, PEKALONGAN",
3310-00-0000-0204,"1999-2018, KETUA DPC PKB, PEKALONGAN",
3310-00-0000-0601,Korkom GMNI Univ Jayabaya (1977-1978),
3310-00-0000-0601,Ketua GMNI DKI Jakarta (1979-1981),
3310-00-0000-0601,Anggota Aperdia Hankam.,
3310-00-0000-0601,PDI / PDI Perjuangan s/d thn 2009.,
3310-00-0000-0601,Kader Partai GERINDRA ( sejak Agustus 2012),
3310-00-0000-0401,"GMKI, SALATIGA (1970-7983)",
3310-00-0000-0401,"UNESCO CLUB, SALATIOA(1980-1985)",
3310-00-0000-0401,IKATAW SAeJANA EICONOMI IWDONESIA(Ise (1906-SeKA RA WE),
3310-00-0000-0401,KEMI DEWAN PAKAL PSMTI-PUSAT,
3310-00-0000-0401,"ANGGOTA DEWAN RISET WASIGWAL /DRN, 1999-2005",
3310-00-0000-0805,"Keluarga Besar Haji Hasan Ashari,Pemalang,Ketua Umum, 2011 - Now",
3310-00-0000-0805,"Pandu Indonesia,Jakarta,Wakil Bendahara Umum, 2012-Now",
3310-00-0000-0805,"GAPENSI (Gabungan Pengusaha Konstruksi Indonesia),Pemalang,Anggota, 2011 - Now",
3310-00-0000-0805,"ADAPI (Asosiasi Distributor Aspal Pertamina Indonesia),Jakarta,Anggota, 2012- Now",
3310-00-0000-0805,"Asosiasi Distributor Semen HOLCIM,Jakarta,Anggota, 2011 - Now",
3310-00-0000-0805,"IMPP (Ikatan Mahasiswa, Pemuda & Pelajar Pemalang) di Surabaya, Surabaya,Ketua",
3401-00-0000-0501,"2005-2015, PT SURYA CITRA MEDIA, KOMISARIS, JAKARTA",
3401-00-0000-0501,"1994-2014, PT MEKAR UNGGUL SARI, DIREKTUR, JAKARTA",
3401-00-0000-0501,"1995-1998, PT BURSA EFEK JAKARTA, KOMISARIS,",
3401-00-0000-0201,,
3401-00-0000-0604,FKPPI YOGYAKARTA,
3401-00-0000-0604,SAR YOGYAKARTA,
3401-00-0000-0604,PAGUYUBAN BECAK YOGYAKARTA,
3401-00-0000-0604,GERAKAN PEMUDA KULON PROGO,
3401-00-0000-0301,Ketua MPW PKS DIY,
3401-00-0000-0301,Ketua DPW PKS DIY,
3401-00-0000-0704,KETUA OSIS SMPN I SURABYA,
3401-00-0000-0704,KETUA OSIS SMA BOPKRI I SURABAYA,
3401-00-0000-0704,KETUA BIDANG ORGANISASI VII,
3401-00-0000-0704,BIDANG BUDAYA VII YOYAKARTA,
3401-00-0000-0704,KETUA ASMINDO KOMDA YOGYAKAR 1997 - 2006,
3401-00-0000-0704,ASMINDO PUSAT 2008 - SEKARANG,
3401-00-0000-0704,ASEAN FURNITURE INDUSTRIES COUNAL (AFIC),
3401-00-0000-0704,PENASEHAT KKADIN TIMUR TENGAH,
3401-00-0000-0401,,
3401-00-0000-0403,DPC PDI Perjuangan Pendamping Sleman Th. 1998-1999,
3401-00-0000-0403,DPD PDI Perjuangan DIY Th. 2000-2005,
3401-00-0000-0403,DPC PDI Perjuangan Sleman Th. 2005-2010,
3401-00-0000-0403,DPD PDI Perjuangan DIY Th. 2010-2015,
3401-00-0000-0801,"Pusat Pengkajian Strategi Dan Kebijakan, YK,Yogyakarta,Direktur Eksekutif",
3401-00-0000-0801,"Institute Of Internasional Studies, Fisipol, UGM,Yogyakarta.Direktur Eksekutif, 2009 -",
3401-00-0000-0801,"Majlis Pendidikan Kader PP Muhammadiyah,Jakarta,Ketua, 2010 - sekarang",
3401-00-0000-0801,"Asosiasi Ekonomi Politik Indonesia,Jakarta,Ketua",
3401-00-0000-0801,"Komunitas Indonesia Baru (KIBAR).Jakarta,Wali Amanat, 2004 - sekarang",
3401-00-0000-0801,"MPB DPP BM PAN,Jakarta,Anggota, 2011 - sekarang",
3401-00-0000-0801,"MPP DPW PAN, Yogyakarta,Anggota, 2010 - sekarang",
3501-00-0000-0505,"2004-2009, PARTAI GOLKER, WAKIL KETUA BINDANG PEMUDA, SURABAYA",
3501-00-0000-0505,"2009-2015, PARTAI GOLKER, KETUA B DPD, SURABAYA",
3501-00-0000-0505,"2012-2017, ORMAS MKGR, SEKRETARIS DPD, JAWA TIMUR",
3501-00-0000-0201,Senat Mahasiswa Fakultas Tarbiyah IAIN Sunan Ampel Surabaya 1994-1995 Surabaya 1994-1995,
3501-00-0000-0201,Ketua Umum PMII Cabang Surabaya 1995 - 1996,
3501-00-0000-0201,Ketua Umum PMII Koordinator Cabang Jawa Timur 1996- 1998,
3501-00-0000-0201,Ketua Umum Dewan Koordinasi Wilayah Garda Bangsa Jawa Timur 2002-2004,
3501-00-0000-0201,Ketua Umum Dewan Koordinasi Nasional Garda Bangsa 2004 - 2006,
3501-00-0000-0201,Ketua DPW PKB Jawa Timur 2005 - 2010,
3501-00-0000-0201,Sekrelaris Jenderal DPP PKB 2010 - sekarang,
3501-00-0000-0202,,
3501-00-0000-0602,Ketua DPD Gapasdap Jawa Timur (1997-2010),
3501-00-0000-0602,Wakil Ketua Umum DPP Gapasdap Pusat (1998-2003),
3501-00-0000-0602,Wakil Ketua Bidang Angkutan Penumpang dan Roro DPP INSA (2003-2008),
3501-00-0000-0602,Ketua Bidang Usaha & Tarif DPP Gapasdap Pusat (2003-2008),
3501-00-0000-0602,"Bendahara Masyarakat Transportasi Indonesia (MTl), (2005-2010)",
3501-00-0000-0602,Ketua lkatan Alumni Fakultas Teknologi Kelautan Komisariat Pusat lnstitut Teknologi 10 November Surabaya (2007-sekarang),
3501-00-0000-0602,Anggota KADINDA Jatim Bidang Kemaritiman (2007-sekarang),
3501-00-0000-0602,Wakil Ketua Bidang Konsultan Jasa Maritim DPP IPFIRINDO (2008-sekarang),
3501-00-0000-0602,Investigator Senior KNKT (2008-sekarang),
3501-00-0000-0602,Anggota Advisory Maritime ITS (2008-sekarang),
3501-00-0000-0602,Pembina Utama DPP PPS (Perguruan Pencak Silat) JOKOTOLE - MADURA (2008-sekarang),
3501-00-0000-0602,"Anggota Dewan Pembangunan Madura (DPM) Wakil Ketua Umum IFA (lndonesia Feny companies Association), (2009-sekarang)",
3501-00-0000-0602,Dewan Penasehat FTK- ITS (2009-sekarang),
3501-00-0000-0602,"Dewan Pembina Forum Madura Bersatu (FORMABES), (2009-sekarang)",
3501-00-0000-0602,Wakil Ketua Komite Tetap Pengembangan Usaha Industri Pelayaran Nasional (2009-sekarang),
3501-00-0000-0602,"Ketua Yayasan Kridanusa (dibawah naungan IPERINDO), (20 I 0-sekarang)",
3501-00-0000-0602,Ketua Forum Transportasi Laut & Anggota Pembinaan Profesi - Majelis Profesi MTI Jatim (2010-2013),
3501-00-0000-0602,Wakil Sekjen Pengurus MTI Pusat (2010-2013),
3501-00-0000-0602,Ketua Umum IPERINDO Jawa Timur (2010-2013),
3501-00-0000-0602,Anggota Tim Task Force Pemenangan Prop. Jatim dalam PON XVIII /2010 KADIN Jatim (2010-sekarang),
3501-00-0000-0602,Ketua Umum Pengprov Kodrat (Keluarga Olahraga Tarung Derajat) Jawa Timur (2010-2014),
3501-00-0000-0602,Pembina Himpunan Pengusaha LIRA Indonesia (HIPLINDO) Jawa Timur (2011 -sekarang),
3501-00-0000-0602,Wakil Ketua Umum Bidang Pengusahaan & Keselamatan DPP GAPASDAP Pusat (2011-2016),
3501-00-0000-0602,Anggota Dewan Kelautan Indonesia Daemh Provinsi Jawa Timur (2012-2016),
3501-00-0000-0602,"Wakil Ketua DPD GERINDRA Jawa Timur Anggota Dewan Pembina GETAR (Gerakan Tani Rakyat ) Pusat, Sayap Partai GERINDRA (2012-sekarang)",
3501-00-0000-0602,Ketua Senat IKA ITS Pengurus Wilayah Jawa Timur (2012 - sekarang),
3501-00-0000-0602,Dewan Kehormatan PPS PAMUR Pamekasan - Madura (2012 - sekarang),
3501-00-0000-0602,Ketua Komite Tetap Utilitas Umum KADIN bidang Infrastruktur (2013 - sekarang),
3501-00-0000-0301,"Wakil Ketua Badan Takhtith DPP PKS, 2012-sekarang",
3501-00-0000-0301,"Ketua DPP PKS Wilayah Dakwah Jawa Timur-Bali, 2005-2010",
3501-00-0000-0301,"Ketua Takmir Masjid Al Baitul Makmur, JI. Ketintang Baru IV no, 32 Surabaya, 2005-sekarang",
3501-00-0000-0301,"Penasehat, Ikatan Da'i Indonesia (IKADI) Surabaya, Jawa Timur, 2005-sekarang",
3501-00-0000-0301,"Anggota Lembaga Hikmah, Pengurus Wilayah (PW) Muhammadiyah, Propinsi Jawa Timur. 1998-2005",
3501-00-0000-0706,Sekarang DPD Pertai Demkrat Jawa Timur (2009-2011),
3501-00-0000-0706,Sekarang Jendral PB Persatuan Tarbiyah Islamiya (2011-skrg),
3501-00-0000-0401,Pendiri Partai PDI Perjuangan (1999 s/d sekarang).,
3501-00-0000-0401,Mendirikan Organisasi Pemuda Swara Mahardika (1977 s/d 1989).,
3501-00-0000-0401,Mendirikan Organisasi Anti Narkotika GSP 18 (2004 s/d sekarang).,
3501-00-0000-0401,Mendirikan Organisasi Massa Gerakan Spirit Pancasila (2006 s/d sekarang).,
3501-00-0000-0403,Wakil Ketua DPD PDI Perjuangan Jawa Timur 2005-2010,
3501-00-0000-0403,Ketua Taruna Merah Putih (DPD Jatim) 2008-2010,
3501-00-0000-0403,Ketua SEC (Surabaya Entertainers Club)-sekarang,
3501-00-0000-0403,Wakil Ketua Lembaga Kerjasama Indonesia-RRC 2010-sekarang,
3501-00-0000-0403,Penasehat Yayasan Supporter Persebaya 2008-skrg,
3501-00-0000-0403,Ketua DPD PAPPRI Jawa Timur,
3501-00-0000-0407,DPD KNPI Jawa Timur 1995-1997,
3501-00-0000-0407,BPD HIPMI Jawa Timur 1995-1997,
3501-00-0000-0407,DPD REI (Real Estate Indonesia) Jawa Timur 2005-2000,
3501-00-0000-0407,KADIN Surabaya 2005-Sekarang,
3501-00-0000-0407,DPD INTI (Perhimpunan Indonesia Tionghoa) Jatim 2006,
3501-00-0000-0407,PPICH (Perhimpunan Persahabatan Indonesia China) Jawa Timur 2002-ekarang,
3501-00-0000-0407,Member of FIABCI International (Federasi Real Estate Internation),
3501-00-0000-0804,"Pemuda Pelopor, Sidoarjo, Wakil Ketua, 1996-sekarang",
3501-00-0000-0804,"DPD PAN Sidoarjo, Sidoajo, Wakil Ketua, 2010-2015",
3501-00-0000-0804,"DPD PAN Sidoarjo, Sidoajo, Sekretaris, 2005-2010",
3501-00-0000-0804,"DPD PAN Sidoarjo, Sidoajo, Sekretaris, 2000-2005",
3501-00-0000-0804,"Pemuda Pelopor, Sidoarjo, Wakil Bendahara, 1999-2000",
3501-00-0000-0804,"Insiator Berdirinya PAN Sidoarjo, Sidoarjo, 1998",
3502-00-0000-0101,"2013-2013, DPP PARTA INASDEM, KETUA, DKI JAKARTA",
3502-00-0000-0101,"2010-2013, DPW ORMAS NASIONAL DEMOKRAT, KETUA JAWA TIMUR",
3502-00-0000-0101,"2007-2009, DPW PKB JAWA TIMUR, KETUA, JAWA TIMUR",
3502-00-0000-0101,"2010-2013, PP GP ANSOR, DEWAN PENASEHAT, DKI JAKARTA",
3502-00-0000-0101,"2013-2013, DPP PARTA INASDEM, KETUA, DKI JAKARTA",
3502-00-0000-0101,"2010-2013, DPW ORMAS NASIONAL DEMOKRAT, KETUA JAWA TIMUR",
3502-00-0000-0101,"2007-2009, DPW PKB JAWA TIMUR, KETUA, JAWA TIMUR",
3502-00-0000-0101,"2010-2013, PP GP ANSOR, DEWAN PENASEHAT, DKI JAKARTA",
3502-00-0000-0505,,
3502-00-0000-0901,April 2007 - Sekarang Menjabat sebagai Ketua Pimpinan Pusat Pemuda Panca Marga / P.P.M. Markas Besar.,
3502-00-0000-0201,Koordinator Departmen Pengembangan Intelektual SEMA - Universitas Merdeka Malang (1993-1994),
3502-00-0000-0201,Ketua Umum PMII cabang Malang (1995-1996).,
3502-00-0000-0201,Ketua Umum PB PMII Jakarta (2003-2005).,
3502-00-0000-0201,Sekretris Jendrel PP GP Ansor Jakarta (2006-2010),
3502-00-0000-0201,Dewa Pembina Indonesia Netwprk for Public Servive Watch (In-Pitch) Jakarta (2013-present),
3502-00-0000-0601,Ketua DPD Partai Gerindra Jawa Timur (2011-Sekarang),
3502-00-0000-0601,Anggota Dewan Pembina DPP Partai Gerindra (2012-Sekarang),
3502-00-0000-0601,Anggota Badan Seleksi Organisasi DPP Partai Gerindra (2010-Sekarang),
3502-00-0000-0601,Ketua Umum DPP Pemuda Tani Indonesia (2010-2014),
3502-00-0000-0601,Ketua Bidang Kepernudaan HKTI (2009-2014),
3502-00-0000-0707,Ketua DPC Partai Demokrat Kab. Pasruan Th. 201-2017,
3502-00-0000-0707,Wakil Ketua DPRD Kab. Pasuruan Th. 2009-2014,
3502-00-0000-0707,Anggota Fraksi Partai Demokrat Kab. Pasuruan Th. 2009-2014,
3502-00-0000-0401,Gabungan Pelajar Mahasiswa Barru 1971-1978,
3502-00-0000-0401,HIMI Cabang Makassar 1971-1978,
3502-00-0000-0401,Dar Da'Wah Wal-Irsyad Sul-Sel 1996-Skrg,
3502-00-0000-0401,Tarbiyah Islamiyah 1995-Sekarang,
3502-00-0000-0401,MUI Pusat 2010-Sekrang,
3502-00-0000-0401,Baitul Muslimin Indonesia,
3503-00-0000-0501,"1998-2013, PIMPINAN NASIONAI. SOKSI, KETUA DEWAN PIMPINAN. JAKARTA",
3503-00-0000-0501,"1998-2009. PARTAI GOLKAR, DEPARTEMEN PEMENANGAN PEMILU. JAKARTA",
3503-00-0000-0501,"1978-2015, PERKUMPliLAN TERJUN PAYUNG ""AVES"", KETUA UMUM. JAKAR'l A",
3503-00-0000-0901,"Wakil Sekretaris Jendal Pengurus Besar Nahdlatul Ulama, 2005-1999",
3503-00-0000-0901,"Sekretaris Jendral Induk Koperasi Pondok Pesantren (INKOPONTREN), 1994-1999",
3503-00-0000-0901,"Ketua Gerakan Nasional Kehutanan dan Lingkungan Hidup PBNU, 2006-2010",
3503-00-0000-0901,"Sekretaris Pimpinan Wilayah DKI Jakarta Perwakilan Pimpinan Pusat Rabithatul Ma' ahidil Islamiyah (RMI), 1994-1999",
3503-00-0000-0901,"Ketua Umum Pergerakan Mahasiswa Islam Indonesia (PMII) Cabang Ciputat, 1988-1989",
3503-00-0000-0202,"Jajaran Pembantu Pengasuh Pondok Pesantren Darussalam, Blokagung, Banyuwangi.",
3503-00-0000-0202,"Sekretaries Puan Amal Hayati untuk region Banyuwangi- Situbondo-Bondowoso-Jember, 2003-2005",
3503-00-0000-0202,"Penasasehat Fatayat Anak Cabang Tegalsari, Banyuwangi, 2004 - sekarang",
3503-00-0000-0202,"Pendiri dan Penasehat Perpustakaan Komunitas, Blokagung, Banyuwangi. 2009-sekarang",
3503-00-0000-0202,"Sekretaries Persatuan Mahasiswa Indonesia di Amerika Serikat (PERMIAS) chapter Hawaii, Amerika, 2007 -2008",
3503-00-0000-0202,Anggota Forum Seksualitas Indonesia (FSI). 2011 - sekarang,
3503-00-0000-0202,"Kordinator gerakan ""Baca Yuk,""(2011 -sekarang)",
3503-00-0000-0202,"Kordinator bidang Kesehatan dan Lingkungan Hidup, Fatayat Wilayah Propinisi Daerah Istimewa Yogyakarta. 2012 -sekarang",
3503-00-0000-0204,Senat ITN Malan 1994,
3503-00-0000-0204,"Himpunan Mahasiswa Malang, 1998",
3503-00-0000-0204,"Forum Komunikasi Mahasiswa Malang, 1998",
3503-00-0000-0204,"Ikatan Mahasiswa Madura, Malang 1995",
3503-00-0000-0204,"Persatuan Mahasiswa Situbonodo Malang, 1995",
3503-00-0000-0204,Ikatan Alumnus Mahasiswa ITN Malang,
3503-00-0000-0204,Ikatan Alumnus SMAN 2 Situbonodo,
3503-00-0000-0204,Ikatan Alumnus SMPN 1 Asembagus Situbonodo,
3503-00-0000-0601,KETUA OSIS SMAN I BANYUWANG,
3503-00-0000-0601,KETUA SENAT MAHASISWA UNHALU,
3503-00-0000-0601,KETUA UMUM DPP APKASINDO,
3503-00-0000-0601,KETUA UMUM DPP APKASINDO,
3503-00-0000-0701,ANggota PII Banyuwangi 1963-1967,
3503-00-0000-0701,Anggota Golkar 1979-2002,
3503-00-0000-0701,Anggota Partai Demokrat Sekarang,
3503-00-0000-0401,Ketua Komisariat GMNI Fakultas Sastra Universitas Jember Th. 1984 -1985,
3503-00-0000-0401,Wakil Ketua I DPC GMNI Jember Th. 1985 -1987,
3503-00-0000-0401,Pembantu Komisaris Kecamatan PDI Kec. Patrang - Jember Th. 1988 -1993,
3503-00-0000-0401,"PLT Ketua DPC Pemuda Demokrat Indonesia, Jember Th. 1990-1991",
3503-00-0000-0401,Sekretaris Dewan Penasehat DPC Pemuda Demokrat Indonesia Kabupaten Jember Th 1990 -1994,
3503-00-0000-0401,Anggota PDI Cabang Jember Th. 1983 -1994,
3503-00-0000-0401,Anggota PDI Cabang Jakarta Timur sampai menjadi PDI Perjuangan Th. 1994 - Sekarang,
3503-00-0000-0401,Anggota Badiklatpus PDI Perjuanga Th. 2002 -2005,
3503-00-0000-0401,Anggota PAPPUSAT PDI Perjuangan Th. 2002-2005,
3503-00-0000-0401,Wakil Kepala Badiklatpus PDI Perjuangan Th. 2005 - 2010 PDI Perjuangan,
3503-00-0000-0401,Wakil Ketua Fraksi PDI Perjuangan DPR Rl Th 2005-2009,
3503-00-0000-0401,Sekretaris Poksi IX F PDI Perjuangan DPR Rl 2005 - Sekarang,
3504-00-0000-0101,"1986-1986, HMI CABANG JEMBER, KETUA UMUM, JEMBER",
3504-00-0000-0101,"1989-2000, PBHMI, -, JAKARTA",
3504-00-0000-0101,"2003-2009, DPP PPP, WAKIL SEKJEN, JAKARTA",
3504-00-0000-0507,"1997-2000, PB PMII, KETUA, JAKARTA",
3504-00-0000-0201,"Ketua Dewan Pengurus Pusat Partai Kebangkitan Bangsa (DPP PKB), 2009-sekarang.",
3504-00-0000-0201,"Ketua Umum Dewan Pimpinan Pusat Sarikat Buruh Muslimin Indonesia (DPP Sarbumusi), 2010 - 2015.",
3504-00-0000-0208,Anggota KNPI Kola Probolinggo (1997),
3504-00-0000-0208,Penasehat FKM Kota Probolinggo (2008 - 2013),
3504-00-0000-0208,Wakil Rots Suriah PC NU Kota Probolinggo (Z007 - 2012),
3504-00-0000-0208,Ketua Dewan Syuro DPC PKB Kota Probolinggo (2005 - 2007),
3504-00-0000-0208,Anggota Dewan Syuru DPW PKB Jawa Timur [2008 - 2009),
3504-00-0000-0208,Anggola FKG DPRD Provinsi Jawa Timur [2009 - 2014),
3504-00-0000-0208,Ketua Dewan Tanfidz DPC PKB kota Probolinggo (2010-2015),
3504-00-0000-0208,Wakil Sekretaris Dawan Syuro DPW PKB Javra Timur (2011 -2015),
3504-00-0000-0208,Wakil Mustasyar PCNU Kola Probolinggo (2012 - 2017),
3504-00-0000-0602,"Anggota Dewan Pakar Lembaga Swadaya Masyarakat TOP21, JI. Raya Mabes Hankam, Cilangkap - Jakarta Timur (2007-2010)",
3504-00-0000-0702,DPCD Partai Demokrat kabupaten jember periode 2007-2012 Sekjen partai Demokrat kabupaten Jember,
3504-00-0000-0702,DPC Partai Demokrat Kabupaten jember periode 2012 - 2017 Wakil Bendahara Partai demokrat kabupaten jember,
3504-00-0000-0702,YAMPI (Yayasan Pesaudaraan Muslim Indonesia) periode 2010 - 2015 wilayah Propinsi Jawatimur Wakilketua I Jawa Timur,
3504-00-0000-0702,Ikatan Alumni IKIP Malang kabupaten Jember Periode 2011 - 2016 wakil Ketua I cabang Jember,
3504-00-0000-0702,HIPMI (Himpunan pengusaha Muda Indonesia) kabupaten Jember Periode 2012 -2017 Ketua Badan Kehormatan,
3504-00-0000-0401,KETUA KOMISARIAT FE UNEJ GMNI JEMBER (1987-1990),
3504-00-0000-0401,KETUA BIRO ADVOKASI dan GERAKAN MASA DPC GMNI JEMBER (1990-1992),
3504-00-0000-0401,KETUA DPC GMNI JEMBER(1992-1994),
3504-00-0000-0401,SEKRETARIS Korda GMNI Jawa TIMUR (1994-1996),
3504-00-0000-0401,KETUA KOMITE ORGANISASI PRESIDIUM GMNI (1996-1999),
3504-00-0000-0401,WAKIL KEPALA BIRO PERHITUNGAN SUARA TIM KAMPANYE MEGA-HASYIM dan TIM MEGA PRESIDEN PUSAT(2004),
3504-00-0000-0401,BIRO MONITORING dan EVALUASIDEPUTIII BADKLATPUS DPP PDI PERJUANGAN dan FASILITATOR DIKLAT PARTAI TINGKAT PUSAT (2002-2004),
3504-00-0000-0401,WAKIL SEKRETARIS BIDANG HUKUM dan PERATURAN PERUND ANG - UND ANGAN BP PEMILU PUSAT PDI PERJUANGAN (2006 -Sekarang),
3504-00-0000-0801,,
3505-00-0000-0101,Ketua DPD Partai NasDem Kabupaten Malang (2010-sekarang) Alamat: Jalan Raya Karanglo no 2,
3505-00-0000-0101,Ketua DPD KNPI Kabupaten Malang (2012-2015) Alamat: Jalan Raya Kawi 2 Kepanje Kabupaten Malang,
3505-00-0000-0101,Ketua DPD AKLINAS Kabupaten Malang (2010-2015) Alamat: Perum Bumi Meranti Wangi E-10 Malang,
3505-00-0000-0501,"2000-2004, DPD PARTAI GOLKAR JATIM, KETUA, JAWA TIMUR",
3505-00-0000-0501,"2009-2015, DPP PARTAI GOLKAR, WAKIL BENDAHARA, JAKARTA",
3505-00-0000-0501,"2011-2014, PII, KETUA, JAWA TIMUR",
3505-00-0000-0201,"Muslimat NU Ancab Lowokwaru, Sekretaris Periode 1990 -1993, JI. Candi Panggung - Lowokwaru Kota Malang",
3505-00-0000-0201,"Muslimat NU Ancab Lowokwam, Ketua Periode 1994 - 1997', Jl, Candi panggung - Lowokwaru Kota Malang",
3505-00-0000-0201,"Primer Koperasi AN-NISA Kota Malang, Ketua, Periode: 1998 - 2002, 2003 - 2007, 2008- 2012, 2013 - Sekarartg, JI LA. Sucipto 59-60 Blimbing Kota Malang",
3505-00-0000-0201,"Pusat Koperasi AN-NISA Jawa Timur, Sekretaris, Periode 2002 - 2005, Jl. Ruko Delta Permai Pandaan . Pasuruan",
3505-00-0000-0201,"Muslimat NU Cabang Kota Malang, Ketua Bidang Pendidikan Periode 2000 - 2005, JI KH Hasyim Asy'ari 21 Kota Malang",
3505-00-0000-0201,"Muslimat NU Cabang Kota Malang, Ketua Bidang Ekonomi dan Koperasi Periode 2005 - 2010, Jl. KH Hasyim Asy'ari 21 Kota Malang",
3505-00-0000-0201,"Muslimat NU Cabang Kota Malang, Ketua 111 Periode 2010- 2015, JI. KH Hasyim Asy'ari 21 Kota Malang",
3505-00-0000-0201,"Yayasan Pendidikan Muslimat NU Kota Malang, Wakil Ketua Periode 2005 - 2010, JI. KH Hasyim Asy'ari 21 Kota Malang",
3505-00-0000-0201,"Yayasan Pendidikan Muslimat NU Kota Malang, Ketua periode 2010 - 2015, JI. KH Hasyim Asy'ari 21 Kota Malang",
3505-00-0000-0201,"DPC PPKB Kota Malang, Ketua Periode 2005 - 2010, Jl. Ketapang 2 Kota Malang",
3505-00-0000-0201,"DPW PPKB Jawa Timur, Wakil Bendahara Periode 2004 - 2009, Jl, Ketintang Madya - Surabaya",
3505-00-0000-0201,"DPW PPKB Jawa Timur, Penasehat Periode 2009 - 2014, Jl. Ketintang - Surabaya",
