id,entity_type,entity_id,sub_districts_id,voice,description
4577,Candidate,2,2,898,Penghitungan Sah
4578,Candidate,2,3,153,Penghitungan Sah
4579,Candidate,2,4,395,Penghitungan Sah
4580,Candidate,2,5,1010,Penghitungan Sah
4581,Candidate,2,6,455,Penghitungan Sah
4582,Candidate,2,7,716,Penghitungan Sah
4583,Candidate,2,8,747,Penghitungan Sah
4584,Candidate,2,9,1800,Penghitungan Sah
4585,Candidate,2,10,1158,Penghitungan Sah
4586,Candidate,2,11,1751,Penghitungan Sah
4587,Candidate,2,12,992,Penghitungan Sah
4588,Candidate,2,13,209,Penghitungan Sah
4589,Candidate,2,14,691,Penghitungan Sah
4590,Candidate,2,15,425,Penghitungan Sah
4591,Candidate,2,16,2058,Penghitungan Sah
4592,Candidate,2,17,2334,Penghitungan Sah
4593,Candidate,2,18,877,Penghitungan Sah
4594,Candidate,2,19,1231,Penghitungan Sah
4595,Candidate,2,20,679,Penghitungan Sah
4596,Candidate,2,21,598,Penghitungan Sah
4597,Candidate,2,22,1018,Penghitungan Sah
4598,Candidate,2,23,263,Penghitungan Sah
4599,Candidate,2,24,1123,Penghitungan Sah
4600,Candidate,2,25,606,Penghitungan Sah
4601,Candidate,2,26,193,Penghitungan Sah
4602,Candidate,2,27,1542,Penghitungan Sah
4603,Candidate,2,28,777,Penghitungan Sah
4604,Candidate,2,29,338,Penghitungan Sah
4605,Candidate,2,30,750,Penghitungan Sah
4606,Candidate,2,31,3115,Penghitungan Sah
4607,Candidate,3,1,435,Penghitungan Sah
4608,Candidate,3,2,444,Penghitungan Sah
4609,Candidate,3,3,346,Penghitungan Sah
4610,Candidate,3,4,182,Penghitungan Sah
4611,Candidate,3,5,388,Penghitungan Sah
4612,Candidate,3,6,148,Penghitungan Sah
4613,Candidate,3,7,745,Penghitungan Sah
4614,Candidate,3,8,352,Penghitungan Sah
4615,Candidate,3,9,536,Penghitungan Sah
4616,Candidate,3,10,2287,Penghitungan Sah
4617,Candidate,3,11,376,Penghitungan Sah
4618,Candidate,3,12,476,Penghitungan Sah
4619,Candidate,3,13,192,Penghitungan Sah
4620,Candidate,3,14,399,Penghitungan Sah
4621,Candidate,3,15,67,Penghitungan Sah
4622,Candidate,3,16,940,Penghitungan Sah
4623,Candidate,3,17,1315,Penghitungan Sah
4624,Candidate,3,18,588,Penghitungan Sah
4625,Candidate,3,19,493,Penghitungan Sah
4626,Candidate,3,20,336,Penghitungan Sah
4627,Candidate,3,21,197,Penghitungan Sah
4628,Candidate,3,22,891,Penghitungan Sah
4629,Candidate,3,23,316,Penghitungan Sah
4630,Candidate,3,24,788,Penghitungan Sah
4631,Candidate,3,25,494,Penghitungan Sah
4632,Candidate,3,26,485,Penghitungan Sah
4633,Candidate,3,27,576,Penghitungan Sah
4634,Candidate,3,28,451,Penghitungan Sah
4635,Candidate,3,29,333,Penghitungan Sah
4636,Candidate,3,30,1100,Penghitungan Sah
4637,Candidate,3,31,1173,Penghitungan Sah
4638,Candidate,4,1,1423,Penghitungan Sah
4639,Candidate,4,2,1250,Penghitungan Sah
4640,Candidate,4,3,904,Penghitungan Sah
4641,Candidate,4,4,832,Penghitungan Sah
4642,Candidate,4,5,749,Penghitungan Sah
4643,Candidate,4,6,757,Penghitungan Sah
4644,Candidate,4,7,1548,Penghitungan Sah
4645,Candidate,4,8,1298,Penghitungan Sah
4646,Candidate,4,9,1910,Penghitungan Sah
4647,Candidate,4,10,1835,Penghitungan Sah
4648,Candidate,4,11,1176,Penghitungan Sah
4649,Candidate,4,12,1868,Penghitungan Sah
4650,Candidate,4,13,559,Penghitungan Sah
4651,Candidate,4,14,840,Penghitungan Sah
4652,Candidate,4,15,1153,Penghitungan Sah
4653,Candidate,4,16,3166,Penghitungan Sah
4654,Candidate,4,17,3818,Penghitungan Sah
4655,Candidate,4,18,1953,Penghitungan Sah
4656,Candidate,4,19,1660,Penghitungan Sah
4657,Candidate,4,20,919,Penghitungan Sah
4658,Candidate,4,21,747,Penghitungan Sah
4659,Candidate,4,22,2292,Penghitungan Sah
4660,Candidate,4,23,1235,Penghitungan Sah
4661,Candidate,4,24,1274,Penghitungan Sah
4662,Candidate,4,25,1317,Penghitungan Sah
4663,Candidate,4,26,649,Penghitungan Sah
4664,Candidate,4,27,1709,Penghitungan Sah
4665,Candidate,4,28,1016,Penghitungan Sah
4666,Candidate,4,29,684,Penghitungan Sah
4667,Candidate,4,30,2078,Penghitungan Sah
4668,Candidate,4,31,4522,Penghitungan Sah
4669,Candidate,5,1,736,Penghitungan Sah
4670,Candidate,5,2,850,Penghitungan Sah
4671,Candidate,5,3,569,Penghitungan Sah
4672,Candidate,5,4,380,Penghitungan Sah
4673,Candidate,5,5,407,Penghitungan Sah
4674,Candidate,5,6,307,Penghitungan Sah
4675,Candidate,5,7,1912,Penghitungan Sah
4676,Candidate,5,8,667,Penghitungan Sah
4677,Candidate,5,9,769,Penghitungan Sah
4678,Candidate,5,10,851,Penghitungan Sah
4679,Candidate,5,11,566,Penghitungan Sah
4680,Candidate,5,12,928,Penghitungan Sah
4681,Candidate,5,13,459,Penghitungan Sah
4682,Candidate,5,14,800,Penghitungan Sah
4683,Candidate,5,15,549,Penghitungan Sah
4684,Candidate,5,16,1371,Penghitungan Sah
4685,Candidate,5,17,1752,Penghitungan Sah
4686,Candidate,5,18,958,Penghitungan Sah
4687,Candidate,5,19,940,Penghitungan Sah
4688,Candidate,5,20,609,Penghitungan Sah
4689,Candidate,5,21,354,Penghitungan Sah
4690,Candidate,5,22,1575,Penghitungan Sah
4691,Candidate,5,23,633,Penghitungan Sah
4692,Candidate,5,24,1139,Penghitungan Sah
4693,Candidate,5,25,769,Penghitungan Sah
4694,Candidate,5,26,737,Penghitungan Sah
4695,Candidate,5,27,960,Penghitungan Sah
4696,Candidate,5,28,607,Penghitungan Sah
4697,Candidate,5,29,579,Penghitungan Sah
4698,Candidate,5,30,804,Penghitungan Sah
4699,Candidate,5,31,2429,Penghitungan Sah
4700,Candidate,6,1,353,Penghitungan Sah
4701,Candidate,6,2,384,Penghitungan Sah
4702,Candidate,6,3,229,Penghitungan Sah
4703,Candidate,6,4,260,Penghitungan Sah
4704,Candidate,6,5,254,Penghitungan Sah
4705,Candidate,6,6,157,Penghitungan Sah
4706,Candidate,6,7,1209,Penghitungan Sah
4707,Candidate,6,8,296,Penghitungan Sah
4708,Candidate,6,9,609,Penghitungan Sah
4709,Candidate,6,10,598,Penghitungan Sah
4710,Candidate,6,11,297,Penghitungan Sah
4711,Candidate,6,12,506,Penghitungan Sah
4712,Candidate,6,13,116,Penghitungan Sah
4713,Candidate,6,14,380,Penghitungan Sah
4714,Candidate,6,15,300,Penghitungan Sah
4715,Candidate,6,16,848,Penghitungan Sah
4716,Candidate,6,17,1125,Penghitungan Sah
4717,Candidate,6,18,678,Penghitungan Sah
4718,Candidate,6,19,613,Penghitungan Sah
4719,Candidate,6,20,360,Penghitungan Sah
4720,Candidate,6,21,318,Penghitungan Sah
4721,Candidate,6,22,593,Penghitungan Sah
4722,Candidate,6,23,244,Penghitungan Sah
4723,Candidate,6,24,324,Penghitungan Sah
4724,Candidate,6,25,353,Penghitungan Sah
4725,Candidate,6,26,172,Penghitungan Sah
4726,Candidate,6,27,970,Penghitungan Sah
4727,Candidate,6,28,269,Penghitungan Sah
4728,Candidate,6,29,538,Penghitungan Sah
4729,Candidate,6,30,438,Penghitungan Sah
4730,Candidate,6,31,1127,Penghitungan Sah
4731,Candidate,7,1,315,Penghitungan Sah
4732,Candidate,7,2,466,Penghitungan Sah
4733,Candidate,7,3,220,Penghitungan Sah
4734,Candidate,7,4,256,Penghitungan Sah
4735,Candidate,7,5,225,Penghitungan Sah
4736,Candidate,7,6,199,Penghitungan Sah
4737,Candidate,7,7,785,Penghitungan Sah
4738,Candidate,7,8,486,Penghitungan Sah
4739,Candidate,7,9,752,Penghitungan Sah
4740,Candidate,7,10,787,Penghitungan Sah
4741,Candidate,7,11,504,Penghitungan Sah
4742,Candidate,7,12,508,Penghitungan Sah
4743,Candidate,7,13,173,Penghitungan Sah
4744,Candidate,7,14,358,Penghitungan Sah
4745,Candidate,7,15,268,Penghitungan Sah
4746,Candidate,7,16,927,Penghitungan Sah
4747,Candidate,7,17,1770,Penghitungan Sah
4748,Candidate,7,18,604,Penghitungan Sah
4749,Candidate,7,19,700,Penghitungan Sah
4750,Candidate,7,20,389,Penghitungan Sah
4751,Candidate,7,21,485,Penghitungan Sah
4752,Candidate,7,22,719,Penghitungan Sah
4753,Candidate,7,23,265,Penghitungan Sah
4754,Candidate,7,24,510,Penghitungan Sah
4755,Candidate,7,25,416,Penghitungan Sah
4756,Candidate,7,26,263,Penghitungan Sah
4757,Candidate,7,27,611,Penghitungan Sah
4758,Candidate,7,28,378,Penghitungan Sah
4759,Candidate,7,29,350,Penghitungan Sah
4760,Candidate,7,30,500,Penghitungan Sah
4761,Candidate,7,31,1616,Penghitungan Sah
4762,Candidate,8,1,1241,Penghitungan Sah
4763,Candidate,8,2,1680,Penghitungan Sah
4764,Candidate,8,3,575,Penghitungan Sah
4765,Candidate,8,4,1046,Penghitungan Sah
4766,Candidate,8,5,939,Penghitungan Sah
4767,Candidate,8,6,1261,Penghitungan Sah
4768,Candidate,8,7,1788,Penghitungan Sah
4769,Candidate,8,8,1340,Penghitungan Sah
4770,Candidate,8,9,2553,Penghitungan Sah
4771,Candidate,8,10,1952,Penghitungan Sah
4772,Candidate,8,11,1469,Penghitungan Sah
4773,Candidate,8,12,1676,Penghitungan Sah
4774,Candidate,8,13,607,Penghitungan Sah
4775,Candidate,8,14,358,Penghitungan Sah
4776,Candidate,8,15,1094,Penghitungan Sah
4777,Candidate,8,16,3212,Penghitungan Sah
4778,Candidate,8,17,4797,Penghitungan Sah
4779,Candidate,8,18,2357,Penghitungan Sah
4780,Candidate,8,19,1841,Penghitungan Sah
4781,Candidate,8,20,1434,Penghitungan Sah
4782,Candidate,8,21,773,Penghitungan Sah
4783,Candidate,8,22,2233,Penghitungan Sah
4784,Candidate,8,23,894,Penghitungan Sah
4785,Candidate,8,24,1413,Penghitungan Sah
4786,Candidate,8,25,1703,Penghitungan Sah
4787,Candidate,8,26,466,Penghitungan Sah
4788,Candidate,8,27,1918,Penghitungan Sah
4789,Candidate,8,28,935,Penghitungan Sah
4790,Candidate,8,29,1730,Penghitungan Sah
4791,Candidate,8,30,1896,Penghitungan Sah
4792,Candidate,8,31,4882,Penghitungan Sah
4793,Candidate,9,1,933,Penghitungan Sah
4794,Candidate,9,2,1099,Penghitungan Sah
4795,Candidate,9,3,499,Penghitungan Sah
4796,Candidate,9,4,730,Penghitungan Sah
4797,Candidate,9,5,584,Penghitungan Sah
4798,Candidate,9,6,604,Penghitungan Sah
4799,Candidate,9,7,2070,Penghitungan Sah
4800,Candidate,9,8,1108,Penghitungan Sah
4801,Candidate,9,9,1644,Penghitungan Sah
4802,Candidate,9,10,1598,Penghitungan Sah
4803,Candidate,9,11,900,Penghitungan Sah
4804,Candidate,9,12,1223,Penghitungan Sah
4805,Candidate,9,13,370,Penghitungan Sah
4806,Candidate,9,14,938,Penghitungan Sah
4807,Candidate,9,15,647,Penghitungan Sah
4808,Candidate,9,16,2580,Penghitungan Sah
4809,Candidate,9,17,3144,Penghitungan Sah
4810,Candidate,9,18,1421,Penghitungan Sah
4811,Candidate,9,19,1603,Penghitungan Sah
4812,Candidate,9,20,1090,Penghitungan Sah
4813,Candidate,9,21,748,Penghitungan Sah
4814,Candidate,9,22,1986,Penghitungan Sah
4815,Candidate,9,23,519,Penghitungan Sah
4816,Candidate,9,24,1006,Penghitungan Sah
4817,Candidate,9,25,1472,Penghitungan Sah
4818,Candidate,9,26,367,Penghitungan Sah
4819,Candidate,9,27,1198,Penghitungan Sah
4820,Candidate,9,28,925,Penghitungan Sah
4821,Candidate,9,29,801,Penghitungan Sah
4822,Candidate,9,30,1567,Penghitungan Sah
4823,Candidate,9,31,3322,Penghitungan Sah
4824,Candidate,10,1,1553,Penghitungan Sah
4825,Candidate,10,2,2776,Penghitungan Sah
4826,Candidate,10,3,638,Penghitungan Sah
4827,Candidate,10,4,1174,Penghitungan Sah
4828,Candidate,10,5,955,Penghitungan Sah
4829,Candidate,10,6,769,Penghitungan Sah
4830,Candidate,10,7,2360,Penghitungan Sah
4831,Candidate,10,8,1467,Penghitungan Sah
4832,Candidate,10,9,2321,Penghitungan Sah
4833,Candidate,10,10,1938,Penghitungan Sah
4834,Candidate,10,11,1939,Penghitungan Sah
4835,Candidate,10,12,1630,Penghitungan Sah
4836,Candidate,10,13,1457,Penghitungan Sah
4837,Candidate,10,14,1036,Penghitungan Sah
4838,Candidate,10,15,883,Penghitungan Sah
4839,Candidate,10,16,3471,Penghitungan Sah
4840,Candidate,10,17,3464,Penghitungan Sah
4841,Candidate,10,18,2069,Penghitungan Sah
4842,Candidate,10,19,2760,Penghitungan Sah
4843,Candidate,10,20,1309,Penghitungan Sah
4844,Candidate,10,21,1172,Penghitungan Sah
4845,Candidate,10,22,2081,Penghitungan Sah
4846,Candidate,10,23,1001,Penghitungan Sah
4847,Candidate,10,24,2931,Penghitungan Sah
4848,Candidate,10,25,1616,Penghitungan Sah
4849,Candidate,10,26,1556,Penghitungan Sah
4850,Candidate,10,27,1506,Penghitungan Sah
4851,Candidate,10,28,941,Penghitungan Sah
4852,Candidate,10,29,842,Penghitungan Sah
4853,Candidate,10,30,1878,Penghitungan Sah
4854,Candidate,10,31,5352,Penghitungan Sah
4855,Candidate,11,1,193,Penghitungan Sah
4856,Candidate,11,2,125,Penghitungan Sah
4857,Candidate,11,3,105,Penghitungan Sah
4858,Candidate,11,4,219,Penghitungan Sah
4859,Candidate,11,5,127,Penghitungan Sah
4860,Candidate,11,6,87,Penghitungan Sah
4861,Candidate,11,7,1534,Penghitungan Sah
4862,Candidate,11,8,866,Penghitungan Sah
4863,Candidate,11,9,345,Penghitungan Sah
4864,Candidate,11,10,113,Penghitungan Sah
4865,Candidate,11,11,109,Penghitungan Sah
4866,Candidate,11,12,344,Penghitungan Sah
4867,Candidate,11,13,757,Penghitungan Sah
4868,Candidate,11,14,153,Penghitungan Sah
4869,Candidate,11,15,59,Penghitungan Sah
4870,Candidate,11,16,236,Penghitungan Sah
4871,Candidate,11,17,336,Penghitungan Sah
4872,Candidate,11,18,195,Penghitungan Sah
4873,Candidate,11,19,771,Penghitungan Sah
4874,Candidate,11,20,242,Penghitungan Sah
4875,Candidate,11,21,487,Penghitungan Sah
4876,Candidate,11,22,237,Penghitungan Sah
4877,Candidate,11,23,167,Penghitungan Sah
4878,Candidate,11,24,391,Penghitungan Sah
4879,Candidate,11,25,202,Penghitungan Sah
4880,Candidate,11,26,134,Penghitungan Sah
4881,Candidate,11,27,174,Penghitungan Sah
4882,Candidate,11,28,145,Penghitungan Sah
4883,Candidate,11,29,115,Penghitungan Sah
4884,Candidate,11,30,125,Penghitungan Sah
4885,Candidate,11,31,719,Penghitungan Sah
4886,Candidate,12,1,216,Penghitungan Sah
4887,Candidate,12,2,374,Penghitungan Sah
4888,Candidate,12,3,140,Penghitungan Sah
4889,Candidate,12,4,209,Penghitungan Sah
4890,Candidate,12,5,185,Penghitungan Sah
4891,Candidate,12,6,260,Penghitungan Sah
4892,Candidate,12,7,344,Penghitungan Sah
4893,Candidate,12,8,292,Penghitungan Sah
4894,Candidate,12,9,659,Penghitungan Sah
4895,Candidate,12,10,334,Penghitungan Sah
4896,Candidate,12,11,380,Penghitungan Sah
4897,Candidate,12,12,364,Penghitungan Sah
4898,Candidate,12,13,118,Penghitungan Sah
4899,Candidate,12,14,254,Penghitungan Sah
4900,Candidate,12,15,154,Penghitungan Sah
4901,Candidate,12,16,658,Penghitungan Sah
4902,Candidate,12,17,717,Penghitungan Sah
4903,Candidate,12,18,421,Penghitungan Sah
4904,Candidate,12,19,661,Penghitungan Sah
4905,Candidate,12,20,303,Penghitungan Sah
4906,Candidate,12,21,236,Penghitungan Sah
4907,Candidate,12,22,632,Penghitungan Sah
4908,Candidate,12,23,124,Penghitungan Sah
4909,Candidate,12,24,574,Penghitungan Sah
4910,Candidate,12,25,314,Penghitungan Sah
4911,Candidate,12,26,83,Penghitungan Sah
4912,Candidate,12,27,356,Penghitungan Sah
4913,Candidate,12,28,297,Penghitungan Sah
4914,Candidate,12,29,97,Penghitungan Sah
4915,Candidate,12,30,301,Penghitungan Sah
4916,Candidate,12,31,1291,Penghitungan Sah
4917,Candidate,13,1,10101,Penghitungan Sah
4918,Candidate,13,2,2618,Penghitungan Sah
4919,Candidate,13,3,3622,Penghitungan Sah
4920,Candidate,13,4,1227,Penghitungan Sah
4921,Candidate,13,5,3695,Penghitungan Sah
4922,Candidate,13,6,991,Penghitungan Sah
4923,Candidate,13,7,7343,Penghitungan Sah
4924,Candidate,13,8,2088,Penghitungan Sah
4925,Candidate,13,9,3817,Penghitungan Sah
4926,Candidate,13,10,3185,Penghitungan Sah
4927,Candidate,13,11,2223,Penghitungan Sah
4928,Candidate,13,12,5542,Penghitungan Sah
4929,Candidate,13,13,1360,Penghitungan Sah
4930,Candidate,13,14,6346,Penghitungan Sah
4931,Candidate,13,15,1122,Penghitungan Sah
4932,Candidate,13,16,6205,Penghitungan Sah
4933,Candidate,13,17,4958,Penghitungan Sah
4934,Candidate,13,18,5869,Penghitungan Sah
4935,Candidate,13,19,3082,Penghitungan Sah
4936,Candidate,13,20,1371,Penghitungan Sah
4937,Candidate,13,21,1570,Penghitungan Sah
4938,Candidate,13,22,23925,Penghitungan Sah
4939,Candidate,13,23,1300,Penghitungan Sah
4940,Candidate,13,24,2993,Penghitungan Sah
4941,Candidate,13,25,2019,Penghitungan Sah
4942,Candidate,13,26,913,Penghitungan Sah
4943,Candidate,13,27,3846,Penghitungan Sah
4944,Candidate,13,28,1214,Penghitungan Sah
4945,Candidate,13,29,1094,Penghitungan Sah
4946,Candidate,13,30,3166,Penghitungan Sah
4947,Candidate,13,31,9837,Penghitungan Sah
4948,Candidate,14,1,192,Penghitungan Sah
4949,Candidate,14,2,222,Penghitungan Sah
4950,Candidate,14,3,174,Penghitungan Sah
4951,Candidate,14,4,18,Penghitungan Sah
4952,Candidate,14,5,148,Penghitungan Sah
4953,Candidate,14,6,103,Penghitungan Sah
4954,Candidate,14,7,2727,Penghitungan Sah
4955,Candidate,14,8,233,Penghitungan Sah
4956,Candidate,14,9,284,Penghitungan Sah
4957,Candidate,14,10,311,Penghitungan Sah
4958,Candidate,14,11,194,Penghitungan Sah
4959,Candidate,14,12,283,Penghitungan Sah
4960,Candidate,14,13,95,Penghitungan Sah
4961,Candidate,14,14,530,Penghitungan Sah
4962,Candidate,14,15,440,Penghitungan Sah
4963,Candidate,14,16,373,Penghitungan Sah
4964,Candidate,14,17,560,Penghitungan Sah
4965,Candidate,14,18,463,Penghitungan Sah
4966,Candidate,14,19,351,Penghitungan Sah
4967,Candidate,14,20,447,Penghitungan Sah
4968,Candidate,14,21,120,Penghitungan Sah
4969,Candidate,14,22,448,Penghitungan Sah
4970,Candidate,14,23,164,Penghitungan Sah
4971,Candidate,14,24,229,Penghitungan Sah
4972,Candidate,14,25,254,Penghitungan Sah
4973,Candidate,14,26,157,Penghitungan Sah
4974,Candidate,14,27,260,Penghitungan Sah
4975,Candidate,14,28,160,Penghitungan Sah
4976,Candidate,14,29,306,Penghitungan Sah
4977,Candidate,14,30,306,Penghitungan Sah
4978,Candidate,14,31,714,Penghitungan Sah
4979,Candidate,16,1,1380,Penghitungan Sah
4980,Candidate,16,2,1218,Penghitungan Sah
4981,Candidate,16,3,1008,Penghitungan Sah
4982,Candidate,16,4,782,Penghitungan Sah
4983,Candidate,16,5,668,Penghitungan Sah
4984,Candidate,16,6,559,Penghitungan Sah
4985,Candidate,16,7,2392,Penghitungan Sah
4986,Candidate,16,8,1443,Penghitungan Sah
4987,Candidate,16,9,1408,Penghitungan Sah
4988,Candidate,16,10,1569,Penghitungan Sah
4989,Candidate,16,11,1099,Penghitungan Sah
4990,Candidate,16,12,1797,Penghitungan Sah
4991,Candidate,16,13,608,Penghitungan Sah
4992,Candidate,16,14,1454,Penghitungan Sah
4993,Candidate,16,15,796,Penghitungan Sah
4994,Candidate,16,16,2592,Penghitungan Sah
4995,Candidate,16,17,2814,Penghitungan Sah
4996,Candidate,16,18,2498,Penghitungan Sah
4997,Candidate,16,19,1737,Penghitungan Sah
4998,Candidate,16,20,929,Penghitungan Sah
4999,Candidate,16,21,1034,Penghitungan Sah
5000,Candidate,16,22,3801,Penghitungan Sah
5001,Candidate,16,23,814,Penghitungan Sah
5002,Candidate,16,24,1595,Penghitungan Sah
5003,Candidate,16,25,1327,Penghitungan Sah
5004,Candidate,16,26,814,Penghitungan Sah
5005,Candidate,16,27,1332,Penghitungan Sah
5006,Candidate,16,28,638,Penghitungan Sah
5007,Candidate,16,29,787,Penghitungan Sah
5008,Candidate,16,30,1673,Penghitungan Sah
5009,Candidate,16,31,3642,Penghitungan Sah
5010,Candidate,17,1,769,Penghitungan Sah
5011,Candidate,17,2,935,Penghitungan Sah
5012,Candidate,17,3,274,Penghitungan Sah
5013,Candidate,17,4,464,Penghitungan Sah
5014,Candidate,17,5,342,Penghitungan Sah
5015,Candidate,17,6,339,Penghitungan Sah
5016,Candidate,17,7,1697,Penghitungan Sah
5017,Candidate,17,8,519,Penghitungan Sah
5018,Candidate,17,9,1029,Penghitungan Sah
5019,Candidate,17,10,694,Penghitungan Sah
5020,Candidate,17,11,490,Penghitungan Sah
5021,Candidate,17,12,774,Penghitungan Sah
5022,Candidate,17,13,213,Penghitungan Sah
5023,Candidate,17,14,594,Penghitungan Sah
5024,Candidate,17,15,497,Penghitungan Sah
5025,Candidate,17,16,1299,Penghitungan Sah
5026,Candidate,17,17,1376,Penghitungan Sah
5027,Candidate,17,18,745,Penghitungan Sah
5028,Candidate,17,19,734,Penghitungan Sah
5029,Candidate,17,20,479,Penghitungan Sah
5030,Candidate,17,21,349,Penghitungan Sah
5031,Candidate,17,22,1100,Penghitungan Sah
5032,Candidate,17,23,339,Penghitungan Sah
5033,Candidate,17,24,611,Penghitungan Sah
5034,Candidate,17,25,582,Penghitungan Sah
5035,Candidate,17,26,282,Penghitungan Sah
5036,Candidate,17,27,718,Penghitungan Sah
5037,Candidate,17,28,419,Penghitungan Sah
5038,Candidate,17,29,542,Penghitungan Sah
5039,Candidate,17,30,714,Penghitungan Sah
5040,Candidate,17,31,1867,Penghitungan Sah
5041,Candidate,18,1,2829,Penghitungan Sah
5042,Candidate,18,2,3122,Penghitungan Sah
5043,Candidate,18,3,512,Penghitungan Sah
5044,Candidate,18,4,1425,Penghitungan Sah
5045,Candidate,18,5,2492,Penghitungan Sah
5046,Candidate,18,6,1524,Penghitungan Sah
5047,Candidate,18,7,1500,Penghitungan Sah
5048,Candidate,18,8,3927,Penghitungan Sah
5049,Candidate,18,9,6116,Penghitungan Sah
5050,Candidate,18,10,3705,Penghitungan Sah
5051,Candidate,18,11,6223,Penghitungan Sah
5052,Candidate,18,12,2831,Penghitungan Sah
5053,Candidate,18,13,791,Penghitungan Sah
5054,Candidate,18,14,2076,Penghitungan Sah
5055,Candidate,18,15,1790,Penghitungan Sah
5056,Candidate,18,16,5951,Penghitungan Sah
5057,Candidate,18,17,7005,Penghitungan Sah
5058,Candidate,18,18,2880,Penghitungan Sah
5059,Candidate,18,19,6691,Penghitungan Sah
5060,Candidate,18,20,2590,Penghitungan Sah
5061,Candidate,18,21,2251,Penghitungan Sah
5062,Candidate,18,22,1740,Penghitungan Sah
5063,Candidate,18,23,265,Penghitungan Sah
5064,Candidate,18,24,4583,Penghitungan Sah
5065,Candidate,18,25,2365,Penghitungan Sah
5066,Candidate,18,26,532,Penghitungan Sah
5067,Candidate,18,27,3959,Penghitungan Sah
5068,Candidate,18,28,3059,Penghitungan Sah
5069,Candidate,18,29,1123,Penghitungan Sah
5070,Candidate,18,30,2856,Penghitungan Sah
5071,Candidate,18,31,9819,Penghitungan Sah
5072,Candidate,19,1,347,Penghitungan Sah
5073,Candidate,19,2,546,Penghitungan Sah
5074,Candidate,19,3,202,Penghitungan Sah
5075,Candidate,19,4,286,Penghitungan Sah
5076,Candidate,19,5,389,Penghitungan Sah
5077,Candidate,19,6,307,Penghitungan Sah
5078,Candidate,19,7,918,Penghitungan Sah
5079,Candidate,19,8,517,Penghitungan Sah
5080,Candidate,19,9,1045,Penghitungan Sah
5081,Candidate,19,10,806,Penghitungan Sah
5082,Candidate,19,11,544,Penghitungan Sah
5083,Candidate,19,12,668,Penghitungan Sah
5084,Candidate,19,13,200,Penghitungan Sah
5085,Candidate,19,14,426,Penghitungan Sah
5086,Candidate,19,15,367,Penghitungan Sah
5087,Candidate,19,16,1240,Penghitungan Sah
5088,Candidate,19,17,1942,Penghitungan Sah
5089,Candidate,19,18,792,Penghitungan Sah
5090,Candidate,19,19,751,Penghitungan Sah
5091,Candidate,19,20,536,Penghitungan Sah
5092,Candidate,19,21,330,Penghitungan Sah
5093,Candidate,19,22,724,Penghitungan Sah
5094,Candidate,19,23,264,Penghitungan Sah
5095,Candidate,19,24,531,Penghitungan Sah
5096,Candidate,19,25,580,Penghitungan Sah
5097,Candidate,19,26,158,Penghitungan Sah
5098,Candidate,19,27,767,Penghitungan Sah
5099,Candidate,19,28,490,Penghitungan Sah
5100,Candidate,19,29,295,Penghitungan Sah
5101,Candidate,19,30,740,Penghitungan Sah
5102,Candidate,19,31,3080,Penghitungan Sah
5103,Candidate,20,1,354,Penghitungan Sah
5104,Candidate,20,2,489,Penghitungan Sah
5105,Candidate,20,3,182,Penghitungan Sah
5106,Candidate,20,4,290,Penghitungan Sah
5107,Candidate,20,5,285,Penghitungan Sah
5108,Candidate,20,6,217,Penghitungan Sah
5109,Candidate,20,7,647,Penghitungan Sah
5110,Candidate,20,8,418,Penghitungan Sah
5111,Candidate,20,9,666,Penghitungan Sah
5112,Candidate,20,10,544,Penghitungan Sah
5113,Candidate,20,11,337,Penghitungan Sah
5114,Candidate,20,12,498,Penghitungan Sah
5115,Candidate,20,13,165,Penghitungan Sah
5116,Candidate,20,14,393,Penghitungan Sah
5117,Candidate,20,15,407,Penghitungan Sah
5118,Candidate,20,16,885,Penghitungan Sah
5119,Candidate,20,17,1205,Penghitungan Sah
5120,Candidate,20,18,595,Penghitungan Sah
5121,Candidate,20,19,490,Penghitungan Sah
5122,Candidate,20,20,347,Penghitungan Sah
5123,Candidate,20,21,254,Penghitungan Sah
5124,Candidate,20,22,725,Penghitungan Sah
5125,Candidate,20,23,293,Penghitungan Sah
5126,Candidate,20,24,432,Penghitungan Sah
5127,Candidate,20,25,441,Penghitungan Sah
5128,Candidate,20,26,219,Penghitungan Sah
5129,Candidate,20,27,674,Penghitungan Sah
5130,Candidate,20,28,332,Penghitungan Sah
5131,Candidate,20,29,378,Penghitungan Sah
5132,Candidate,20,30,664,Penghitungan Sah
5133,Candidate,20,31,1262,Penghitungan Sah
5134,Candidate,21,1,157,Penghitungan Sah
5135,Candidate,21,2,190,Penghitungan Sah
5136,Candidate,21,3,95,Penghitungan Sah
5137,Candidate,21,4,140,Penghitungan Sah
5138,Candidate,21,5,141,Penghitungan Sah
5139,Candidate,21,6,88,Penghitungan Sah
5140,Candidate,21,7,302,Penghitungan Sah
5141,Candidate,21,8,243,Penghitungan Sah
5142,Candidate,21,9,451,Penghitungan Sah
5143,Candidate,21,10,199,Penghitungan Sah
5144,Candidate,21,11,196,Penghitungan Sah
5145,Candidate,21,12,376,Penghitungan Sah
5146,Candidate,21,13,77,Penghitungan Sah
5147,Candidate,21,14,243,Penghitungan Sah
5148,Candidate,21,15,128,Penghitungan Sah
5149,Candidate,21,16,495,Penghitungan Sah
