id,link,title,time,date
43,http://www.dpr.go.id/agenda/detail/id/7324,Rapat Komisi VI DPR RI mengenai PMN II dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT. DOK Perkapalan Surabaya (Persero),19:30,2015-01-28
44,http://www.dpr.go.id/agenda/detail/id/7348,Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT DOK Perkapalan Kodja Bahari (Persero),09:00,2015-01-29
45,http://www.dpr.go.id/agenda/detail/id/7353,"Rapat Panja PMN 2 Komisi VI DPR RI dengan Deputi Bidang Usaha Jasa Keuangan, Jasa Konstruksi dan Jasa Lain dan PT. Adhi Karya (Persero) Tbk",09:00,2015-01-29
46,http://www.dpr.go.id/agenda/detail/id/7374,RDP Komisi V DPR RI dgn Dirjen Perhubungan Darat Kementerian Perhubungan,09:00,2015-01-29
47,http://www.dpr.go.id/agenda/detail/id/7216,Rapat Kerja Komisi VIII DPR RI dengan Menteri Agama RI.,10:00,2015-01-29
48,http://www.dpr.go.id/agenda/detail/id/7295,Komisi IX RDP dgn Kepala Badan POM,10:00,2015-01-29
49,http://www.dpr.go.id/agenda/detail/id/7303,Lapsing Rapat Kerja Komisi I DPR RI dengan Panglima TNI,10:00,2015-01-29
50,http://www.dpr.go.id/agenda/detail/id/7331,RDP Komisi II DPR RI dengan Komisi Aparatur Sipil Negara ( KSAN),10:00,2015-01-29
51,http://www.dpr.go.id/agenda/detail/id/7377,"Badan Anggaran DPR RI - Rapat Panja Asumsi Dasar, Pendapatan, Defisit dan Pembiayaan dengan Pemerintah",10:00,2015-01-29
52,http://www.dpr.go.id/agenda/detail/id/7375,"RDP Komisi V DPR RI dgn Dirjen Hubdat, Hubla dan Perkeretaapian Kementerian Perhubungan",13:00,2015-01-29
53,http://www.dpr.go.id/agenda/detail/id/7341,Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT Sang Hyang Seri (Persero),13:30,2015-01-29
54,http://www.dpr.go.id/agenda/detail/id/7355,"Rapat Panja PMN 2 Komisi VI DPR RI dengan Deputi Bidang Usaha Jasa Keuangan, Jasa Konstruksi dan Jasa Lain dan PT. Hutama Karya (Persero)",13:30,2015-01-29
55,http://www.dpr.go.id/agenda/detail/id/7371,RDP Komisi III dengan BNPT,14:00,2015-01-29
56,http://www.dpr.go.id/agenda/detail/id/7300,Rapat Dengar Pendapat Komisi VIII DPR RI dengan Sekretaris Menteri Pemberdayaan Perempuan dan Perlindungan Anak RI.,14:30,2015-01-29
57,http://www.dpr.go.id/agenda/detail/id/7340,Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT. Pertani (Persero),16:00,2015-01-29
58,http://www.dpr.go.id/agenda/detail/id/7352,"Rapat Panja PMN 2 Komisi VI DPR RI dengan Deputi Bidang Usaha Energi, Logistik dan Perhubungan dan PT Aneka Tambang (Persero)",16:00,2015-01-29
59,http://www.dpr.go.id/agenda/detail/id/7342,Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT Perkebunan Nusantara III (Persero),19:30,2015-01-29
60,http://www.dpr.go.id/agenda/detail/id/7343,Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT Perkebunan Nusantara VII (Persero),19:30,2015-01-29
61,http://www.dpr.go.id/agenda/detail/id/7350,"Rapat Panja PMN 2 Komisi VI DPR RI dengan Deputi Bidang Usaha Energi, Logistik dan Perhubungan dan PT PELNI (Persero)",19:30,2015-01-29
62,http://www.dpr.go.id/agenda/detail/id/7372,Rapat Kerja Komisi III dengan Menpora,19:30,2015-01-29
63,http://www.dpr.go.id/agenda/detail/id/7347,Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT Perkebunan Nusantara XII (Persero),09:00,2015-01-30
64,http://www.dpr.go.id/agenda/detail/id/7351,"Rapat Panja PMN 2 Komisi VI DPR RI dengan Deputi Bidang Usaha Energi, Logistik dan Perhubungan dan PT Angkasa Pura II (Persero)",09:00,2015-01-30
65,http://www.dpr.go.id/agenda/detail/id/7344,Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Agro dan Industri Strategis dan PT Perkebunan Nusantara IX (Persero),14:00,2015-01-30
66,http://www.dpr.go.id/agenda/detail/id/7349,"Rapat Panja PMN 2 Komisi VI DPR RI dengan Deputi Bidang Usaha Energi, Logistik dan Perhubungan dan PT ASDP Indonesia Ferry (Persero)",14:00,2015-01-30
67,http://www.dpr.go.id/agenda/detail/id/7320,"Rapat Panja PMN 1 Komisi VI DPR RI dengan Deputi Bidang Usaha Jasa Keuangan, Jasa Konstruksi dan Jasa Lain dan PT Bahana PUI (Persero)",16:00,2015-01-30
