periode,id_partai,nama_partai,role,nama,id_calon,mata_uang,uang,nilai_barang,unit_barang,nilai_jasa,bentuk_jasa,jumlah,keterangan
1,7,Partai Demokrat,calon anggota legislatif,"SRI HIDAYATI, SP",3203-00-0000-0703,Rp,,107000000,,45000000,,152000000,
1,7,Partai Demokrat,calon anggota legislatif,Drs. SUPOMO,3203-00-0000-0704,Rp,,53000000,,28000000,,81000000,
1,7,Partai Demokrat,calon anggota legislatif,"AKHMAD SUHAIMI, SH",3203-00-0000-0705,Rp,,114250000,,72500000,,186750000,
1,7,Partai Demokrat,calon anggota legislatif,DADAN KURNIAWAN,3203-00-0000-0706,Rp,,506750000,,330000000,,836750000,
1,7,Partai Demokrat,calon anggota legislatif,IMELDA SARI,3203-00-0000-0707,Rp,,13500000,,28500000,,42000000,
1,7,Partai Demokrat,calon anggota legislatif,DEIBEL EFFENDI,3203-00-0000-0708,Rp,,60500000,,90000000,,150500000,
1,7,Partai Demokrat,calon anggota legislatif,"NURHAYANI PANE, SH",3203-00-0000-0709,Rp,,61000000,,35000000,,96000000,
1,7,Partai Demokrat,calon anggota legislatif,"INGRID MARIA PALUPI KANSIL, S.SOS",3204-00-0000-0701,Rp,,225120000,,70350000,,295470000,
1,7,Partai Demokrat,calon anggota legislatif,PASHA ISMAYA SUKARDI,3204-00-0000-0702,Rp,,172650000,,10000000,,182650000,
1,7,Partai Demokrat,calon anggota legislatif,"HAMKA HALKAM, SE, MBA",3204-00-0000-0703,Rp,,48250000,,10000000,,58250000,
1,7,Partai Demokrat,calon anggota legislatif,"Ir. HERBERT LUBIS, MSE, MBA",3204-00-0000-0704,Rp,,0,,0,,0,
1,7,Partai Demokrat,calon anggota legislatif,Dra. LINDA AGUSTINI ARITONANG,3204-00-0000-0705,Rp,,40123000,,93450000,,133573000,
1,7,Partai Demokrat,calon anggota legislatif,"IR. H. M. ISMIRHAM SAWALUDDIN, CES, MM",3204-00-0000-0706,Rp,,45000000,,25500000,,70500000,
1,7,Partai Demokrat,calon anggota legislatif,"MAX SOPACUA, SE",3205-00-0000-0701,Rp,,135000000,,135000000,,270000000,
1,7,Partai Demokrat,calon anggota legislatif,ANTON SUKARTONO SURATTO,3205-00-0000-0702,Rp,,164200000,,150000000,,314200000,
1,7,Partai Demokrat,calon anggota legislatif,"HJ. WIENDRADININGSIH, S.SOS",3205-00-0000-0703,Rp,,66730000,,240370000,,307100000,
1,7,Partai Demokrat,calon anggota legislatif,H. M. SYAIFUL ANWAR,3205-00-0000-0704,Rp,,55675000,,279000000,,334675000,
1,7,Partai Demokrat,calon anggota legislatif,"SURYA KUSUMANEGARA, SE",3205-00-0000-0705,Rp,,26525000,,111200000,,137725000,
1,7,Partai Demokrat,calon anggota legislatif,"NUR HAFIZAH, SH",3205-00-0000-0706,Rp,,68050000,,27000000,,95050000,
1,7,Partai Demokrat,calon anggota legislatif,MUHAMMAD AZHARI,3205-00-0000-0707,Rp,,476500000,,405350000,,881850000,
1,7,Partai Demokrat,calon anggota legislatif,IGNATIUS MULYONO,3205-00-0000-0708,Rp,,150000000,,25000000,,175000000,
1,7,Partai Demokrat,calon anggota legislatif,"R. RORO TRI PONNINGSIH, SS",3205-00-0000-0709,Rp,,23250000,,17000000,,40250000,
1,7,Partai Demokrat,calon anggota legislatif,DRS. PARLINDUNGAN HUTABARAT,3206-00-0000-0701,Rp,,218000000,,2500000,,220500000,
1,7,Partai Demokrat,calon anggota legislatif,"H. HARRY WITJAKSONO, SH",3206-00-0000-0702,Rp,,182200000,,120000000,,302200000,
1,7,Partai Demokrat,calon anggota legislatif,"HJ. LESTARI YUSENO, SH",3206-00-0000-0703,Rp,,207548000,,18011500,,225559500,
1,7,Partai Demokrat,calon anggota legislatif,"FARIANI SUGIHARTO, B.Sc, MBA",3206-00-0000-0704,Rp,,11062000,,5881000,,16943000,
1,7,Partai Demokrat,calon anggota legislatif,H. ABDULLAH MAKY,3206-00-0000-0705,Rp,,342500000,,625100000,,967600000,
1,7,Partai Demokrat,calon anggota legislatif,WILIAM H SIRAIT,3206-00-0000-0706,Rp,,0,,0,,0,
1,7,Partai Demokrat,calon anggota legislatif,"SAAN MUSTOPA, M.Si",3207-00-0000-0701,Rp,,218000000,,0,,218000000,
1,7,Partai Demokrat,calon anggota legislatif,"Ir. H. HARI KARTANA, MM, Ph.D, D.Sc",3207-00-0000-0702,Rp,,133000000,,30000000,,163000000,
1,7,Partai Demokrat,calon anggota legislatif,"DHIANA ANWAR, SH",3207-00-0000-0703,Rp,,41561000,,0,,41561000,
1,7,Partai Demokrat,calon anggota legislatif,"DR. Hj. HAMIDAH HAMID, M.Si",3207-00-0000-0704,Rp,,134050000,,69800000,,203850000,
1,7,Partai Demokrat,calon anggota legislatif,"H. MUNAWAR FUAD, M.Ag",3207-00-0000-0705,Rp,,235850000,,105000000,,340850000,
1,7,Partai Demokrat,calon anggota legislatif,"H.M. ACHDAR SUDRADJAT, S.Sos",3207-00-0000-0706,Rp,,233560000,,325000000,,558560000,
1,7,Partai Demokrat,calon anggota legislatif,"Ir. Hj. ADINDA YUANITA, MT",3207-00-0000-0707,Rp,,62840000,,30000000,,92840000,
1,7,Partai Demokrat,calon anggota legislatif,"KOKO ABDUL KODIR, SE",3207-00-0000-0708,Rp,,196250000,,0,,196250000,
1,7,Partai Demokrat,calon anggota legislatif,Ir. RASWARI,3207-00-0000-0709,Rp,,351000000,,149000000,,500000000,
1,7,Partai Demokrat,calon anggota legislatif,dr. HM. TAUFIQ ABDUL HAKIM,3207-00-0000-0710,Rp,,51350000,,20000000,,71350000,
1,7,Partai Demokrat,calon anggota legislatif,"Ir. E. HERMAN KHAERON, M.Si",3208-00-0000-0701,Rp,,416000000,,330000000,,746000000,
1,7,Partai Demokrat,calon anggota legislatif,drg. LINTANG PRAMESTI,3208-00-0000-0702,Rp,,500000,,1500000,,2000000,
1,7,Partai Demokrat,calon anggota legislatif,"Drs. H. MOHAMAD SUKRI, MM",3208-00-0000-0703,Rp,,131750000,,29000000,,160750000,
1,7,Partai Demokrat,calon anggota legislatif,Drs. S. BUDDHY HARTONO,3208-00-0000-0704,Rp,,82000000,,50000000,,132000000,
1,7,Partai Demokrat,calon anggota legislatif,"Drs. M. UTOMO ABDUL KARIM T., SH",3208-00-0000-0705,Rp,,200600000,,16000000,,216600000,
1,7,Partai Demokrat,calon anggota legislatif,"HASMAYATI, SE, MM",3208-00-0000-0706,Rp,,165100000,,0,,165100000,
1,7,Partai Demokrat,calon anggota legislatif,PANGERAN HAERUDIN KAPRABON,3208-00-0000-0707,Rp,,0,,0,,0,
1,7,Partai Demokrat,calon anggota legislatif,HIDAYANTI,3208-00-0000-0708,Rp,,500000,,1500000,,2000000,
1,7,Partai Demokrat,calon anggota legislatif,Drs. AHMAD DHARSONO,3208-00-0000-0709,Rp,,300000000,,300000000,,600000000,
1,7,Partai Demokrat,calon anggota legislatif,"H. YUSYUS KUSWANDANA, SH",3209-00-0000-0701,Rp,,142184000,,20530000,,162714000,
1,7,Partai Demokrat,calon anggota legislatif,"LINDA MEGAWATI, SE",3209-00-0000-0702,Rp,,216000000,,100000000,,316000000,
1,7,Partai Demokrat,calon anggota legislatif,H.M.A.S ALEX ASMA SOEBRATA,3209-00-0000-0703,Rp,,223610000,,100925000,,324535000,
1,7,Partai Demokrat,calon anggota legislatif,Ir. H. ADI GUNAWAN,3209-00-0000-0704,Rp,,230500000,,78000000,,308500000,
1,7,Partai Demokrat,calon anggota legislatif,"LIS DEDEH, SH, SE, MM",3209-00-0000-0705,Rp,,111550000,,35000000,,146550000,
1,7,Partai Demokrat,calon anggota legislatif,"T. CEPPY SUBHAN SOLICHIN, SE",3209-00-0000-0706,Rp,,57600000,,4500000,,62100000,
1,7,Partai Demokrat,calon anggota legislatif,"DR. H. NANA RUKMANA, DRS, MH",3209-00-0000-0707,Rp,,243000000,,42000000,,285000000,
1,7,Partai Demokrat,calon anggota legislatif,Hj. TINTIN HENDRAYANI,3209-00-0000-0708,Rp,,83013750,,187840000,,270853750,
1,7,Partai Demokrat,calon anggota legislatif,"DIDI IRAWADI SYAMSUDIN, SH, LLM",3210-00-0000-0701,Rp,,440000000,,175000000,,615000000,
1,7,Partai Demokrat,calon anggota legislatif,"H. AMIN SANTONO, S.Sos",3210-00-0000-0702,Rp,,119310000,,172500000,,291810000,
1,7,Partai Demokrat,calon anggota legislatif,"Hj. Y. SITI SOFIAH, SE",3210-00-0000-0703,Rp,,0,,0,,0,
1,7,Partai Demokrat,calon anggota legislatif,MAYJEN TNI (PURN) H. SYAFEI NASUTION,3210-00-0000-0704,Rp,,29500000,,15000000,,44500000,
1,7,Partai Demokrat,calon anggota legislatif,NURIDIN SUMAWINATA,3210-00-0000-0705,Rp,,82900000,,38650000,,121550000,
1,7,Partai Demokrat,calon anggota legislatif,Dra. Hj. DEWI MARDALELA,3210-00-0000-0706,Rp,,10000000,,0,,10000000,
1,7,Partai Demokrat,calon anggota legislatif,"Dra. Hj. IRMA BASTAMAN HARIS, MM",3210-00-0000-0707,Rp,,103000000,,30000000,,133000000,
1,7,Partai Demokrat,calon anggota legislatif,"MAYJEN TNI (PURN) H. YAHYA SACAWIRIA, SIP, MM",3211-00-0000-0701,Rp,,168458000,,189200000,,357658000,
1,7,Partai Demokrat,calon anggota legislatif,"NURUL IMAN MUSTOPA, MA",3211-00-0000-0702,Rp,,274100000,,121000000,,395100000,
1,7,Partai Demokrat,calon anggota legislatif,"SITI MUFATTAHAH, Psi",3211-00-0000-0703,Rp,,140500000,,160000000,,300500000,
1,7,Partai Demokrat,calon anggota legislatif,"Drs. CECEP SUHARDIMAN, SH, MH",3211-00-0000-0704,Rp,,0,,0,,0,
1,7,Partai Demokrat,calon anggota legislatif,RUDIANTO,3211-00-0000-0705,Rp,,8100000,,3100000,,11200000,
1,7,Partai Demokrat,calon anggota legislatif,"Dra. MUNIFAH SYANWANI, M.Si",3211-00-0000-0706,Rp,,6500000,,121000000,,127500000,
1,7,Partai Demokrat,calon anggota legislatif,"Hj. FYNA MAHDALIA, BBA",3211-00-0000-0707,Rp,,67100000,,200000000,,267100000,
1,7,Partai Demokrat,calon anggota legislatif,"HILDA THAWILA, S.Sos",3211-00-0000-0708,Rp,,15000000,,20000000,,35000000,
1,7,Partai Demokrat,calon anggota legislatif,H. GAGAN MOHAMMAD,3211-00-0000-0709,Rp,,601000000,,160000000,,761000000,
1,7,Partai Demokrat,calon anggota legislatif,Drs. H. SALI ISKANDAR,3211-00-0000-0710,Rp,,0,,0,,0,
1,7,Partai Demokrat,calon anggota legislatif,"Ir. AGUS HERMANTO, MM",3301-00-0000-0701,Rp,,340475000,,115000000,,455475000,
1,7,Partai Demokrat,calon anggota legislatif,"A. BRAHMANA, SE, M.Si",3301-00-0000-0702,Rp,,100858000,,142000000,,242858000,
1,7,Partai Demokrat,calon anggota legislatif,PUTRI PERMATA SARI,3301-00-0000-0703,Rp,,6750000,,2500000,,9250000,
1,7,Partai Demokrat,calon anggota legislatif,"H. AGUS DANI SRIYANTO, SH",3301-00-0000-0704,Rp,,132860200,,66177000,,199037200,
1,7,Partai Demokrat,calon anggota legislatif,INTAN CAHAYAWATI,3301-00-0000-0705,Rp,,500000,,2500000,,3000000,
1,7,Partai Demokrat,calon anggota legislatif,"Dr. Ir. GUNAWAN ADJI, MT",3301-00-0000-0706,Rp,,27500000,,76000000,,103500000,
1,7,Partai Demokrat,calon anggota legislatif,TITA SITI SETIAWATY,3301-00-0000-0707,Rp,,1650000,,16450000,,18100000,
1,7,Partai Demokrat,calon anggota legislatif,THIRZA MOHAMMAD IMRAN,3301-00-0000-0708,Rp,,13647000,,5742000,,19389000,
