sumber,tanggal,judul,link,kind,tags
detik com,28-Sep-15,"Hari Terakhir Risma, Ribuan Warga Surabaya: Never Say Goodbye",http://news.detik.com/berita/3029434/hari-terakhir-risma-ribuan-warga-surabaya-never-say-goodbye,news,Risma
detik com,28-Sep-15,"Risma Pamitan ke PNS: Berkat Support Semua, Surabaya Dipandang Dunia",http://news.detik.com/berita/3029514/risma-pamitan-ke-pns-berkat-support-semua-surabaya-dipandang-dunia,news,Risma
detik com,28-Sep-15,Ini Tugas PJ Wali Kota Surabaya Pengganti Risma,http://news.detik.com/jawatimur/3029662/ini-tugas-pj-wali-kota-surabaya-pengganti-risma,news,Risma
detik com,28-Sep-15,PJ Wali Kota Surabaya: PNS Harus Netral,http://news.detik.com/jawatimur/3029848/pj-wali-kota-surabaya-pns-harus-netral,news,
detik com,28-Sep-15,Tangis Warga dan Momen Terakhir Risma Lepas Jabatan Wali Kota,http://news.detik.com/berita/3030007/tangis-warga-dan-momen-terakhir-risma-lepas-jabatan-wali-kota,news,Risma
suara publik,28-Sep-15,"Jabatan Berakhir, Risma-Whisnu Gelar Upacara Perpisahan",http://suarapubliknews.net/pemerintahan/item/3878-jabatan-berakhir-risma-whisnu-gelar-upacara-perpisahan,news,Risma
suara publik,28-Sep-15,"Tugas Pertama PJ Walikota Surabaya, Sukseskan Pemilu dan Jaga Netralitas PNS",http://suarapubliknews.net/pemerintahan/item/3879-tugas-pertama-pj-walikota-surabaya-sukseskan-pemilu-dan-jaga-netralitas-pns,news,
kabar surabaya,28-Sep-15,Rasiyo-Lucy Canangkan 12 Program Prioritas,http://kabarsurabaya.com/?p=4120,news,Rasiyo
kabar surabaya,28-Sep-15,"Perpisahan, Risma Cerita Kesuksesan",http://kabarsurabaya.com/?p=4124,news,Risma
kabar surabaya,28-Sep-15,"Risma Selesai, Pj Walikota Mulai Bertugas",http://kabarsurabaya.com/?p=4129,news,Risma
kompas,29-Sep-15,MK Putuskan Calon Tunggal Tetap Mengikuti Pilkada Serentak,http://pilkada.kompas.com/read/2015/09/29/13474751/MK.Putuskan.Calon.Tunggal.Tetap.Mengikuti.Pilkada.Serentak,news,
kompas,29-Sep-15,"MK: Calon Tunggal Dipilih Melalui Kolom ""Setuju"" dan ""Tidak Setuju""",http://pilkada.kompas.com/read/2015/09/29/15201091/MK.Calon.Tunggal.Dipilih.Melalui.Kolom.Setuju.dan.Tidak.Setuju.,news,
kompas,29-Sep-15,Effendi Gazali Optimistis MK Hilangkan Diskriminasi soal Calon Tunggal Pilkada,http://nasional.kompas.com/read/2015/09/29/10314071/Effendi.Gazali.Optimistis.MK.Hilangkan.Diskriminasi.soal.Calon.Tunggal.Pilkada,news,
detik com,29-Sep-15,Nasib Walkot Surabaya dan Calon Tunggal Pilkada Ditentukan MK Siang Ini,http://news.detik.com/berita/3030343/nasib-walkot-surabaya-dan-calon-tunggal-pilkada-ditentukan-mk-siang-ini,news,
detik com,29-Sep-15,Momen-momen Santai Risma di Taman setelah Lepas Jabatan Wali Kota,http://news.detik.com/berita/3031133/momen-momen-santai-risma-di-taman-setelah-lepas-jabatan-wali-kota,news,Risma
detik com,29-Sep-15,"Dikawal Polisi, Calon Walkot Surabaya Risma: Jadi Sungkan Rek",http://news.detik.com/berita/3031207/dikawal-polisi-calon-walkot-surabaya-risma-jadi-sungkan-rek,news,Risma
detik com,29-Sep-15,"Jalan-jalan Sore di Taman Ekspresi, Risma Masih Disapa Bu Wali",http://news.detik.com/berita/3031266/jalan-jalan-sore-di-taman-ekspresi-risma-masih-disapa-bu-wali,news,Risma
detik com,29-Sep-15,Risma setelah Melepas Jabatan Wali Kota Surabaya,http://news.detik.com/berita/3031036/risma-setelah-melepas-jabatan-wali-kota-surabaya,news,Risma
suara surabaya,29-Sep-15,MK Kabulkan Permohonan Calon Tunggal Pilkada Serentak,http://politik.suarasurabaya.net/news/2015/159865-MK-Kabulkan-Permohonan-Calon-Tunggal-Pilkada-Serentak,news,
suara surabaya,29-Sep-15,KPU: Pemenuhan Hak Pilih Migran Dilakukan 2017,http://politik.suarasurabaya.net/news/2015/159862-KPU:-Pemenuhan-Hak-Pilih-Migran-Dilakukan-2017,news,
merdeka,29-Sep-15,"Rasiyo jadi pemateri sekolah, Risma-Whisnu pilih rehat dulu",http://www.merdeka.com/politik/rasiyo-jadi-pemateri-sekolah-risma-whisnu-pilih-rehat-dulu.html,news,Risma
kabar surabaya,30-Sep-15,Materi Perpajakan Wajib dalam Debat Calon Kepala Daerah,http://kabarsurabaya.com/?p=4154,news,
kompas,30-Sep-15,Ini Alasan MK Perbolehkan Calon Tunggal Tetap Ikut Pilkada,http://nasional.kompas.com/read/2015/09/30/08184401/Ini.Alasan.MK.Perbolehkan.Calon.Tunggal.Tetap.Ikut.Pilkada,news,
merdeka,30-Sep-15,Demokrat minta KPU buat aturan calon tunggal boleh ikut pilkada,http://www.merdeka.com/politik/demokrat-minta-kpu-buat-aturan-calon-tunggal-boleh-ikut-pilkada.html,news,
merdeka,30-Sep-15,Mendagri tunggu KPU sikapi soal calon tunggal boleh ikut Pilkada,http://www.merdeka.com/peristiwa/mendagri-tunggu-kpu-sikapi-soal-calon-tunggal-boleh-ikut-pilkada.html,news,
suara surabaya,30-Sep-15,DKPP Minta KPU dan Panwas Surabaya Berintegritas,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159942-DKPP-Minta-KPU-dan-Panwas-Surabaya-Berintegritas,news,
suara surabaya,1-Oct-15,Panwaslu Terjunkan 154 Anggota untuk Awasi Kampanye di Surabaya,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159980-Panwaslu-Terjunkan-154-Anggota-untuk-Awasi-Kampanye-di-Surabaya,news,
suara surabaya,1-Oct-15,"Dana Kampanye Dibatasi, Risma Tak Ambil Pusing","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159992-Dana-Kampanye-Dibatasi,-Risma-Tak-Ambil-Pusing",news,Risma
suara surabaya,1-Oct-15,Rasiyo Datangi Banyak Acara Pendidikan Agar Lebih Dikenal,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160005-Rasiyo-Datangi-Banyak-Acara-Pendidikan-Agar-Lebih-Dikenal,news,Rasiyo
suara surabaya,1-Oct-15,"Tak Menjabat Walikota, Risma Laris Jadi Pembicara","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159989-Tak-Menjabat-Walikota,-Risma-Laris-Jadi-Pembicara",news,Risma
suara surabaya,1-Oct-15,"Dana Kampanye Dibatasi, Risma Tak Ambil Pusing","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159992-Dana-Kampanye-Dibatasi,-Risma-Tak-Ambil-Pusing",news,Risma
suara surabaya,1-Oct-15,Kampanye Risma Lebih Banyak Mendenga,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159990-Kampanye-Risma-Lebih-Banyak-Mendengar,news,Risma
detik com,1-Oct-15,Ini Penyebab Muncul Pasangan Tunggal di Pilkada 2015,http://news.detik.com/berita/3032757/ini-penyebab-muncul-pasangan-tunggal-di-pilkada-2015,news,
pojok pitu,1-Oct-15,kampanye pilwali surabaya mulai adu kekinian,http://pojokpitu.com/baca.php?idurut=15437&&top=1&&ktg=&&keyrbk=Opini&&keyjdl=kampanye,news,
antara jatim,1-Oct-15,Pj Wali Kota Surabaya Targetkan Partisipasi Pilkada Meningkat,http://www.antarajatim.com/lihat/berita/165409/pj-wali-kota-surabaya-targetkan-partisipasi-pilkada-meningkat,news,
kabar surabaya,1-Oct-15,"Dalam Pilkada, Pers Hendaknya Tetap Independen",http://kabarsurabaya.com/?p=4178,news,
antara jatim,2-Oct-15,PDIP Ingatkan Risma-Whisnu Tak Berhenti Blusukan,http://www.antarajatim.com/berita/165433/pdip-ingatkan-risma-whisnu-tak-berhenti-blusukan?utm_source=fly&utm_medium=related&utm_campaign=news,news,Risma
suara surabaya,2-Oct-15,DPT Menyusut 34.939 Pemilih dari DPS,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160074-DPT-Menyusut-34.939-Pemilih-dari-DPS-,news,
suara surabaya,2-Oct-15,Pleno Rekapitulasi Penetapan DPT Berjalan Lambat,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160055-Pleno-Rekapitulasi-Penetapan-DPT-Berjalan-Lambat,news,
suara surabaya,2-Oct-15,Panwas Bolehkan Gambar Soekarwo Dipasang Dengan Jabatan Partai Politik,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160032-Panwas-Bolehkan-Gambar-Soekarwo-Dipasang-Dengan-Jabatan-Partai-Politik,news,
suara surabaya,2-Oct-15,"Ada Gambar Soekarwo, Desain Kampanye Rasiyo-Lucy Disoal Panwaslu","http://www.suarasurabaya.net/roadtobalaikota/news/2015/160030-Ada-Gambar-Soekarwo,-Desain-Kampanye-Rasiyo-Lucy-Disoal-Panwaslu",news,Rasiyo
detik com,2-Oct-15,"Targetkan 50 Ribu Relawan, Risma-Whisnu Resmikan Posko Relawan Pertama",http://news.detik.com/berita/3034518/targetkan-50-ribu-relawan-risma-whisnu-resmikan-posko-relawan-pertama,news,Risma
suara surabaya,3-Oct-15,"Belum Masuk DPT, Panwas Minta Masyarakat Lapor","http://www.suarasurabaya.net/roadtobalaikota/news/2015/160123-Belum-Masuk-DPT,-Panwas-Minta-Masyarakat-Lapor",news,
suara surabaya,3-Oct-15,Lucy Ingin Risma Mengalah dengan Adik Kelasnya,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160107-Lucy-Ingin-Risma-Mengalah-dengan-Adik-Kelasnya,news,Risma
detik com,3-Oct-15,"Pilwalkot Surabaya, Lucy Minta Risma Mengalah",http://news.detik.com/berita/3034803/pilwalkot-surabaya-lucy-minta-risma-mengalah,news,Risma
merdeka,3-Oct-15,Anak Risma: Tim relawan muda siap membantu mama terpilih lagi,http://www.merdeka.com/politik/anak-risma-tim-relawan-muda-siap-membantu-mama-terpilih-lagi.html,news,Risma
merdeka,3-Oct-15,"Berharap bisa head to head di temu alumni, Lucy batal bertemu Risma",http://www.merdeka.com/politik/berharap-bisa-head-to-head-di-temu-alumni-lucy-batal-bertemu-risma.html,news,Risma
merdeka,3-Oct-15,"Berharap bisa head to head di temu alumni, Lucy batal bertemu Risma",http://www.merdeka.com/politik/berharap-bisa-head-to-head-di-temu-alumni-lucy-batal-bertemu-risma.html,news,Risma
sindo news,3-Oct-15,Pemilih di Pilkada Kota Surabaya Capai 2.034.307 Orang,http://daerah.sindonews.com/read/1050026/23/pemilih-di-pilkada-kota-surabaya-capai-2-034-307-orang-1443800513,news,
suara surabaya,4-Oct-15,Tim Pemenangan Rasiyo-Lucy Ancam Laporkan Panwaslu ke DKPP,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160162-Tim-Pemenangan-Rasiyo-Lucy-Ancam-Laporkan-Panwaslu-ke-DKPP,news,Rasiyo
suara surabaya,4-Oct-15,Rasiyo-Lucy Komentari Rusun Bangunsari yang Kurang Layak,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160155-Rasiyo-Lucy-Komentari-Rusun-Bangunsari-yang-Kurang-Layak,news,Rasiyo
suara surabaya,4-Oct-15,Produksi APK dan Iklan di Media Dijatah Rp9 Milyar,http://www.suarasurabaya.net/roadtobalaikota/news/2015/160147-Produksi-APK-dan-Iklan-di-Media-Dijatah-Rp9-Milyar-,news,
suara surabaya,4-Oct-15,"KPU Surabaya Belum Produksi APK, Ini Penyebabnya","http://www.suarasurabaya.net/roadtobalaikota/news/2015/160146-KPU-Surabaya-Belum-Produksi-APK,-Ini-Penyebabnya",news,
surabaya kita,4-Oct-15,"KPU Masih Belum Cetak APK, Surabaya Minim Sosialisasi Pilkada",http://www.surabayakita.com/index.php?option=com_content&view=article&id=10402:kpu-masih-belum-cetak-apk-surabaya-minim-sosialisasi-pilkada&catid=29:politik&Itemid=47,news,
surabaya kita,4-Oct-15,Tim Rasiyo - Lucy Minta Panwas Cermati PKPU Soal APK,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10403:tim-rasiyo-lucy-minta-panwas-cermati-pkpu-soal-apk&catid=29&Itemid=47,news,Rasiyo
youtube,6-Agt-2015,"Pilkada Surabaya Diundur, Risma Tak Akan Mencalonkan Diri ",https://www.youtube.com/watch?v=MiBeIJVKdUw,video,Risma
youtube,6-Agt-2015,Misteri Penantang Walikota Risma Yang LENYAP DITELAN BUMI Saat Daftar Pilkada ,https://www.youtube.com/watch?v=-1Y7Wcdxpp0,video,Risma
youtube,03/15/15,"Tolak Risma Di Pilwali Surabaya, PDIP Gelar Rakercab Nanti Malam",https://www.youtube.com/watch?v=Vyb8ltepBaE,video,Risma
youtube,5-Agt-2015,"Berita 05 Agustus 2015 - VIDEO Pilkada Surabaya Gagal, Kubu Risma Ungkap Biang Keroknya ",https://www.youtube.com/watch?v=nn7klA1u3kU,video,Risma
youtube,09/08/15,Rasiyo Lucy Ungguli Risma Wisnu Dalam Permainan Ular Tangga Pilwali ,https://www.youtube.com/watch?v=eRZgeAfziZ0,video,Risma
youtube,09/05/15,"Pilwalkot Surabaya 2015, PDI-P Jatim Tak Akan Usung Risma Lagi ",https://www.youtube.com/watch?v=84S7T3FK6FQ,video,Risma
youtube,03/29/15,Ini Kata Arzetti Ditanya Kesiapan Kalahkan Risma Di Pilwali Surabaya ,https://www.youtube.com/watch?v=gN-t06wKkgE,video,Risma
youtube,22-Agt-2015,Megawati Turun Gunung Menangkan Risma Wisnu di Pilwali Surabaya ,https://www.youtube.com/watch?v=RE16Fd-FaTk,video,Risma
youtube,5-Agt-2015,"Pilwali Ditunda, Risma Tidak Mundur Sebagai Cawali",https://www.youtube.com/watch?v=FRuZrYonAjE,video,Risma
youtube,07/27/15,"Tri Rismaharini, Diarak Ribuan Pendukung Datangi KPUD Jatim ",https://www.youtube.com/watch?v=8foHzj52RD4,video,Risma
youtube,03/08/15,Mungkinkah Ahmad Dhani bisa kalahkan Risma jadi wali kota? ,https://www.youtube.com/watch?v=kOueY6sl-b0,video,Risma
youtube,06/14/15,"""Bu Risma"" Kembali Dijagokan PDIP Pilwali Surabaya !! ",https://www.youtube.com/watch?v=KFOQIMLASi4,video,Risma
youtube,09/28/15,Risma Minta PNS Netral Dalam Pilkada ,https://www.youtube.com/watch?v=xzGcnXL41PM,video,Risma
youtube,12-Agt-2015,Ini Pasangan Calon Penantang Risma-Wisnu pada Pilwali Surabaya ,https://www.youtube.com/watch?v=GZoo7hbSar0,video,Risma
youtube,09/09/15,Berita 10 September 2015 - VIDEO Penantang Risma di Pilkada Surabaya Tak Punya Ijazah SMA (HEBOH) ,https://www.youtube.com/watch?v=ZouurP2EQCM,video,Risma
youtube,09/08/15,Rasiyo Lucy Ungguli Risma Wisnu Dalam Permainan Ular Tangga Pilwali ,https://www.youtube.com/watch?v=eRZgeAfziZ0,video,Rasiyo
youtube,09/09/15,Rasiyo & Lusy Resmi Jadi Lawan Tanding Risma & Whisnu Di Pilkada Surabaya ,https://www.youtube.com/watch?v=zVvv6V6boLM,video,Rasiyo
youtube,11-Agt-2015,"Rasiyo-Dhimam Abror Mendaftar, Surabaya Ikut Pilkada Serentak ",https://www.youtube.com/watch?v=on1sPJ7r3u0,video,Rasiyo
youtube,09/09/15,Pasangan Rasiyo Lucy Dalam Pilkada - NET10 ,https://www.youtube.com/watch?v=SDWXgIVgoaY,video,Rasiyo
youtube,09/07/15,Rasiyo Lucy Dinilai Hanya Sekedar Maju di Pilkada Surabaya,https://www.youtube.com/watch?v=JU9PcH6TPUU,video,Rasiyo
youtube,11-Agt-2015,"[LIVE KPU SURABAYA] Penutupan pendaftaran Pilkada, Wawancara Rasiyo dan Dhimam ",https://www.youtube.com/watch?v=2d9HMko-KCo,video,Rasiyo
youtube,09/08/15,"Pilkada 2015, Pasangan Rasiyo-Lucy Kembali Daftar Pilkada - iNews Malam 08/09 ",https://www.youtube.com/watch?v=47qDKBQDUz8,video,Rasiyo
youtube,09/01/15,Risma Anggap Aneh Rasiyo Dan Abror Tak Lolos Dalam Pilkada 2015 - iNews Malam 01/09 ,https://www.youtube.com/watch?v=HMPsszTngms,video,Rasiyo
youtube,09/09/15,"Berita 10 September 2015 - VIDEO Pilkada Surabaya : Menakar Kekuatan Risma, Lucy Kurniasari dan Esty ",https://www.youtube.com/watch?v=QvotrTwTQy8,video,Rasiyo
youtube,12-Agt-2015,Panwaslu Beri Waktu 5 Hari Kepada Paslon Rasiyo Dhimam ,https://www.youtube.com/watch?v=ghP8dinem1I,video,Rasiyo
youtube,09/08/15,"Surabaya - Rasiyo-Abror Tak Lolos, DPC Demokrat Kecewa ",https://www.youtube.com/watch?v=DLlrwaEvyBU,video,Rasiyo
