sumber,tanggal,judul,link,kind,tags
Suara surabaya,28-Aug-15,"Kalau Ada Paslon TMS, KPU Kembali Buka Pendaftaran Selama Tiga Hari","http://politik.suarasurabaya.net/news/2015/158071-Kalau-Ada-Paslon-TMS,-KPU-Kembali-Buka-Pendaftaran-Selama-Tiga-Hari",news,
Suara surabaya,28-Aug-15,"Jelang Penetapan Paslon, KPU dan Panwaslu Rapat Masing-Masing","http://politik.suarasurabaya.net/news/2015/158067-Jelang-Penetapan-Paslon,-KPU-dan-Panwaslu-Rapat-Masing-Masing",news,
Suara surabaya,28-Aug-15,"Verifikasi Faktual Selesai, KPU Belum Ada Kesimpulan","http://politik.suarasurabaya.net/news/2015/158059-Verifikasi-Faktual-Selesai,-KPU-Belum-Ada-Kesimpulan",news,
detik com,27-Aug-15,"Data Salah Satu Calon Berbeda, Pilkada Surabaya Terancam Ditunda",http://news.detik.com/jawatimur/3003249/data-salah-satu-calon-berbeda-pilkada-surabaya-terancam-ditunda,news,
detik com,27-Aug-15,"Pilkada Surabaya, KPU Temukan Ketidaksamaan Data Dhimam Abror",http://news.detik.com/berita-jawa-timur/3003085/pilkada-surabaya-kpu-temukan-ketidaksamaan-data-dhimam-abror,news,
detik com,26-Aug-15,Berapa Dana Kampanye Risma dan Rasiyo? Ini Penjelasan Tim Sukses,http://news.detik.com/berita-jawa-timur/3001714/berapa-dana-kampanye-risma-dan-rasiyo-ini-penjelasan-tim-sukses,news,Risma
kompas,28-Aug-15,Panwaslu: Berkas Pasangan Penantang Risma Banyak Bermasalah,http://regional.kompas.com/read/2015/08/28/20122721/Panwaslu.Berkas.Pasangan.Penantang.Risma.Banyak.Bermasalah,news,Risma
kompas,28-Aug-15,Panwaslu: Berkas Pasangan Penantang Risma Banyak Bermasalah,http://regional.kompas.com/read/2015/08/28/20122721/Panwaslu.Berkas.Pasangan.Penantang.Risma.Banyak.Bermasalah?utm_campaign=related&utm_medium=bp-kompas&utm_source=news&,news,Risma
berita jatim,28-Aug-15,PDIP: Pendaftaran Pilwali Surabaya Bisa Dibuka Kembali,http://beritajatim.com/politik_pemerintahan/246396/pdip:_pendaftaran_pilwali_surabaya_bisa_dibuka_kembali.html#.VeEfmfDqeM8,news,
berita jatim,29-Aug-15,"Soal Tanggal Lahir Abror, PDIP Anggap Sepele","http://beritajatim.com/politik_pemerintahan/246405/soal_tanggal_lahir_abror,_pdip_anggap_sepele.html#.VeEf2_DqeM8",news,
berita jatim,28-Aug-15,"Pilwali Surabaya Panas, Koalisi Majapahit Laporkan KPU ke DKPP","http://beritajatim.com/politik_pemerintahan/246373/pilwali_surabaya_panas,_koalisi_majapahit_laporkan_kpu_ke_dkpp.html#.VeEgMvDqeM8",news,
berita jatim,28-Aug-15,SBY Akan Panggil Rasiyo - Abror,http://beritajatim.com/politik_pemerintahan/246362/sby_akan_panggil_rasiyo_-_abror.html#.VeEgXvDqeM8,news,Rasiyo
pojok pitu,28-Aug-15,"sampai malam ini, rapat internal Kpu surabaya masih berlangsung",http://pojokpitu.com/baca.php?idurut=13198&&top=1&&ktg=Jatim&&keyrbk=Pilkada&&keyjdl=Tambahan%20Berita,news,
pojok pitu,28-Aug-15,"Kalau Ada Paslon TMS, KPU Kembali Buka Pendaftaran Selama Tiga Hari",http://pojokpitu.com/baca.php?idurut=13197&&top=1&&ktg=Jatim&&keyrbk=Pilkada&&keyjdl=Paslon%20TMS,news,
pojok pitu,29-Aug-15,nasdem cium ketidakberesan dalam proses pilwali surabaya,http://pojokpitu.com/baca.php?idurut=13212&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=nasdem,news,
Suara surabaya,30-Aug-15,"Saingi Risma, DPD PAN Usung Calon Perempuan","http://politik.suarasurabaya.net/news/2015/158154-Saingi-Risma,-DPD-PAN-Usung-Calon-Perempuan",news,Risma
Suara surabaya,30-Aug-15,"Paslon Demokrat-PAN TMS, PDIP Kebakaran Jenggot","http://politik.suarasurabaya.net/news/2015/158146-Paslon-Demokrat-PAN-TMS,-PDIP-Kebakaran-Jenggot",news,
Suara surabaya,30-Aug-15,PAN: Ada Sabotase Politik Yang Gagalkan Pasangan Rasiyo-Dhimam,http://politik.suarasurabaya.net/news/2015/158152-PAN:-Ada-Sabotase-Politik-Yang-Gagalkan-Pasangan-Rasiyo-Dhimam,news,Rasiyo
Suara surabaya,30-Aug-15,Dhimam Abror: Pokoknya Saya Manut Saja Apa Keputusan KPU,http://politik.suarasurabaya.net/news/2015/158142-Dhimam-Abror:-Pokoknya-Saya-Manut-Saja-Apa-Keputusan-KPU,news,
Suara surabaya,30-Aug-15,"Rekomendasi Tidak Identik, DPD maupun DPW PAN Mengaku Tidak Bertanya ke DPP","http://politik.suarasurabaya.net/news/2015/158134-Rekomendasi-Tidak-Identik,-DPD-maupun-DPW-PAN-Mengaku-Tidak-Bertanya-ke-DPP",news,
Suara surabaya,31-Aug-15,Demokrat Turut Ancam Laporkan KPU Kota Surabaya ke DKPP,http://politik.suarasurabaya.net/news/2015/158164-Demokrat-Turut-Ancam-Laporkan-KPU-Kota-Surabaya-ke-DKPP,news,
Suara surabaya,31-Aug-15,PAN akan Laporkan KPU Surabaya ke DKPP dan Bawaslu RI,http://politik.suarasurabaya.net/news/2015/158158-PAN-akan-Laporkan-KPU-Surabaya-ke-DKPP-dan-Bawaslu-RI,news,
kompas,30-Aug-15,Dua Alasan KPU Surabaya Tak Loloskan Calon Lawan Risma dalam Pilkada,http://regional.kompas.com/read/2015/08/30/21294101/Dua.Alasan.KPU.Surabaya.Tak.Loloskan.Calon.Lawan.Risma.dalam.Pilkada?utm_source=WP&utm_medium=box&utm_campaign=Khlwp,news,Risma
kompas,30-Aug-15,Rasiyo-Abror Batal Lawan Risma-Wisnu di Pilwali Surabaya,http://regional.kompas.com/read/2015/08/30/13030041/Rasiyo-Abror.Batal.Lawan.Risma-Wisnu.di.Pilwali.Surabaya,news,Risma
berita jatim,30-Aug-15,Ke Mana Surat Rekomendasi Pertama PAN?,http://beritajatim.com/politik_pemerintahan/246505/ke_mana_surat_rekomendasi_pertama_pan?.html#.VeUPzvDqeM8,news,
berita jatim,30-Aug-15,Demokrat Masih Ingin Calonkan Rasiyo,http://beritajatim.com/politik_pemerintahan/246503/demokrat_masih_ingin_calonkan_rasiyo.html#.VeUQVPDqeM8,news,Rasiyo
berita jatim,30-Aug-15,PDIP Surabaya Perjuangkan Pengesahan Calon Tunggal,http://beritajatim.com/politik_pemerintahan/246491/pdip_surabaya_perjuangkan_pengesahan_calon_tunggal.html#.VeUSAfDqeM8,news,
berita jatim,30-Aug-15,Dua Tim Pemenangan Paslon Akan Laporkan KPU ke DKPP,http://beritajatim.com/politik_pemerintahan/246489/dua_tim_pemenangan_paslon_akan_laporkan_kpu_ke_dkpp.html#.VeUSM_DqeM8,news,
berita jatim,30-Aug-15,KPU: Rasiyo-Dhimam Tidak Penuhi Syarat,http://beritajatim.com/politik_pemerintahan/246476/kpu:_rasiyo-dhimam_tidak_penuhi_syarat.html#.VeUSj_DqeM8,news,Rasiyo
antara jatim,30-Aug-15,KPU Surabaya Nyatakan Berkas Rasiyo-Abror Tidak Memenuhi Syarat,http://www.antarajatim.com/lihat/berita/163484/kpu-surabaya-nyatakan-berkas-rasiyo-abror-tidak-memenuhi-syarat?utm_source=populer_home&utm_medium=populer&utm_campaign=news,news,Rasiyo
antara jatim,31-Aug-15,Puluhan Warga Surabaya Demo Koalisi Majapahit,http://www.antarajatim.com/berita/161784/puluhan-warga-surabaya-demo-koalisi-majapahit?utm_source=fly&utm_medium=related&utm_campaign=news,news,
antara jatim,31-Aug-15,PAN Minta KPU Revisi Keputusan TMS Rasiyo-Abror,http://www.antarajatim.com/berita/163553/pan-minta-kpu-revisi-keputusan-tms-rasiyo-abror?utm_source=fly&utm_medium=related&utm_campaign=news,news,Rasiyo
antara jatim,31-Aug-15,KPU Siap Hadapi Gugatan Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/163558/kpu-siap-hadapi-gugatan-pilkada-surabaya,news,
antara jatim,31-Aug-15,DPP PAN Jelaskan Kronologis Hilangnya Rekomendasi Asli Rasiyo-Abror,http://www.antarajatim.com/lihat/berita/163563/dpp-pan-jelaskan-kronologis-hilangnya-rekomendasi-asli-rasiyo-abror,news,Rasiyo
detik com,31-Aug-15,"Rasiyo-Abror Gugur, PAN akan Laporkan KPU Surabaya ke DKPP dan Bawaslu",http://news.detik.com/berita/3005270/rasiyo-abror-gugur-pan-akan-laporkan-kpu-surabaya-ke-dkpp-dan-bawaslu,news,Rasiyo
detik com,31-Aug-15,SBY: Tidak Seharusnya KPUD Surabaya Gugurkan Rasiyo-Dhimam,http://news.detik.com/berita/3005148/sby-tidak-seharusnya-kpud-surabaya-gugurkan-rasiyo-dhimam,news,Rasiyo
detik com,31-Aug-15,Demokrat dan PAN Akan Datangi KPU dan Bawaslu Terkait Pilkada Surabaya,http://news.detik.com/berita/3005133/demokrat-dan-pan-akan-datangi-kpu-dan-bawaslu-terkait-pilkada-surabaya,news,
detik com,31-Aug-15,"KPUD Surabaya Gugurkan Raisyo-Dhimam, Demokrat dan PAN Lakukan Investigasi",http://news.detik.com/berita/3005128/kpud-surabaya-gugurkan-raisyo-dhimam-demokrat-dan-pan-lakukan-investigasi,news,
detik com,31-Aug-15,PAN Tegaskan Keaslian Surat Rekomendasi Rasiyo-Dhimam di Pilkada Surabaya,http://news.detik.com/berita/3005120/pan-tegaskan-keaslian-surat-rekomendasi-rasiyo-dhimam-di-pilkada-surabaya,news,Rasiyo
detik com,31-Aug-15,"All Out di Pilkada, PAN Tegaskan Rasiyo-Abror Bukan Calon Boneka",http://news.detik.com/berita/3005305/all-out-di-pilkada-pan-tegaskan-rasiyo-abror-bukan-calon-boneka,news,Rasiyo
Suara surabaya,31-Aug-15,"Pakde Karwo: Gugurkan Keputusan KPU Dulu, Baru Calonkan Rasiyo Lagi","http://politik.suarasurabaya.net/news/2015/158200-Pakde-Karwo:-Gugurkan-Keputusan-KPU-Dulu,-Baru-Calonkan-Rasiyo-Lagi",news,Rasiyo
Suara surabaya,31-Aug-15,"Revisi Penetapan Ditolak KPU, PAN Terbang ke Jakarta Lapor DKPP","http://politik.suarasurabaya.net/news/2015/158196-Revisi-Penetapan-Ditolak-KPU,-PAN-Terbang-ke-Jakarta-Lapor-DKPP",news,
Suara surabaya,31-Aug-15,Pilwali Surabaya Bukan Sekadar Pilkada,http://politik.suarasurabaya.net/news/2015/158189-Pilwali-Surabaya-Bukan-Sekadar-Pilkada,news,
Suara surabaya,31-Aug-15,MPR Minta Pilkada Watch Selidiki Pilkada Surabaya,http://politik.suarasurabaya.net/news/2015/158183-MPR-Minta-Pilkada-Watch-Selidiki-Pilkada-Surabaya,news,
Suara surabaya,31-Aug-15,Inilah Kronologi Hilangnya Rekomendasi DPP PAN,http://politik.suarasurabaya.net/news/2015/158182-Inilah-Kronologi-Hilangnya-Rekomendasi-DPP-PAN,news,
Suara surabaya,31-Aug-15,Ini Dia Twit SBY Soal Pemilukada Surabaya,http://politik.suarasurabaya.net/news/2015/158168-Ini-Dia-Twit-SBY-Soal-Pemilukada-Surabaya-,news,
kompas,31-Aug-15,"PAN: Ada Suruhan Pak Abror Ambil Rekomendasi ke DPP, tapi Tak Diserahkan ke KPU",http://pilkada.kompas.com/,news,
kompas,31-Aug-15,Rasiyo Pasrah...,http://pilkada.kompas.com/read/2015/08/31/16242551/Rasiyo.Pasrah.,news,Rasiyo
kompas,31-Aug-15,Drama Politik yang Tak Kunjung Usai,http://pilkada.kompas.com/read/2015/08/31/17015681/Drama.Politik.yang.Tak.Kunjung.Usai,news,
kompas,31-Aug-15,"Hanafi Rais Tak Terima DPP PAN Jadi ""Kambing Hitam"" Kegagalan di Pilkada Surabaya",http://pilkada.kompas.com/read/2015/08/31/17063081/Hanafi.Rais.Tak.Terima.DPP.PAN.Jadi.Kambing.Hitam.Kegagalan.di.Pilkada.Surabaya,news,
detik com,31-Aug-15,"PDIP Surabaya Curiga Ada Upaya Jegal Risma, ini 5 Indikasinya",http://news.detik.com/berita/3006229/pdip-surabaya-curiga-ada-upaya-jegal-risma-ini-5-indikasinya,news,Risma
detik com,31-Aug-15,KPU Beberkan Proses Verifikasi Rasiyo-Dhimam Sampai Dinyatakan 'Gugur',http://news.detik.com/berita/3006164/kpu-beberkan-proses-verifikasi-rasiyo-dhimam-sampai-dinyatakan-gugur,news,Rasiyo
detik com,31-Aug-15,"Pilkada Surabaya Terancam Ditunda, PDIP Ingin Presiden Terbitkan Perppu",http://news.detik.com/berita/3006148/pilkada-surabaya-terancam-ditunda-pdip-ingin-presiden-terbitkan-perppu,news,
detik com,31-Aug-15,"Rasiyo-Abror Dicoret KPU, PAN-Demokrat Tetap Berkoalisi Siapkan Lawan Risma",http://news.detik.com/berita/3006115/rasiyo-abror-dicoret-kpu-pan-demokrat-tetap-berkoalisi-siapkan-lawan-risma,news,Risma
detik com,31-Aug-15,"Rekomendasi Partai 'Hilang', PAN Jatim: Silakan Tanya ke Pak Abror",http://news.detik.com/berita/3006099/rekomendasi-partai-hilang-pan-jatim-silakan-tanya-ke-pak-abror,news,
detik com,31-Aug-15,"Didatangi Pengurus PAN, KPU Bersikukuh Pasangan Rasiyo-Dhimam Abror Gugur",http://news.detik.com/berita/3006063/didatangi-pengurus-pan-kpu-bersikukuh-pasangan-rasiyo-dhimam-abror-gugur,news,Rasiyo
detik com,31-Aug-15,"Calonnya Gugur di Pilkada Surabaya, Ketum PAN: Ada Udang di Balik Batu",http://news.detik.com/berita/3006039/calonnya-gugur-di-pilkada-surabaya-ketum-pan-ada-udang-di-balik-batu,news,
detik com,31-Aug-15,"Belum Cari Calon Lain, PD Masih Usahakan Rasiyo-Dhimam Maju Pilkada",http://news.detik.com/berita/3005806/belum-cari-calon-lain-pd-masih-usahakan-rasiyo-dhimam-maju-pilkada,news,Rasiyo
detik com,31-Aug-15,"Risma Tak Ada Lawan di Surabaya, PDIP Duga Ada Upaya Penjegalan",http://news.detik.com/berita/3005574/risma-tak-ada-lawan-di-surabaya-pdip-duga-ada-upaya-penjegalan,news,Risma
berita jatim,31-Aug-15,Kronologi Hilangnya Rekom PAN untuk Rasiyo-Abror,http://beritajatim.com/politik_pemerintahan/246601/kronologi_hilangnya_rekom_pan_untuk_rasiyo-abror.html#.VeUO9_DqeM8,news,Rasiyo
berita jatim,31-Aug-15,Risma: Ada Keanehan di Pilwali Surabaya,http://beritajatim.com/politik_pemerintahan/246568/risma:_ada_keanehan_di_pilwali_surabaya.html#.VeUPJ_DqeM8,news,Risma
berita jatim,31-Aug-15,DPP PAN Desak KPU Anulir Tidak Lolosnya Rasiyo-Abror,http://beritajatim.com/politik_pemerintahan/246567/dpp_pan_desak_kpu_anulir_tidak_lolosnya_rasiyo-abror.html#.VeUPXvDqeM8,news,Rasiyo
berita jatim,31-Aug-15,"Isu Ada Permainan, SBY Minta Investigasi Tidak Lolosnya Rasiyo-Abror","http://beritajatim.com/politik_pemerintahan/246526/isu_ada_permainan,_sby_minta_investigasi_tidak_lolosnya_rasiyo-abror.html#.VeUPi_DqeM8",news,Rasiyo
kabar gress,31-Aug-15,Risma Anggap KPU Aneh,http://kabargress.com/2015/08/31/risma-anggap-kpu-aneh/,news,Risma
sindo news,31-Aug-15,"Soal Calon Tunggal, Bawaslu Minta KPU Tunda Buka Pendaftaran",http://nasional.sindonews.com/read/1038741/12/soal-calon-tunggal-bawaslu-minta-kpu-tunda-buka-pendaftaran-1440946399,news,
surabaya kita,31-Aug-15,Risma : Iki Onok Sing Aneh,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10287:risma--iki-onok-sing-aneh&catid=29:politik&Itemid=47,news,Risma
surabaya kita,30-Aug-15,Rasiyo - Abror Gagal Ikut Pilwali Surabaya,http://www.surabayakita.com/index.php?option=com_content&view=category&layout=blog&id=29&Itemid=47,news,Rasiyo
suara publik,31-Aug-15,"Tuding Ada Permainan, PDIP Bidik KPU dan Panwaslu Surabaya",http://suarapubliknews.net/politik/item/3732-tuding-ada-permainan-pdip-bidik-kpu-dan-panwaslu-surabaya,news,
suara publik,31-Aug-15,PDIP Yakin Karir Risma Sengaja Diganjal di Pilkada Demi Pilgub Jatim,http://suarapubliknews.net/politik/item/3730-pdip-yakin-karir-risma-sengaja-diganjal-di-pilkada-demi-pilgub-jatim,news,Risma
suara publik,31-Aug-15,Ini Kesan Risma Terkait Kinerja KPU Surabaya,http://suarapubliknews.net/pemerintahan/item/3729-ini-kesan-risma-terkait-kinerja-kpu-surabaya,news,Risma
suara publik,31-Aug-15,"Dinilai Gagal Kinerja, DPRD Surabaya Segera Panggil KPU dan Panwaslu",http://suarapubliknews.net/politik/item/3728-dinilai-gagal-kinerja-dprd-surabaya-segera-panggil-kpu-dan-panwaslu,news,
kabar surabaya,30-Aug-15,Pasangan Calon Walikota Surabaya Rasiyo-Abror Tidak Sah,http://kabarsurabaya.com/?p=3595,news,Rasiyo
kabar surabaya,28-Aug-15,"KPU Pinjam Tangan Kepolisian, Soal Rekom",http://kabarsurabaya.com/?p=3568,news,
kabar surabaya,28-Aug-15,"Rencana Bawa Rekom ke Polda, KPU Dapat Kecaman",http://kabarsurabaya.com/?p=3563,news,
kabar surabaya,28-Aug-15,Kemungkinan Besar Pilwali Kota Surabaya mundur 2017,http://kabarsurabaya.com/?p=3550,news,
cakrawala news,25-Aug-15,Purnomo : Ujik Verifikasi berkas tak harus kepolda,http://cakrawalanews.co/2015/08/25/purnomo-uji-verifikasi-berkas-tak-harus-ke-polda/,news,
lensa indonesia,31-Aug-15,Demokrat Jatim perjuangkan Rasiyo bisa maju di Pilkada Surabaya,http://www.lensaindonesia.com/2015/08/31/demokrat-jatim-perjuangkan-rasiyo-bisa-maju-di-pilkada-surabaya.html#r=bacajuga,news,Rasiyo
lensa indonesia,31-Aug-15,DPRD Surabaya akan minta pertanggungjawaban anggaran KPU dan Panwaslu,http://www.lensaindonesia.com/2015/08/31/dprd-surabaya-akan-minta-pertanggungjawaban-anggaran-kpu-dan-panwaslu.html#r=bacajuga,news,
lensa indonesia,31-Aug-15,"Dhimam Abror tak lolos karena dokumen pajak, ini kata Risma",http://www.lensaindonesia.com/2015/08/31/dhimam-abror-tak-lolos-karena-dokumen-pajak-ini-kata-risma.html,news,Risma
lensa indonesia,31-Aug-15,"Rasiyo-Abror gagal lolos, Risma kritisi keputusan KPU Surabaya",http://www.lensaindonesia.com/2015/08/31/rasiyo-abror-gagal-lolos-risma-kritisi-keputusan-kpu-surabaya.html,news,Risma
lensa indonesia,31-Aug-15,KPU RI minta KPU Surabaya lanjutkan tahapan pilkada,http://www.lensaindonesia.com/2015/08/31/kpu-ri-minta-kpu-surabaya-lanjutkan-tahapan-pilkada.html,news,
lensa indonesia,31-Aug-15,"Rasiyo-Dhimam dicoret, Zulkifli Hasan siap verifikasi ke KPU Surabaya",http://www.lensaindonesia.com/2015/08/31/rasiyo-dhimam-dicoret-zulkifli-hasan-siap-verifikasi-ke-kpu-surabaya.html,news,Rasiyo
lensa indonesia,31-Aug-15,SBY: Demokrat dan PAN akan gugat keputusan KPU Surabaya,http://www.lensaindonesia.com/2015/08/31/sby-demokrat-dan-pan-akan-gugat-keputusan-kpu-surabaya.html,news,
lensa indonesia,30-Aug-15,"Pilkada Surabaya, perjuangan Abror ‘hancur’ akibat rekomendasi PAN",http://www.lensaindonesia.com/2015/08/30/pilkada-surabaya-perjuangan-abror-hancur-akibat-rekomendasi-pan.html,news,
antara jatim,31-Aug-15,DPRD Surabaya Panggil KPU-Panwaslu Soal Anggaran Pilkada,http://www.antarajatim.com/berita/163551/dprd-surabaya-panggil-kpu-panwaslu-soal-anggaran-pilkada?utm_source=fly&utm_medium=related&utm_campaign=news,news,
surabaya news,31-Aug-15,KPU Surabaya Akan Dilaporkan Ke Bawaslu,http://surabayanews.co.id/2015/08/31/34260/kpu-surabaya-akan-dilaporkan-ke-bawaslu.html,news,
surabaya news,30-Aug-15,Paslon Rasiyo – Dhimam Abror Gugur,http://surabayanews.co.id/2015/08/30/34246/paslon-rasiyo-dhimam-abror-gugur.html,news,Rasiyo
surabaya news,30-Aug-15,"Rasio-Dhimam Gugur, Apa tanggapan Pakde Karwo",http://surabayanews.co.id/2015/08/30/34250/rasio-dhimam-gugur-apa-tanggapan-pakde-karwo.html,news,
surabaya news,30-Aug-15,KPU Surabaya buka kembali perpanjangan pendaftaran calon.,http://surabayanews.co.id/2015/08/30/34244/kpu-surabaya-buka-kembali-perpanjangan-pendaftaran-calon.html,news,
lensa indonesia,30-Aug-15,"Dibayangi waswas, penetapan calon Pilwali Surabaya tunggu 30 Agustus",http://www.lensaindonesia.com/2015/08/26/dibayangi-waswas-penetapan-calon-pilwali-surabaya-tunggu-30-agustus.html,news,
lensa indonesia,31-Aug-15,DPRD Surabaya akan minta pertanggungjawaban anggaran KPU dan Panwaslu,http://www.lensaindonesia.com/2015/08/31/dprd-surabaya-akan-minta-pertanggungjawaban-anggaran-kpu-dan-panwaslu.html,news,
lensa indonesia,31-Aug-15,KPU RI minta KPU Surabaya lanjutkan tahapan pilkada,http://www.lensaindonesia.com/2015/08/31/kpu-ri-minta-kpu-surabaya-lanjutkan-tahapan-pilkada.html?reftype=expired-cache-checker&nc=1&idr=741755511,news,
lensa indonesia,31-Aug-15,Demokrat Jatim perjuangkan Rasiyo bisa maju di Pilkada Surabaya,http://www.lensaindonesia.com/2015/08/31/demokrat-jatim-perjuangkan-rasiyo-bisa-maju-di-pilkada-surabaya.html?reftype=expired-cache-checker&nc=1&idr=395107107,news,Rasiyo
detik com,30-Aug-15,Incumben Wawali Surabaya Minta Doa Restu Mensos Khofifah,http://news.detik.com/berita-jawa-timur/3004832/incumben-wawali-surabaya-minta-doa-restu-mensos-khofifah,news,
jpnn,31-Aug-15,"Risma Sendiri Lagi, Politikus PDIP Ingatkan KPU Surabaya Tahu ","http://www.jpnn.com/read/2015/08/31/323558/Risma-Sendiri-Lagi,-Politikus-PDIP-Ingatkan-KPU-Surabaya-Tahu-Diri-",news,Risma
jpnn,31-Aug-15,"Kesal, PAN Ancam Perkarakan KPU Surabaya","http://www.jpnn.com/read/2015/08/31/323497/Kesal,-PAN-Ancam-Perkarakan-KPU-Surabaya-",news,
jpnn,31-Aug-15,Dagelan Politik yang Belum Berakhir,http://www.jpnn.com/read/2015/08/31/323462/Dagelan-Politik-yang-Belum-Berakhir-,news,
jpnn,31-Aug-15,Bu Risma... Sabar ya,http://www.jpnn.com/read/2015/08/31/323460/Bu-Risma...-Sabar-ya-,news,Risma
merdeka,31-Aug-15,KPU Surabaya tetap ngotot pasangan Rasiyo-Abror tak memenuhi syarat,http://www.merdeka.com/politik/kpu-surabaya-tetap-ngotot-pasangan-rasiyo-abror-tak-memenuhi-syarat.html,news,Rasiyo
merdeka,30-Aug-15,"2 Kali gagal usung Abror di Surabaya, PAN ngaku tak patah arang",http://www.merdeka.com/politik/2-kali-gagal-usung-abror-di-surabaya-pan-ngaku-tak-patah-arang.html,news,
lensa indonesia,1-Sep-15,DPRD dan AMAK desak KPU Surabaya pertanggungjawabkan dana Pilkada,http://www.lensaindonesia.com/2015/09/01/dprd-dan-amak-desak-kpu-surabaya-pertanggungjawabkan-dana-pilkada.html,news,
pojok pitu,1-Sep-15,Kpu dan Abror dinilai  hambat Pilwali Surabaya,"http://pojokpitu.com/baca.php?idurut=13376&&top=1&&ktg=&&keyrbk=Politik&&keyjdl=pasangan%20Rasiyo-Dhimam%20Abror,",news,
berita jatim,1-Sep-15,Tiga Parpol Laporkan KPU Surabaya ke DKPP,http://beritajatim.com/politik_pemerintahan/246621/tiga_parpol_laporkan_kpu_surabaya_ke_dkpp.html#.VeUs_PDqeM8,news,
detik com,1-Sep-15,Parpol Pengusung Calon Sama-sama Laporkan KPU dan Panwas Surabaya ke DKPP,http://news.detik.com/berita/3006628/parpol-pengusung-calon-sama-sama-laporkan-kpu-dan-panwas-surabaya-ke-dkpp,news,
detik com,1-Sep-15,Wakil Walikota Surabaya Gugat Peraturan Calon Tunggal Pilkada ke MK,http://news.detik.com/berita/3006580/wakil-walikota-surabaya-gugat-peraturan-calon-tunggal-pilkada-ke-mk,news,
detik com,1-Sep-15,"Ketua MPR: Pilkada Serentak Harus Demokratis, Transparan dan Antikorupsi",http://news.detik.com/berita/3006608/ketua-mpr-pilkada-serentak-harus-demokratis-transparan-dan-antikorupsi,news,
suara surabaya,1-Sep-15,Nasib Rasiyo dan Abror Kini di Tangan Panwaslu Surabaya,http://politik.suarasurabaya.net/news/2015/158246-Nasib-Rasiyo-dan-Abror-Kini-di-Tangan-Panwaslu-Surabaya,news,Rasiyo
detik com,1-Sep-15,Risma Khawatir Pilkada 'Molor' Berdampak Pada Investasi di Kota Surabaya,http://news.detik.com/berita/3007395/risma-khawatir-pilkada-molor-berdampak-pada-investasi-di-kota-surabaya,news,Risma
detik com,1-Sep-15,PDIP Optimistis Gugatan Calon Tunggal di Pilkada MK Selesai 20 Hari,http://news.detik.com/berita/3007391/pdip-optimistis-gugatan-calon-tunggal-di-pilkada-mk-selesai-20-hari,news,
detik com,1-Sep-15,"Pilkada Surabaya 'Molor', Risma Minta Warga Tetap Optimis",http://news.detik.com/berita/3007382/pilkada-surabaya-molor-risma-minta-warga-tetap-optimis,news,Risma
detik com,1-Sep-15,Risma Beber Keanehan Keputusan TMS Pasangan Rasiyo-Dhimam Abror,http://news.detik.com/berita/3007378/risma-beber-keanehan-keputusan-tms-pasangan-rasiyo-dhimam-abror,news,Risma
suara surabaya,1-Sep-15,Risma Akui Belum Sikapi Proses Pilkada Surabaya,http://politik.suarasurabaya.net/news/2015/158277-Risma-Akui-Belum-Sikapi-Proses-Pilkada-Surabaya,news,Risma
suara surabaya,1-Sep-15,Abror: Ada Tarik Menarik Kepentingan di Atas Level Surabaya,http://politik.suarasurabaya.net/news/2015/158275-Abror:-Ada-Tarik-Menarik-Kepentingan-di-Atas-Level-Surabaya,news,
suara surabaya,1-Sep-15,"Akhirnya, Rasiyo Bisa Dicalonkan Lagi","http://politik.suarasurabaya.net/news/2015/158271-Akhirnya,-Rasiyo-Bisa-Dicalonkan-Lagi",news,Rasiyo
suara surabaya,1-Sep-15,KPU akan Jalankan Keputusan Panwas Kota Surabaya,http://politik.suarasurabaya.net/news/2015/158270-KPU-akan-Jalankan-Keputusan-Panwas-Kota-Surabaya,news,
suara surabaya,1-Sep-15,DPRD Kota Surabaya Segera Evaluasi Anggaran Pilwali,http://politik.suarasurabaya.net/news/2015/158259-DPRD-Kota-Surabaya-Segera-Evaluasi-Anggaran-Pilwali,news,
suara surabaya,1-Sep-15,PAN Masih Perjuangkan Abror,http://politik.suarasurabaya.net/news/2015/158232-PAN-Masih-Perjuangkan-Abror,news,
suara surabaya,1-Sep-15,Abror: Terima Kabar TMS Sesaat Sebelum Foto dengan SBY,http://politik.suarasurabaya.net/news/2015/158248-Abror:-Terima-Kabar-TMS-Sesaat-Sebelum-Foto-dengan-SBY,news,
kompas,1-Sep-15,PAN dan Demokrat Siapkan Opsi Kedua Terkait Pilkada Surabaya,http://nasional.kompas.com/read/2015/09/01/21595611/PAN.dan.Demokrat.Siapkan.Opsi.Kedua.Terkait.Pilkada.Surabaya,news,
sindo news,1-Sep-15,Petahana Dinilai Salah Satu Faktor Kerawanan Pilkada 2015,http://nasional.sindonews.com/read/1039463/12/petahana-dinilai-salah-satu-faktor-kerawanan-pilkada-2015-1441103458,news,
pojok pitu,1-Sep-15,"Pasca Konsultasi ke Kpu RI, Kpu Surabaya nyatakan Rasio bisa nyalon",http://pojokpitu.com/baca.php?idurut=13445&&top=1&&ktg=Jatim&&keyrbk=Pilkada&&keyjdl=Paska%20Konsultasi,news,
