kategori,tanggal,judul,deskripsi,page_url,,,
KOMISI VII,29 Oktober 2013,Komisi VII DPR Pertanyakan Amdal Proyek Waduk di Jakarta,Komisi VII DPR-RI meminta pemerintah provinsi DKI Jakarta untuk memperhatikan Analisa Mengenai Dampak Lingkungan (AMDAL). AMDAL yang dimaksud adalah terkait...,http://dpr.go.id/berita/detail/id/7014,,,
KOMISI VII,29 Oktober 2013,Komisi VII Pantau Infrastruktur Gas di DKI Jakarta,Komisi VII DPR RI melakukan kunjungan kerja ke PT. PGN Wilayah DKI Jakarta. Kunjungan ini bertujuan untuk mendapatkan informasi dan...,http://dpr.go.id/berita/detail/id/7005,,,
KOMISI II,29 Oktober 2013,Pengawas Pemilu Jangan Eksklusif Satu Ormas,"Wakil Ketua Komisi II DPR Hakam Naja mengatakan, karena pemilu adalah adalah momen penting dan berskala nasional, maka terbuka peran...",http://dpr.go.id/berita/detail/id/6992,,,
KOMISI V,29 Oktober 2013,Peringatan Sumpah Pemuda Ala Komisi V di Kaltara,Kunjungan Kerja (Kunker) Komisi V di Provinsi Kalimantan Utara (Kaltara) dimulai bertepatan dengan hari peringatan Sumpah Pemuda. Ada peristiwa menarik...,http://dpr.go.id/berita/detail/id/6991,,,
KOMISI V,29 Oktober 2013,Komisi V Pantau Pembangunan Infrastruktur Kaltara,Komisi V DPR RI melakukan Kunjungan Kerja (Kunker) ke Provinsi Kalimantan Utara. Sejumlah proyek infrastruktur yang sedang dikerjakan di provinsi...,http://dpr.go.id/berita/detail/id/6990,,,
KOMISI VIII,29 Oktober 2013,Komisi VIII DPR Himpun Aspirasi Pemprov Papua Barat,"Memasuki masa reses,Komisi VIII DPR RI,Senin (28\10) menghimpun aspirasi langsung dari pemerintah provinsi Papua Barat,khususnya yang berkaitan dengan sektor keagamaan,sosial,pemberdayaan...",http://dpr.go.id/berita/detail/id/6989,,,
LAIN-LAIN,28 Oktober 2013,Parlemen Remaja Pilih Lima Peserta Terbaik,"Rangkaian kegiatan Parlemen Remaja 2013 yang berlangsung dari 25-28 Oktober 2013, telah membuktikan kemampuan dari masing-masing peserta. Untuk itu, Tim...",http://dpr.go.id/berita/detail/id/7010,,,
LAIN-LAIN,28 Oktober 2013,Apa Kata Peserta Parlemen Remaja Soal Pemuda Indonesia,"Hari Sumpah Pemuda jatuh setiap tanggal 28 Oktober. Tokoh muda turut berperan dalam perjuangan bangsa Indonesia mengambil hak kemerdekaan. Bahkan,...",http://dpr.go.id/berita/detail/id/7007,,,
LAIN-LAIN,28 Oktober 2013,Simulasi Rapat Paripurna Parlemen Remaja Berlangsung Antusias,"Suasana mendadak ricuh. Semua anggota fraksi ingin melakukan interupsi. Bahkan, beberapa anggota dewan sampai berdiri sambil mengacung-acungkan tangan untuk menyampaikan...",http://dpr.go.id/berita/detail/id/7002,,,
LAIN-LAIN,28 Oktober 2013,Masa Mendatang Menjadi Tanggungjawab Pemuda Saat Ini,"Wakil Ketua DPR Sohibul Iman menyatakan bahwa masa mendatang menjadi tanggung jawab pemuda dan remaja saat ini. Sehingga, pemuda-pemuda sangatlah...",http://dpr.go.id/berita/detail/id/7001,,,
LAIN-LAIN,28 Oktober 2013,Pendidikan Politik Bukan Hanya Bidang Legislatif,"Anggota Komisi X Dedi Gumelar menyatakan bahwa pendidikan politik kepada remaja bukan hanya bidang Legislatif, tapi juga bidang Yudikatif dan...",http://dpr.go.id/berita/detail/id/7000,,,
KOMISI X,28 Oktober 2013,RUU Pengelolaan Kebudayaan Fasilitasi Dialog Antar Budaya,Makna kebudayaan sangat luas dan universal. Membincang kebudayaan tidak bisa sektoral. Ia melibatkan semua aspek. Ketika DPR hendak merancang RUU...,http://dpr.go.id/berita/detail/id/6988,,,
LAIN-LAIN,28 Oktober 2013,Pentingnya Pendidikan Politik Sejak Dini,"Wakil Ketua Komisi II DPR RI Arif Wibowo menyatakan pendidikan politik sangat penting diberikan sedini mungkin. Pasalnya, setiap sendi kehidupan...",http://dpr.go.id/berita/detail/id/6987,,,
LAIN-LAIN,26 Oktober 2013,Wasekjen Buka Rangkaian Acara Parlemen Remaja,Wakil Sekretaris Jenderal DPRRI Achmad Djuned secara resmi membuka Rangkaian acara Parlemen Remaja 2013. Parlemen Remaja akan berlangsung dari 25...,http://dpr.go.id/berita/detail/id/6986,,,
PARIPURNA,25 Oktober 2013,Paripurna DPR Setujui RUU APBN 2014,"Rapat Paripurna DPR, Jumat (25/10) menyetujui Rancangan Undang-undang tentang Anggaran dan Pendapatan Belanja Negara tahun anggaran 2014. Sebelum diputuskan di...",http://dpr.go.id/berita/detail/id/6985,,,
KOMISI III,25 Oktober 2013,Perppu MK Dibahas Setelah Reses,Anggota Komisi III DPR RI Harry Witjaksono mengatakan aturan perundang-undangan menetapkan waktu pembahasan Perppu (Peraturan Pemerintah Pengganti Undang-Undang) setelah diumumkan...,http://dpr.go.id/berita/detail/id/6984,,,
PIMPINAN,25 Oktober 2013,Serbia Minta Indonesia Jaga Pancasila,Ketua DPR RI Marzuki Alie menerima delegasi pemimpin agama dari Serbia yang baru saja mengikuti Dialog Lintas Agama - Interfaith...,http://dpr.go.id/berita/detail/id/6983,,,
KOMISI I,25 Oktober 2013,Kerjasama Dengan Lemsaneg Masih Banyak Kelemahan,Kerjasama yang coba dibangun Komisi Pemilihan Umum (KPU) dengan Lembaga Sandi Negara (Lemsaneg) dinilai masih banyak kelemahan. Data informasi KPU...,http://dpr.go.id/berita/detail/id/6982,,,
PARIPURNA,25 Oktober 2013,Tagihan Jamkesmas Diselesaikan Pada Anggaran 2014,Program Badan Pelaksana Jaminan Sosial (BPJS) bidang kesehatan segera bergulir pada 1 Januari 2014. Banyak persoalan yang masih tersisa menjelang...,http://dpr.go.id/berita/detail/id/6981,,,
KOMISI X,25 Oktober 2013,"Komisi X Setujui Anggaran Kemendikbud 2014 Sebesar Rp 80,6 T","Akhirnya, setelah melakukan beberapa kali pembahasan dengan Pejabat Eselon I Kementerian Pendidikan dan Kebudayaan, Komisi X menyetujui pagu anggaran RAPBN...",http://dpr.go.id/berita/detail/id/6980,,,
PARIPURNA,25 Oktober 2013,Pembahasan Sejumlah RUU Masih Butuh Waktu,"Sejumlah RUU prioritas yang mestinya bisa dituntaskan pada masa sidang ini, ternyata masih butuh waktu perpanjangan pembahasan. 29 RUU sudah...",http://dpr.go.id/berita/detail/id/6979,,,
PARIPURNA,25 Oktober 2013,Ketua DPR NIlai Penyelenggaraan Haji 2013 Lebih Baik Dari Sebelumnya,"Ketua DPR RI, Marzuki Alie menilai Tim pengawas Penyelenggaraan Ibadah Haji Tahun 2013 telah menjalankan tugas pengawasannya dengan baik. Bahkan...",http://dpr.go.id/berita/detail/id/6978,,,
PANITIA KHUSUS,25 Oktober 2013,Perlunya Sinkronisasi RUU Panas Bumi dengan UU Lainnya,"Anggota Pansus RUU Panas Bumi Irvansyah mengatakan, perlu ada sinkronisasi RUU Panas Bumi dengan UU Kehutanan dan UU Lingkungan Hidup....",http://dpr.go.id/berita/detail/id/6977,,,
PIMPINAN,25 Oktober 2013,Ketua DPR Lantik Dua Anggota PAW,"Ketua DPR Marzuki Alie di Operation Room Gedung Nusantara, Senayan, Jakarta, Jumat (25/10 melantik dua anggota DPR Pengganti Antar Waktu...",http://dpr.go.id/berita/detail/id/6976,,,
KOMISI II,25 Oktober 2013,DPR Minta KPU Tinjau Ulang Kerjasama Dengan Lemsaneg,DPR akhirnya memutuskan sikapnya terkait kerja sama Komisi Pemiihan Umum (KPU) dengan Lembaga Sandi Negara (Lemsaneg) dalam penyelenggaraan pemilihan umum...,http://dpr.go.id/berita/detail/id/6975,,,
B.U.R.T.,24 Oktober 2013,Adjeng Ratna Suminar Ditetapkan Sebagai Wakil Ketua BURT,Wakil Ketua DPR RI Taufik Kurniawan menetapkan pimpinan Badan Urusan Rumah Tangga (BURT) untuk periode 2013-2014. Dalam penetapan kali ini...,http://dpr.go.id/berita/detail/id/6974,,,
PARIPURNA,24 Oktober 2013,Paripurna DPR Setujui Sejumlah RUU Jadi Inisiatif DPR,"Rapat Paripurna DPR menyetujui RUU usul inisiatif Komisi IX DPR tentang Kesehatan Jiwa, 65 RUU usul inisiatif Komisi II DPR...",http://dpr.go.id/berita/detail/id/6973,,,
B.K.S.A.P.,24 Oktober 2013,Ketua BKSAP Usulkan Kode Etik Anti Korupsi DPR,"Terkait hasil deklarasi Medan, Ketua BKSAP Surahman Hidayat mengusulkan agar segera disusun Kode etik khusus anti korupsi bagi anggota Dewan....",http://dpr.go.id/berita/detail/id/6972,,,
B.K.S.A.P.,24 Oktober 2013,SEAPAC Hasilkan Empat Isu Utama Deklarasi Medan,Sidang Umum Southeast Asian Parliamentarians against Corruption (SEAPAC) menghasilkan empat isu utama Deklaras Medan diantaranya berkaitan dengan patronase politik dan...,http://dpr.go.id/berita/detail/id/6971,,,
B.K.S.A.P.,24 Oktober 2013,DPR RI Dorong Perluasan Gerakan Anti Korupsi di Asia Tenggara,"Wakil Ketua DPR Pramono Anung mengharapkan semakin meluasnya gerakan anti korupsi pada tingkat parlemen di Asia Tenggara. ""Kita intinya mendorong...",http://dpr.go.id/berita/detail/id/6970,,,
LAIN-LAIN,24 Oktober 2013,Pembahasan RUU Pilpres Suatu Keniscayaan,"Anggota DPR Indra menegaskan, perubahan UU No.42/2008 tentang Pemilihan Presiden adalah keniscayaan. Pasalnya sudah ada keputusan MK atas beberapa pasal...",http://dpr.go.id/berita/detail/id/6969,,,
PIMPINAN,24 Oktober 2013,Prestasi Lemkari Sangat Membanggakan,"Mengukir prestasi dunia, mengharumkan nama bangsa. Inilah yang sangat membanggakan dari prestasi Lembaga Karate Do Indonesia (Lemkari). Atlet karate pelajar...",http://dpr.go.id/berita/detail/id/6968,,,
B.K.S.A.P.,24 Oktober 2013,DPR RI Dukung Ratifikasi Asset Recovery,"DPR mendukung ratifikasi Internasional terkait pemulangan aset recovery menjadi Undang-Undang. ""Kalau di Indonesia untuk aset recovery harapannya periode ini sudah...",http://dpr.go.id/berita/detail/id/6966,,,
LAIN-LAIN,24 Oktober 2013,Hentikan MOU Antara KPU dan Lemsaneg,Nota Kesepahaman atau MOU antara Komisi Pemilihan Umum (KPU dengan Lembaga Sandi Negara (Lemsaneg) masih menuai kontroversi. Sebelumnya DPR telah...,http://dpr.go.id/berita/detail/id/6965,,,
KOMISI IV,24 Oktober 2013,UU Peternakan dan Kesehatan Hewan Penopang Swasembada Daging,Komisi IV DPR RI bersama Pemerintah membahas Rancangan Undang-Undang tentang Perubahan Atas Undang-Undang Nomor 18 Tahun 2009 tentang Peternakan dan...,http://dpr.go.id/berita/detail/id/6964,,,
BADAN ANGGARAN,24 Oktober 2013,Banggar dan Pemerintah Sepakati Asumsi Makro RAPBN 2014,Rapat Badan Anggaran DPR dengan Pemerintah menyetujui asumsi makro ekonomi dalam Rancangan Anggaran Belanja dan Pendapatan Negara (RAPBN) 2014. Persetujuan...,http://dpr.go.id/berita/detail/id/6962,,,
B.K.S.A.P.,24 Oktober 2013,Persoalan Hukum masih Menjadi Tantangan Indonesia,"Wakil Ketua DPR Pramono Anung mengatakan, Indonesia masih memiliki tantangan dalam memberantas korupsi diantaranya, perbaikan sektor politik dan penegakan hukum...",http://dpr.go.id/berita/detail/id/6961,,,
KOMISI X,23 Oktober 2013,DPR Setujui Pemberian Tunjangan Kinerja Kemendikbud,Komisi X sepakat memberikan tunjangan kinerja di lingkungan Kementerian Pendidikan dan Kebudayaan sebesar Rp 989 miliar. Hal ini merujuk Surat...,http://dpr.go.id/berita/detail/id/6963,,,
B.K.S.A.P.,23 Oktober 2013,Perempuan Harus dilibatkan dalam Pengambilan Kebijakan Politik,Seluruh parlemen Asean diharapkan dapat memberikan kesempatan kepada kaum perempuan dalam berbagai aspek politik dan pengambilan kebijakan. Pendapat itu disampaikan oleh...,http://dpr.go.id/berita/detail/id/6960,,,
PANITIA KHUSUS,23 Oktober 2013,Pansus DPR Tolak RUU PPDK Diintegrasikan Dalam RUU Pemda,Rapat Panitia Khusus (Pansus) RUU Percepatan Pembangunan Daerah Kepulauan (PPDK) yang dipimpin Ketuanya Abdul Gafar Patappe dengan Mendagri Gamawan Fauzi...,http://dpr.go.id/berita/detail/id/6959,,,
B.K.S.A.P.,23 Oktober 2013,DPR RI Dorong Bahas Kembali Perjanjian Ekstradisi Indonesia-Singapura,"Ketua DPR Marzuki Alie mendorong kembali pembahasan ekstradisi Indonesia-Singapura yang masih belum selesai hingga saat ini. ""Mereka menanggapinya dengan serius...",http://dpr.go.id/berita/detail/id/6958,,,
B.K.S.A.P.,23 Oktober 2013,Sidang SEAPAC Cari Solusi Minimalisir Perilaku Korupsi,"Delegasi Palemen Indonesia yang tergabung dalam SEAPAC Nurdin Tampubolon mengatakan, Sidang SEAPAC di Medan bertujuan untuk mencari solusi bagaimana meminimalisir...",http://dpr.go.id/berita/detail/id/6957,,,
PIMPINAN,23 Oktober 2013,Korupsi Masih Jadi Masalah Serius di Asia Tenggara,Presiden the Southeast Asian Parliamentarians Against Corruption (SEAPAC) Marzuki Alie menyadari bahwa persoalan Korupsi di kawasan Asia Tenggara masih tergolong...,http://dpr.go.id/berita/detail/id/6956,,,
PIMPINAN,23 Oktober 2013,Ketua DPR Buka Sidang Umum Seapac II di Medan,Presiden the Southeast Asian Parliamentarians Against Corruption (SEAPAC) Marzuki Alie secara resmi membuka Sidang Umum the Southeast Asian Parliamentarians Agains...,http://dpr.go.id/berita/detail/id/6955,,,
KOMISI VIII,23 Oktober 2013,Komisi VIII Harapkan BNPB Sediakan Kapal Rumah Sakit Antar Pulau,"Anggota Komisi VIII DPR RI, M Baghowi dalam rapat kerja dengan Badan Nasional Penanggulangan Bencana (BNPB), Selasa (22/10) mengharapkan BNPB...",http://dpr.go.id/berita/detail/id/6954,,,
KOMISI VIII,23 Oktober 2013,BNPB Diminta Buat Skala Prioritas Penggunaan Tambahan Anggaran,Komisi VIII DPR RI mendesak Badan Nasional Penanggulangan Bencana (BNPB) sebagai mitra kerjanya untuk membuat skala prioritas dalam penggunaan alokasi...,http://dpr.go.id/berita/detail/id/6953,,,
KOMISI X,23 Oktober 2013,Perpustakaan Desa Belum Dibutuhkan,"Rencana membangun perpustakaan desa di tiap daerah tampaknya belum menjadi kebutuhan mendesak. Selain anggarannya tidak memadai, juga minat baca masyarakat...",http://dpr.go.id/berita/detail/id/6952,,,
KOMISI II,23 Oktober 2013,Komisi II DPR Setujui Anggaran KPU dan Bawaslu,"Meski sempat terjadi perdebatan panjang, Komisi II DPR akhirnya resmi menyetujui anggaran Komisi Pemilihan Umum (KPU) tahun 2014 sebesar Rp...",http://dpr.go.id/berita/detail/id/6950,,,
LAIN-LAIN,23 Oktober 2013,DPR Minta BPK Audit Semua Perjanjian Internasional,"Komisi VI DPR RI meminta Badan Pemeriksa Keuangan (BPK) segera mengaudit semua bentuk perjanjian internasional, terutama terkait dengan perdagangan. Audit...",http://dpr.go.id/berita/detail/id/6949,,,
PARIPURNA,22 Oktober 2013,Priyo dan 3 Salam dari Kapolri Terpilih Komjen Sutarman,Salah satu tugas pimpinan sidang paripurna yang biasanya dijabat oleh salah satu Pimpinan DPR adalah memperkenalkan pejabat negara yang baru...,http://dpr.go.id/berita/detail/id/6948,,,
PARIPURNA,22 Oktober 2013,Presiden Diminta Jelaskan Alasan Pemberhentian Jenderal Timur Pradopo,DPR segera mengirimkan surat kepada Presiden Susilo Bambang Yudhoyono untuk menanyakan alasan pemberhentian Kapolri Jenderal Pol. Timur Prodopo. Langkah ini...,http://dpr.go.id/berita/detail/id/6947,,,
KOMISI VIII,22 Oktober 2013,Komisi VIII Kritisi Maktab Yang Tidak Memadai,Komisi VIII DPR mengkritisi adanya beberapa maktab (penginapan) jemaah haji di Mekah dengan fasilitas dan kondisi yang tidak memadai. Hal...,http://dpr.go.id/berita/detail/id/6946,,,
PARIPURNA,22 Oktober 2013,Baleg Laporkan Penarikan Dua RUU Di Paripurna DPR RI,Penyusunan RUU tentang Perubahan atas UU Nomor 42 Tahun 2008 tentang Pemilu Presiden dan Wakil Presiden (RUU Pilpres) tidak dilanjutkan...,http://dpr.go.id/berita/detail/id/6945,,,
PARIPURNA,22 Oktober 2013,Rapat Paripurna Penarikan RUU Pilpres Alot,Rapat Paripurna DPR RI Selasa (22/10) penarikan Rancangan Undang-Undang (RUU) tentang Perubahan atas UU Nomor 42 tahun 2008 tentang...,http://dpr.go.id/berita/detail/id/6944,,,
KOMISI X,22 Oktober 2013,DPR Apresiasi Kenaikan Kunjungan Wisman,Anggota Komisi X Oelfah A. Syahrullah Harmanto mengapresiasi kinerja Kementerian Pariwisata dan Ekonomi Kreatif atas keberhasilannya dalam meningkatkan jumlah kunjungan...,http://dpr.go.id/berita/detail/id/6942,,,
PARIPURNA,22 Oktober 2013,Penetapan Komjen Sutarman Sebagai Kapolri Dibumbui Interupsi,Rapat Paripurna DPR RI akhirnya menerima laporan Komisi III mengenai pelaksanaan fit and proper test dan menetapkan Komisaris Jenderal Sutarman...,http://dpr.go.id/berita/detail/id/6941,,,
LAIN-LAIN,22 Oktober 2013,"Perppu MK, Yang Penting Niat Baik Pemerintah","Pemerintah SBY yang mengeluarkan Perppu Mahkamah Konstitusi hendaknya dilihat niat baiknya. Setelah itu dilihat kontennya dan dipelajari, bila Dewan menerima...",http://dpr.go.id/berita/detail/id/6940,,,
KOMISI X,22 Oktober 2013,Program Kemenpora Jangan Hanya Untuk Olahraga,Anggota Komisi X Itet Tridjajati Sumarijanto mengingatkan Menteri Pemuda dan Olahraga Roy Suryo untuk tidak fokus pada program olahraga saja....,http://dpr.go.id/berita/detail/id/6939,,,
KOMISI VIII,22 Oktober 2013,Komisi VIII Keluhkan Lemahnya Siskohat Kemenag,Layanan Siskohat atau Sistem Komputerisasi Haji Terpadu yang digunakan oleh Kementerian Agama RI dalam menyelenggarakan ibadah haji dinilai masih kurang....,http://dpr.go.id/berita/detail/id/6938,,,
BADAN LEGISLASI,22 Oktober 2013,Dua RUU Yang Dicabut Diserahkan ke DPR Baru,"Dua RUU dicabut dari program legislasi nasional (Prolegnas). Selain ada pencabutan dari pemerintah, juga ada polemik yang kuat di Badan...",http://dpr.go.id/berita/detail/id/6937,,,
PIMPINAN,22 Oktober 2013,Marzuki Alie Yakin DPR Tidak Akan Tolak Perppu MK,Presiden Susilo Bambang Yudhoyono telah mengeluarkan Peraturan Pemerintah Pengganti Undang-Undang (Perppu) No 1 Tahun 2013 tentang Mahkamah Konstitusi (MK) yang...,http://dpr.go.id/berita/detail/id/6936,,,
PIMPINAN,22 Oktober 2013,Pimpinan DPR Titip Pesan Kepada Kapolri Baru,"Suasana masih pagi, namun di depan ruang kerja Ketua DPR nampak berjejer beberapa polisi. Rupanya, Selasa (22/10) pagi itu dijadwalkan...",http://dpr.go.id/berita/detail/id/6935,,,
KOMISI IV,22 Oktober 2013,Komisi IV Menyetujui Pengadaan Helikopter Kementerian Kehutanan,"Komisi IV DPR RI menyetujui Pagu Rendana Anggaran Pendapatan dan Belanja negara (RAPBN) Kementerian Kehutanan Tahun Anggaran 2014 sebesar Rp.5,262...",http://dpr.go.id/berita/detail/id/6934,,,
KOMISI III,22 Oktober 2013,Kapolri Baru Diharapkan Realisasikan Pembentukan Densus Anti Korupsi,Anggota DPR Ahmad Yani berharap kepada Kapolri baru Komjen Sutarman benar-benar merealisasikan pembentukan Detesemen Khusus (Densus) Anti Korupsi. Selain itu...,http://dpr.go.id/berita/detail/id/6933,,,
KOMISI IX,22 Oktober 2013,Panja Flu Burung Pertanyakan Keterkaitan PT. Anugrah Nusantara,"Anggota Panitia Kerja Flu Burung Komisi IX DPR RI, Imam Suroso mempertanyakan keterkaitan PT. Anugrah Nusantara dalam kasus Pengadaan Sarana...",http://dpr.go.id/berita/detail/id/6932,,,
KOMISI IV,22 Oktober 2013,Komisi IV Menyetujui Prakiraan Pagu Anggaran Kementerian Pertanian RAPBN 2014,Komisi IV DPR RI menyetujui Prakiraan Pagu Anggaran (Pagu Indikatif) Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN) Tahun 2014 Kementerian...,http://dpr.go.id/berita/detail/id/6931,,,
KOMISI VI,22 Oktober 2013,Pemerintah Harus Akomodir Kepentingan Daerah,"Menyusul penyerahan PT. Inalum kepada pemerintah Indonesia, kepentingan Pemda Sumatera Utara harus betul-betul terakomodasi dengan baik. Proses transisi PT. Inalum...",http://dpr.go.id/berita/detail/id/6930,,,
KOMISI VIII,22 Oktober 2013,Komisi VIII Desak Kemenag Koordinasi dengan Bappenas dan Kemenkeu,Komisi VIII DPR RI desak Kementerian Agama tingkatkan kordinasi dengan Kementerian Perencanaan Pembangunan Nasional /Badan Perencanaan Pembangunan Nasional dan Kementerian...,http://dpr.go.id/berita/detail/id/6929,,,
KOMISI VI,22 Oktober 2013,Inalum Akan Menjadi Persero,"PT. Indonesia Aluminium (Inalum) akan menjadi Persero, segera setelah perusahaan yang saat ini masih milik Nippon Asahan Aluminium (NAA) diserahterimakan...",http://dpr.go.id/berita/detail/id/6928,,,
KOMISI VI,22 Oktober 2013,"Anggaran Kementerian BUMN Rp 131,6 Miliar",Komisi VI DPR akhirnya menyetujui pagu anggaran Kementerian BUMN 2014 sebesar Rp 131.625.068.000. Pagu anggaran ini merupakan yang paling kecil...,http://dpr.go.id/berita/detail/id/6927,,,
KOMISI II,21 Oktober 2013,Komisi II DPR Setujui Anggaran Kemendagri 2014,"Komisi II DPR RI menyetujui pagu anggaran Kementerian Dalam Negeri (Kemendagri) Tahun 2014 sebesar Rp.14.803.061.263.000,- untuk ditetapkan sebagai alokasi anggaran...",http://dpr.go.id/berita/detail/id/6951,,,
KOMISI XI,21 Oktober 2013,ATBI 2014 Akan Dibahas di Dua Panja,Komisi XI belum dapat memutuskan Anggaran Tahunan Bank Indonesia (ATBI) tahun 2014. Untuk Evaluasi Pelaksanaan ATBI Operasional Tahun 2013 dan...,http://dpr.go.id/berita/detail/id/6943,,,
KOMISI III,21 Oktober 2013,Komisi III Bahas Anggaran Pengamanan Pemilu,Sejumlah anggota Komisi III DPR RI menilai usulan anggaran pengamanan Pemilu 2014 yang disampaikan kepolisian patut dipertimbangkan. Persetujuan patut segera...,http://dpr.go.id/berita/detail/id/6926,,,
